TiVA,Desci4,HS-2digit,HS-4digit,HS-6digit,EUC
D24,D241T31,72,7222,722240,INT
D24,D241T31,72,7223,722300,INT
D24,D241T31,72,7224,722410,INT
D24,D241T31,72,7224,722490,INT
D24,D241T31,72,7225,722511,INT
D24,D241T31,72,7225,722519,INT
D24,D241T31,72,7225,722530,INT
D24,D241T31,72,7225,722540,INT
D24,D241T31,72,7225,722550,INT
D24,D241T31,72,7225,722591,INT
D24,D241T31,72,7225,722592,INT
D24,D241T31,72,7225,722599,INT
D24,D241T31,72,7226,722611,INT
D24,D241T31,72,7226,722619,INT
D24,D241T31,72,7226,722620,INT
D24,D241T31,72,7226,722691,INT
D24,D241T31,72,7226,722692,INT
D24,D241T31,72,7226,722699,INT
D24,D241T31,72,7227,722710,INT
D24,D241T31,72,7227,722720,INT
D24,D241T31,72,7227,722790,INT
D24,D241T31,72,7228,722810,INT
D24,D241T31,72,7228,722820,INT
D24,D241T31,72,7228,722830,INT
D24,D241T31,72,7228,722840,INT
D24,D241T31,72,7228,722850,INT
D24,D241T31,72,7228,722860,INT
D24,D241T31,72,7228,722870,INT
D24,D241T31,72,7228,722880,INT
D24,D241T31,72,7229,722920,INT
D24,D241T31,72,7229,722990,INT
D24,D241T31,73,7301,730110,INT
D24,D241T31,73,7301,730120,INT
D24,D241T31,73,7302,730210,INT
D24,D241T31,73,7302,730230,INT
D24,D241T31,73,7302,730240,INT
D24,D241T31,73,7302,730290,INT
D24,D241T31,73,7303,730300,INT
D24,D241T31,73,7304,730411,INT
D24,D241T31,73,7304,730419,INT
D24,D241T31,73,7304,730422,INT
D24,D241T31,73,7304,730423,INT
D24,D241T31,73,7304,730424,INT
D24,D241T31,73,7304,730429,INT
D24,D241T31,73,7304,730431,INT
D24,D241T31,73,7304,730439,INT
D24,D241T31,73,7304,730441,INT
D24,D241T31,73,7304,730449,INT
D24,D241T31,73,7304,730451,INT
D24,D241T31,73,7304,730459,INT
D24,D241T31,73,7304,730490,INT
D24,D241T31,73,7305,730511,INT
D24,D241T31,73,7305,730512,INT
D24,D241T31,73,7305,730519,INT
D24,D241T31,73,7305,730520,INT
D24,D241T31,73,7305,730531,INT
D24,D241T31,73,7305,730539,INT
D24,D241T31,73,7305,730590,INT
D24,D241T31,73,7306,730611,INT
D24,D241T31,73,7306,730619,INT
D24,D241T31,73,7306,730621,INT
D24,D241T31,73,7306,730629,INT
D24,D241T31,73,7306,730630,INT
D24,D241T31,73,7306,730640,INT
D24,D241T31,73,7306,730650,INT
D24,D241T31,73,7306,730661,INT
D24,D241T31,73,7306,730669,INT
D24,D241T31,73,7306,730690,INT
D24,D241T31,73,7307,730711,INT
D24,D241T31,73,7307,730719,INT
D24,D241T31,73,7307,730721,INT
D24,D241T31,73,7307,730722,INT
D24,D241T31,73,7307,730723,INT
D24,D241T31,73,7307,730729,INT
D24,D241T31,73,7307,730791,INT
D24,D241T31,73,7307,730792,INT
D24,D241T31,73,7307,730793,INT
D24,D241T31,73,7307,730799,INT
D24,D242T32,26,2620,262011,INT
D24,D242T32,26,2620,262019,INT
D24,D242T32,26,2620,262021,INT
D24,D242T32,26,2620,262029,INT
D24,D242T32,26,2620,262030,INT
D24,D242T32,26,2620,262040,INT
D24,D242T32,26,2620,262060,INT
D24,D242T32,26,2620,262091,INT
D24,D242T32,26,2620,262099,INT
D24,D242T32,71,7106,710610,INT
D24,D242T32,71,7106,710691,INT
D24,D242T32,71,7106,710692,INT
D24,D242T32,71,7107,710700,INT
D24,D242T32,71,7108,710811,XPRCS
D24,D242T32,71,7108,710812,XPRCS
D24,D242T32,71,7108,710813,XPRCS
D24,D242T32,71,7109,710900,INT
D24,D242T32,71,7110,711011,INT
D24,D242T32,71,7110,711019,INT
D24,D242T32,71,7110,711021,INT
D24,D242T32,71,7110,711029,INT
D24,D242T32,71,7110,711031,INT
D24,D242T32,71,7110,711039,INT
D24,D242T32,71,7110,711041,INT
D24,D242T32,71,7110,711049,INT
D24,D242T32,71,7111,711100,INT
D24,D242T32,71,7115,711510,CAP
D24,D242T32,74,7401,740100,INT
D24,D242T32,74,7402,740200,INT
D24,D242T32,74,7403,740311,INT
D24,D242T32,74,7403,740312,INT
D24,D242T32,74,7403,740313,INT
D24,D242T32,74,7403,740319,INT
D24,D242T32,74,7403,740321,INT
D24,D242T32,74,7403,740322,INT
D24,D242T32,74,7403,740329,INT
D24,D242T32,74,7405,740500,INT
D24,D242T32,74,7406,740610,INT
D24,D242T32,74,7406,740620,INT
D24,D242T32,74,7407,740710,INT
D24,D242T32,74,7407,740721,INT
D24,D242T32,74,7407,740729,INT
D24,D242T32,74,7408,740811,INT
D24,D242T32,74,7408,740819,INT
D24,D242T32,74,7408,740821,INT
D24,D242T32,74,7408,740822,INT
D24,D242T32,74,7408,740829,INT
D24,D242T32,74,7409,740911,INT
D24,D242T32,74,7409,740919,INT
D24,D242T32,74,7409,740921,INT
D24,D242T32,74,7409,740929,INT
D24,D242T32,74,7409,740931,INT
D24,D242T32,74,7409,740939,INT
D24,D242T32,74,7409,740940,INT
D24,D242T32,74,7409,740990,INT
D24,D242T32,74,7410,741011,INT
D24,D242T32,74,7410,741012,INT
D24,D242T32,74,7410,741021,INT
D24,D242T32,74,7410,741022,INT
D24,D242T32,74,7411,741110,INT
D24,D242T32,74,7411,741121,INT
D24,D242T32,74,7411,741122,INT
D24,D242T32,74,7411,741129,INT
D24,D242T32,74,7412,741210,INT
D24,D242T32,74,7412,741220,INT
D24,D242T32,75,7501,750110,INT
D24,D242T32,75,7501,750120,INT
D24,D242T32,75,7502,750210,INT
D24,D242T32,75,7502,750220,INT
D24,D242T32,75,7504,750400,INT
D24,D242T32,75,7505,750511,INT
D24,D242T32,75,7505,750512,INT
D24,D242T32,75,7505,750521,INT
D24,D242T32,75,7505,750522,INT
D24,D242T32,75,7506,750610,INT
D24,D242T32,75,7506,750620,INT
D24,D242T32,75,7507,750711,INT
D24,D242T32,75,7507,750712,INT
D24,D242T32,75,7507,750720,INT
D24,D242T32,76,7601,760110,INT
D24,D242T32,76,7601,760120,INT
D24,D242T32,76,7603,760310,INT
D24,D242T32,76,7603,760320,INT
D24,D242T32,76,7604,760410,INT
D24,D242T32,76,7604,760421,INT
D24,D242T32,76,7604,760429,INT
D24,D242T32,76,7605,760511,INT
D24,D242T32,76,7605,760519,INT
D24,D242T32,76,7605,760521,INT
D24,D242T32,76,7605,760529,INT
D24,D242T32,76,7606,760611,INT
D24,D242T32,76,7606,760612,INT
D24,D242T32,76,7606,760691,INT
D24,D242T32,76,7606,760692,INT
D24,D242T32,76,7607,760711,INT
D24,D242T32,76,7607,760719,INT
D24,D242T32,76,7607,760720,INT
D24,D242T32,76,7608,760810,INT
D24,D242T32,76,7608,760820,INT
D24,D242T32,76,7609,760900,INT
D24,D242T32,78,7801,780110,INT
D24,D242T32,78,7801,780191,INT
D24,D242T32,78,7801,780199,INT
D24,D242T32,78,7804,780411,INT
D24,D242T32,78,7804,780419,INT
D24,D242T32,78,7804,780420,INT
D24,D242T32,79,7901,790111,INT
D24,D242T32,79,7901,790112,INT
D24,D242T32,79,7901,790120,INT
D24,D242T32,79,7903,790310,INT
D24,D242T32,79,7903,790390,INT
D24,D242T32,79,7904,790400,INT
D24,D242T32,79,7905,790500,INT
D24,D242T32,80,8001,800110,INT
D24,D242T32,80,8001,800120,INT
D24,D242T32,80,8003,800300,INT
D24,D242T32,81,8101,810110,INT
D24,D242T32,81,8101,810194,INT
D24,D242T32,81,8101,810196,INT
D24,D242T32,81,8101,810197,INT
D24,D242T32,81,8101,810199,INT
D24,D242T32,81,8102,810210,INT
D24,D242T32,81,8102,810294,INT
D24,D242T32,81,8102,810295,INT
D24,D242T32,81,8102,810296,INT
D24,D242T32,81,8102,810297,INT
D24,D242T32,81,8102,810299,INT
D24,D242T32,81,8103,810320,INT
D24,D242T32,81,8103,810330,INT
D24,D242T32,81,8103,810390,INT
D24,D242T32,81,8104,810411,INT
D24,D242T32,81,8104,810419,INT
D24,D242T32,81,8104,810420,INT
D24,D242T32,81,8104,810430,INT
D24,D242T32,81,8104,810490,INT
D24,D242T32,81,8105,810520,INT
D24,D242T32,81,8105,810530,INT
D24,D242T32,81,8105,810590,INT
D24,D242T32,81,8106,810600,INT
D24,D242T32,81,8107,810720,INT
D24,D242T32,81,8107,810730,INT
D24,D242T32,81,8107,810790,INT
D24,D242T32,81,8108,810820,INT
D24,D242T32,81,8108,810830,INT
D24,D242T32,81,8108,810890,INT
D24,D242T32,81,8109,810920,INT
D24,D242T32,81,8109,810930,INT
D24,D242T32,81,8109,810990,INT
D24,D242T32,81,8110,811010,INT
D24,D242T32,81,8110,811020,INT
D24,D242T32,81,8110,811090,INT
D24,D242T32,81,8111,811100,INT
D24,D242T32,81,8112,811212,INT
D24,D242T32,81,8112,811213,INT
D24,D242T32,81,8112,811219,INT
D24,D242T32,81,8112,811221,INT
D24,D242T32,81,8112,811222,INT
D24,D242T32,81,8112,811229,INT
D24,D242T32,81,8112,811251,INT
D24,D242T32,81,8112,811252,INT
D24,D242T32,81,8112,811259,INT
D24,D242T32,81,8112,811292,INT
D24,D242T32,81,8112,811299,INT
D24,D242T32,81,8113,811300,INT
D25,D252,93,9301,930110,INT
D25,D252,93,9301,930120,INT
D25,D252,93,9301,930190,INT
D25,D252,93,9302,930200,XMISC
D25,D252,93,9303,930310,CONS
D25,D252,93,9303,930320,CONS
D25,D252,93,9303,930330,CONS
D25,D252,93,9303,930390,CAP
D25,D252,93,9304,930400,CONS
D25,D252,93,9305,930510,INT
D25,D252,93,9305,930520,INT
D25,D252,93,9305,930591,INT
D25,D252,93,9305,930599,INT
D25,D252,93,9306,930621,INT
D25,D252,93,9306,930629,INT
D25,D252,93,9306,930630,INT
D25,D252,93,9306,930690,INT
D25,D25X,73,7308,730810,INT
D25,D25X,73,7308,730820,INT
D25,D25X,73,7308,730830,INT
D25,D25X,73,7308,730840,INT
D25,D25X,73,7308,730890,INT
D25,D25X,73,7309,730900,CAP
D25,D25X,73,7310,731010,CAP
D25,D25X,73,7310,731021,CAP
D25,D25X,73,7310,731029,CAP
D25,D25X,73,7311,731100,CAP
D25,D25X,73,7312,731210,INT
D25,D25X,73,7312,731290,INT
D25,D25X,73,7313,731300,INT
D25,D25X,73,7314,731412,INT
D25,D25X,73,7314,731414,INT
D25,D25X,73,7314,731419,INT
D25,D25X,73,7314,731420,INT
D25,D25X,73,7314,731431,INT
D25,D25X,73,7314,731439,INT
D25,D25X,73,7314,731441,INT
D25,D25X,73,7314,731442,INT
D25,D25X,73,7314,731449,INT
D25,D25X,73,7314,731450,INT
D25,D25X,73,7315,731520,INT
D25,D25X,73,7315,731581,INT
D25,D25X,73,7315,731582,INT
D25,D25X,73,7315,731589,INT
D25,D25X,73,7315,731590,INT
D25,D25X,73,7316,731600,INT
D25,D25X,73,7317,731700,INT
D25,D25X,73,7318,731811,INT
D25,D25X,73,7318,731812,INT
D25,D25X,73,7318,731813,INT
D25,D25X,73,7318,731814,INT
D25,D25X,73,7318,731815,INT
D25,D25X,73,7318,731816,INT
D25,D25X,73,7318,731819,INT
D25,D25X,73,7318,731821,INT
D25,D25X,73,7318,731822,INT
D25,D25X,73,7318,731823,INT
D25,D25X,73,7318,731824,INT
D25,D25X,73,7318,731829,INT
D25,D25X,73,7319,731940,CONS
D25,D25X,73,7319,731990,CONS
D25,D25X,73,7320,732010,INT
D25,D25X,73,7320,732020,INT
D25,D25X,73,7320,732090,INT
D25,D25X,73,7322,732211,CAP
D25,D25X,73,7322,732219,CAP
D25,D25X,73,7323,732310,CONS
D25,D25X,73,7323,732391,CONS
D25,D25X,73,7323,732392,CONS
D25,D25X,73,7323,732393,CONS
D25,D25X,73,7323,732394,CONS
D25,D25X,73,7323,732399,CONS
D25,D25X,73,7324,732410,INT
D25,D25X,73,7324,732421,INT
D25,D25X,73,7324,732429,INT
D25,D25X,73,7324,732490,INT
D25,D25X,73,7325,732510,INT
D25,D25X,73,7325,732591,INT
D25,D25X,73,7325,732599,INT
D25,D25X,73,7326,732611,INT
D25,D25X,73,7326,732619,INT
D25,D25X,73,7326,732620,INT
D25,D25X,73,7326,732690,INT
D25,D25X,74,7413,741300,INT
D25,D25X,74,7415,741510,INT
D25,D25X,74,7415,741521,INT
D25,D25X,74,7415,741529,INT
D25,D25X,74,7415,741533,INT
D25,D25X,74,7415,741539,INT
D25,D25X,74,7418,741810,CONS
D25,D25X,74,7418,741820,INT
D25,D25X,74,7419,741910,INT
D25,D25X,74,7419,741991,INT
D25,D25X,74,7419,741999,INT
D25,D25X,75,7508,750810,INT
D25,D25X,75,7508,750890,INT
D25,D25X,76,7610,761010,INT
D25,D25X,76,7610,761090,INT
D25,D25X,76,7611,761100,CAP
D25,D25X,76,7612,761210,CAP
D25,D25X,76,7612,761290,CAP
D25,D25X,76,7613,761300,CAP
D25,D25X,76,7614,761410,INT
D25,D25X,76,7614,761490,INT
D25,D25X,76,7615,761510,CONS
D25,D25X,76,7615,761520,INT
D25,D25X,76,7616,761610,INT
D25,D25X,76,7616,761691,INT
D25,D25X,76,7616,761699,INT
D25,D25X,78,7806,780600,INT
D25,D25X,79,7907,790700,INT
D25,D25X,80,8007,800700,INT
D25,D25X,82,8201,820110,CAP
D25,D25X,82,8201,820130,CAP
D25,D25X,82,8201,820140,CAP
D25,D25X,82,8201,820150,CAP
D25,D25X,82,8201,820160,CAP
D25,D25X,82,8201,820190,CAP
D25,D25X,82,8202,820210,CAP
D25,D25X,82,8202,820220,INT
D25,D25X,82,8202,820231,INT
D25,D25X,82,8202,820239,INT
D25,D25X,82,8202,820240,INT
D25,D25X,82,8202,820291,INT
D25,D25X,82,8202,820299,INT
D25,D25X,82,8203,820310,CAP
D25,D25X,82,8203,820320,CAP
D25,D25X,82,8203,820330,CAP
D25,D25X,82,8203,820340,CAP
D25,D25X,82,8204,820411,CAP
D25,D25X,82,8204,820412,CAP
D25,D25X,82,8204,820420,CAP
D25,D25X,82,8205,820510,CAP
D25,D25X,82,8205,820520,CAP
D25,D25X,82,8205,820530,CAP
D25,D25X,82,8205,820540,CAP
D25,D25X,82,8205,820551,CONS
D25,D25X,82,8205,820559,CAP
D25,D25X,82,8205,820560,CAP
D25,D25X,82,8205,820570,CAP
D25,D25X,82,8205,820590,CAP
D25,D25X,82,8206,820600,CAP
D25,D25X,82,8207,820713,INT
D25,D25X,82,8207,820719,INT
D25,D25X,82,8207,820720,INT
D25,D25X,82,8207,820730,INT
D25,D25X,82,8207,820740,INT
D25,D25X,82,8207,820750,INT
D25,D25X,82,8207,820760,INT
D25,D25X,82,8207,820770,INT
D25,D25X,82,8207,820780,INT
D25,D25X,82,8207,820790,INT
D25,D25X,82,8208,820810,INT
D25,D25X,82,8208,820820,INT
D25,D25X,82,8208,820830,INT
D25,D25X,82,8208,820840,INT
D25,D25X,82,8208,820890,INT
D25,D25X,82,8209,820900,INT
D25,D25X,82,8210,821000,CONS
D25,D25X,82,8211,821110,CONS
D25,D25X,82,8211,821191,CONS
D25,D25X,82,8211,821192,CONS
D25,D25X,82,8211,821193,CONS
D25,D25X,82,8211,821194,INT
D25,D25X,82,8211,821195,INT
D25,D25X,82,8212,821210,CONS
D25,D25X,82,8212,821220,CONS
D25,D25X,82,8212,821290,CONS
D25,D25X,82,8213,821300,CONS
D25,D25X,82,8214,821410,CONS
D25,D25X,82,8214,821420,CONS
D25,D25X,82,8214,821490,CONS
D25,D25X,82,8215,821510,CONS
D25,D25X,82,8215,821520,CONS
D25,D25X,82,8215,821591,CONS
D25,D25X,82,8215,821599,CONS
D25,D25X,83,8301,830110,INT
D25,D25X,83,8301,830120,INT
D25,D25X,83,8301,830130,INT
D25,D25X,83,8301,830140,INT
D25,D25X,83,8301,830150,INT
D25,D25X,83,8301,830160,INT
D25,D25X,83,8301,830170,INT
D25,D25X,83,8302,830210,INT
D25,D25X,83,8302,830220,INT
D25,D25X,83,8302,830230,INT
D25,D25X,83,8302,830241,INT
D25,D25X,83,8302,830242,INT
D25,D25X,83,8302,830249,INT
D25,D25X,83,8302,830250,INT
D25,D25X,83,8302,830260,INT
D25,D25X,83,8303,830300,CAP
D25,D25X,83,8304,830400,CAP
D25,D25X,83,8305,830510,INT
D25,D25X,83,8305,830520,INT
D25,D25X,83,8305,830590,INT
D25,D25X,83,8306,830610,INT
D25,D25X,83,8306,830621,CONS
D25,D25X,83,8306,830629,CONS
D25,D25X,83,8306,830630,CONS
D25,D25X,83,8307,830710,INT
D25,D25X,83,8307,830790,INT
D25,D25X,83,8308,830810,INT
D25,D25X,83,8308,830820,INT
D25,D25X,83,8308,830890,INT
D25,D25X,83,8309,830910,INT
D25,D25X,83,8309,830990,INT
D25,D25X,83,8310,831000,INT
D25,D25X,83,8311,831110,INT
D25,D25X,83,8311,831120,INT
D25,D25X,83,8311,831130,INT
D25,D25X,83,8311,831190,INT
D25,D25X,84,8401,840110,CAP
D25,D25X,84,8401,840140,INT
D25,D25X,84,8402,840211,CAP
D25,D25X,84,8402,840212,CAP
D25,D25X,84,8402,840219,CAP
D25,D25X,84,8402,840220,CAP
D25,D25X,84,8402,840290,INT
D25,D25X,84,8403,840310,CAP
D25,D25X,84,8403,840390,INT
D25,D25X,84,8404,840410,CAP
D25,D25X,84,8404,840420,CAP
D25,D25X,84,8404,840490,INT
D25,D25X,84,8480,848010,CAP
D25,D25X,84,8480,848020,CAP
D25,D25X,84,8480,848030,CAP
D25,D25X,84,8480,848041,CAP
D25,D25X,84,8480,848049,CAP
D25,D25X,84,8480,848050,CAP
D25,D25X,84,8480,848060,CAP
D25,D25X,84,8480,848071,CAP
D25,D25X,84,8480,848079,CAP
D25,D25X,84,8487,848710,INT
D25,D25X,85,8505,850511,CAP
D25,D25X,93,9307,930700,XMISC
D25,D25X,94,9406,940600,INT
D26,D26,85,8525,852580,CAP
D26,D261,85,8523,852352,CAP
D26,D261,85,8523,852359,CAP
D26,D261,85,8532,853210,CAP
D26,D261,85,8532,853221,CAP
D26,D261,85,8532,853222,CAP
D26,D261,85,8532,853223,CAP
D26,D261,85,8532,853224,CAP
D26,D261,85,8532,853225,CAP
D26,D261,85,8532,853229,CAP
D26,D261,85,8532,853230,CAP
D26,D261,85,8532,853290,INT
D26,D261,85,8533,853310,INT
D26,D261,85,8533,853321,INT
D26,D261,85,8533,853329,INT
D26,D261,85,8533,853331,INT
D26,D261,85,8533,853339,INT
D26,D261,85,8533,853340,INT
D26,D261,85,8533,853390,INT
D26,D261,85,8534,853400,INT
D26,D261,85,8536,853670,INT
D26,D261,85,8540,854011,INT
D26,D261,85,8540,854012,INT
D26,D261,85,8540,854020,INT
D26,D261,85,8540,854040,INT
D26,D261,85,8540,854060,INT
D26,D261,85,8540,854071,INT
D26,D261,85,8540,854079,INT
D26,D261,85,8540,854081,INT
D26,D261,85,8540,854089,INT
D26,D261,85,8540,854091,INT
D26,D261,85,8540,854099,INT
D26,D261,85,8541,854110,INT
D26,D261,85,8541,854121,INT
D26,D261,85,8541,854129,INT
D26,D261,85,8541,854130,INT
D26,D261,85,8541,854140,INT
D26,D261,85,8541,854150,INT
D26,D261,85,8541,854160,INT
D26,D261,85,8541,854190,INT
D26,D261,85,8542,854231,INT
D26,D261,85,8542,854232,INT
D26,D261,85,8542,854233,INT
D26,D261,85,8542,854239,INT
D26,D261,85,8542,854290,INT
D26,D261,90,9013,901320,CAP
D26,D262,84,8443,844331,CAP
D26,D262,84,8471,847130,XPC
D26,D262,84,8471,847141,XPC
D26,D262,84,8471,847149,XPC
D26,D262,84,8471,847150,XPC
D26,D262,84,8471,847160,XPC
D26,D262,84,8471,847170,XPC
D26,D262,84,8471,847180,XPC
D26,D262,84,8471,847190,XPC
D26,D262,84,8473,847330,INT
D26,D262,84,8473,847350,INT
D26,D262,85,8523,852351,INT
D26,D262,85,8528,852841,XPC
D26,D262,85,8528,852851,XPC
D26,D262,85,8528,852861,CAP
D26,D263,85,8517,851711,CONS
D26,D263,85,8517,851712,XPHONE
D26,D263,85,8517,851718,CAP
D26,D263,85,8517,851761,CAP
D26,D263,85,8517,851762,CAP
D26,D263,85,8517,851769,CAP
D26,D263,85,8517,851770,INT
D26,D263,85,8525,852550,CAP
D26,D263,85,8525,852560,CAP
D26,D263,85,8529,852910,INT
D26,D263,85,8529,852990,INT
D26,D263,85,8531,853110,CAP
D26,D264,85,8518,851810,CAP
D26,D264,85,8518,851821,CAP
D26,D264,85,8518,851822,CAP
D26,D264,85,8518,851829,CAP
D26,D264,85,8518,851830,CAP
D26,D264,85,8518,851840,CAP
D26,D264,85,8518,851850,CAP
D26,D264,85,8518,851890,INT
D26,D264,85,8519,851920,CAP
D26,D264,85,8519,851930,CONS
D26,D264,85,8519,851950,CONS
D26,D264,85,8519,851981,CAP
D26,D264,85,8519,851989,CAP
D26,D264,85,8521,852110,CAP
D26,D264,85,8521,852190,CAP
D26,D264,85,8522,852210,INT
D26,D264,85,8522,852290,INT
D26,D264,85,8527,852712,CONS
D26,D264,85,8527,852713,CONS
D26,D264,85,8527,852719,CONS
D26,D264,85,8527,852721,INT
D26,D264,85,8527,852729,INT
D26,D264,85,8527,852791,CAP
D26,D264,85,8527,852792,CAP
D26,D264,85,8527,852799,CAP
D26,D264,85,8528,852849,CAP
D26,D264,85,8528,852859,CAP
D26,D264,85,8528,852869,CONS
D26,D264,85,8528,852871,CAP
D26,D264,85,8528,852872,CONS
D26,D264,85,8528,852873,CAP
D26,D264,95,9504,950450,CONS
D26,D265,85,8526,852610,CAP
D26,D265,85,8526,852691,CAP
D26,D265,85,8526,852692,CAP
D26,D265,90,9012,901210,CAP
D26,D265,90,9012,901290,INT
D26,D265,90,9014,901410,CAP
D26,D265,90,9014,901420,CAP
D26,D265,90,9014,901480,CAP
D26,D265,90,9014,901490,INT
D26,D265,90,9015,901510,CAP
D26,D265,90,9015,901520,CAP
D26,D265,90,9015,901530,CAP
D26,D265,90,9015,901540,CAP
D26,D265,90,9015,901580,CAP
D26,D265,90,9015,901590,INT
D26,D265,90,9016,901600,CAP
D26,D265,90,9017,901710,CAP
D26,D265,90,9017,901720,CAP
D26,D265,90,9017,901730,CAP
D26,D265,90,9017,901780,CAP
D26,D265,90,9017,901790,INT
D26,D265,90,9024,902410,CAP
D26,D265,90,9024,902480,CAP
D26,D265,90,9024,902490,INT
D26,D265,90,9025,902511,CAP
D26,D265,90,9025,902519,CAP
D26,D265,90,9025,902580,CAP
D26,D265,90,9025,902590,INT
D26,D265,90,9026,902610,CAP
D26,D265,90,9026,902620,CAP
D26,D265,90,9026,902680,CAP
D26,D265,90,9026,902690,INT
D26,D265,90,9027,902710,CAP
D26,D265,90,9027,902720,CAP
D26,D265,90,9027,902730,CAP
D26,D265,90,9027,902750,CAP
D26,D265,90,9027,902780,CAP
D26,D265,90,9027,902790,CAP
D26,D265,90,9028,902810,CAP
D26,D265,90,9028,902820,CAP
D26,D265,90,9028,902830,CAP
D26,D265,90,9028,902890,INT
D26,D265,90,9029,902910,CAP
D26,D265,90,9029,902920,CAP
D26,D265,90,9029,902990,INT
D26,D265,90,9030,903010,CAP
D26,D265,90,9030,903020,CAP
D26,D265,90,9030,903031,CAP
D26,D265,90,9030,903032,CAP
D26,D265,90,9030,903033,CAP
D26,D265,90,9030,903039,CAP
D26,D265,90,9030,903040,CAP
D26,D265,90,9030,903082,CAP
D26,D265,90,9030,903084,CAP
D26,D265,90,9030,903089,CAP
D26,D265,90,9030,903090,INT
D26,D265,90,9031,903110,CAP
D26,D265,90,9031,903120,CAP
D26,D265,90,9031,903141,CAP
D26,D265,90,9031,903149,CAP
D26,D265,90,9031,903180,CAP
D26,D265,90,9031,903190,INT
D26,D265,90,9032,903210,CAP
D26,D265,90,9032,903220,CAP
D26,D265,90,9032,903281,CAP
D26,D265,90,9032,903289,CAP
D26,D265,90,9032,903290,INT
D26,D265,90,9033,903300,INT
D26,D265,91,9101,910111,CONS
D26,D265,91,9101,910119,CONS
D26,D265,91,9101,910121,CONS
D26,D265,91,9101,910129,CONS
D26,D265,91,9101,910191,CONS
D26,D265,91,9101,910199,CONS
D26,D265,91,9102,910211,CONS
D26,D265,91,9102,910212,CONS
D26,D265,91,9102,910219,CONS
D26,D265,91,9102,910221,CONS
D26,D265,91,9102,910229,CONS
D26,D265,91,9102,910291,CONS
D26,D265,91,9102,910299,CONS
D26,D265,91,9103,910310,CONS
D26,D265,91,9103,910390,CONS
D26,D265,91,9104,910400,INT
D26,D265,91,9105,910511,CONS
D26,D265,91,9105,910519,CONS
D26,D265,91,9105,910521,CONS
D26,D265,91,9105,910529,CONS
D26,D265,91,9105,910591,CONS
D26,D265,91,9105,910599,CONS
D26,D265,91,9106,910610,CAP
D26,D265,91,9106,910690,CAP
D26,D265,91,9107,910700,CAP
D26,D265,91,9108,910811,INT
D26,D265,91,9108,910812,INT
D26,D265,91,9108,910819,INT
D26,D265,91,9108,910820,INT
D26,D265,91,9108,910890,INT
D26,D265,91,9109,910910,INT
D26,D265,91,9109,910990,INT
D26,D265,91,9110,911011,INT
D26,D265,91,9110,911012,INT
D26,D265,91,9110,911019,INT
D26,D265,91,9110,911090,INT
D26,D265,91,9111,911110,INT
D26,D265,91,9111,911120,INT
D26,D265,91,9111,911180,INT
D26,D265,91,9112,911220,INT
D26,D265,91,9114,911410,INT
D26,D265,91,9114,911430,INT
D26,D265,91,9114,911440,INT
D26,D265,91,9114,911490,INT
D26,D266,90,9018,901811,CAP
D26,D266,90,9018,901812,CAP
D26,D266,90,9018,901813,CAP
D26,D266,90,9018,901814,CAP
D26,D266,90,9018,901819,CAP
D26,D266,90,9018,901820,CAP
D26,D266,90,9021,902140,CONS
D26,D266,90,9021,902150,CONS
D26,D266,90,9021,902190,CONS
D26,D266,90,9022,902212,CAP
D26,D266,90,9022,902213,CAP
D26,D266,90,9022,902214,CAP
D26,D266,90,9022,902219,CAP
D26,D266,90,9022,902221,CAP
D26,D266,90,9022,902229,CAP
D26,D266,90,9022,902230,INT
D26,D266,90,9022,902290,INT
D26,D267,90,9002,900211,INT
D26,D267,90,9005,900510,CONS
D26,D267,90,9005,900580,CAP
D26,D267,90,9005,900590,INT
D26,D267,90,9006,900610,CAP
D26,D267,90,9006,900630,CAP
D26,D267,90,9006,900640,CAP
D26,D267,90,9006,900651,CONS
D26,D267,90,9006,900652,CONS
D26,D267,90,9006,900653,CONS
D26,D267,90,9006,900659,CONS
D26,D267,90,9006,900661,INT
D26,D267,90,9006,900669,INT
D26,D267,90,9006,900691,INT
D26,D267,90,9006,900699,INT
D26,D267,90,9007,900710,CAP
D26,D267,90,9007,900720,CAP
D26,D267,90,9007,900791,INT
D26,D267,90,9007,900792,INT
D26,D267,90,9008,900850,CAP
D26,D267,90,9008,900890,INT
D26,D267,90,9010,901010,CAP
D26,D267,90,9010,901050,CAP
D26,D267,90,9010,901060,CAP
D26,D267,90,9010,901090,INT
D26,D267,90,9011,901110,CAP
D26,D267,90,9011,901120,CAP
D26,D267,90,9011,901180,CAP
D26,D267,90,9011,901190,INT
D26,D267,90,9013,901310,CAP
D26,D267,90,9013,901380,CAP
D26,D267,90,9013,901390,INT
D27,D27,63,6301,630110,CONS
D27,D27,73,7321,732111,CONS
D27,D27,73,7321,732112,CONS
D27,D27,73,7321,732119,CONS
D27,D27,73,7321,732181,CONS
D27,D27,73,7321,732182,CONS
D27,D27,73,7321,732189,CONS
D27,D27,73,7321,732190,INT
D27,D27,73,7322,732290,CAP
D27,D27,84,8414,841451,CONS
D27,D27,84,8414,841460,CONS
D27,D27,84,8418,841810,CONS
D27,D27,84,8418,841821,CONS
D27,D27,84,8418,841829,CONS
D27,D27,84,8418,841830,CONS
D27,D27,84,8418,841840,CONS
D27,D27,84,8419,841911,CAP
