Desci4,HS-2digit,HS-4digit,HS-6digit
D22,40,4013,401320
D22,40,4013,401390
D22,40,4014,401410
D22,40,4014,401490
D22,40,4015,401511
D22,40,4015,401519
D22,40,4015,401590
D22,40,4016,401610
D22,40,4016,401691
D22,40,4016,401692
D22,40,4016,401693
D22,40,4016,401694
D22,40,4016,401695
D22,40,4016,401699
D22,40,4017,401700
D22,59,5904,590410
D22,59,5904,590490
D22,59,5906,590610
D22,59,5906,590691
D22,59,5906,590699
D22,65,6506,650691
D22,85,8547,854720
D22,94,9405,940592
D23,25,2517,251730
D23,25,2518,251820
D23,25,2518,251830
D23,25,2520,252020
D23,25,2522,252210
D23,25,2522,252220
D23,25,2522,252230
D23,25,2523,252310
D23,25,2523,252321
D23,25,2523,252329
D23,25,2523,252330
D23,25,2523,252390
D23,27,2715,271500
D23,38,3801,380110
D23,38,3801,380120
D23,38,3801,380130
D23,38,3801,380190
D23,38,3816,381600
D23,38,3824,382450
D23,68,6801,680100
D23,68,6802,680210
D23,68,6802,680221
D23,68,6802,680223
D23,68,6802,680229
D23,68,6802,680291
D23,68,6802,680292
D23,68,6802,680293
D23,68,6802,680299
D23,68,6803,680300
D23,68,6804,680410
D23,68,6804,680421
D23,68,6804,680422
D23,68,6804,680423
D23,68,6804,680430
D23,68,6805,680510
D23,68,6805,680520
D23,68,6805,680530
D23,68,6806,680610
D23,68,6806,680620
D23,68,6806,680690
D23,68,6807,680710
D23,68,6807,680790
D23,68,6808,680800
D23,68,6809,680911
D23,68,6809,680919
D23,68,6809,680990
D23,68,6810,681011
D23,68,6810,681019
D23,68,6810,681091
D23,68,6810,681099
D23,68,6811,681140
D23,68,6811,681181
D23,68,6811,681182
D23,68,6811,681189
D23,68,6812,681280
D23,68,6812,681291
D23,68,6812,681292
D23,68,6812,681293
D23,68,6812,681299
D23,68,6813,681320
D23,68,6813,681381
D23,68,6813,681389
D23,68,6814,681410
D23,68,6814,681490
D23,68,6815,681510
D23,68,6815,681520
D23,68,6815,681591
D23,68,6815,681599
D23,69,6901,690100
D23,69,6902,690210
D23,69,6902,690220
D23,69,6902,690290
D23,69,6903,690310
D23,69,6903,690320
D23,69,6903,690390
D23,69,6904,690410
D23,69,6904,690490
D23,69,6905,690510
D23,69,6905,690590
D23,69,6906,690600
D23,69,6907,690710
D23,69,6907,690790
D23,69,6908,690810
D23,69,6908,690890
D23,69,6909,690911
D23,69,6909,690912
D23,69,6909,690919
D23,69,6909,690990
D23,69,6910,691010
D23,69,6910,691090
D23,69,6911,691110
D23,69,6911,691190
D23,69,6912,691200
D23,69,6913,691310
D23,69,6913,691390
D23,69,6914,691410
D23,69,6914,691490
D23,70,7001,700100
D23,70,7002,700210
D23,70,7002,700220
D23,70,7002,700231
D23,70,7002,700232
D23,70,7002,700239
D23,70,7003,700312
D23,70,7003,700319
D23,70,7003,700320
D23,70,7003,700330
D23,70,7004,700420
D23,70,7004,700490
D23,70,7005,700510
D23,70,7005,700521
D23,70,7005,700529
D23,70,7005,700530
D23,70,7006,700600
D23,70,7007,700711
D23,70,7007,700719
D23,70,7007,700721
D23,70,7007,700729
D23,70,7008,700800
D23,70,7009,700910
D23,70,7009,700991
D23,70,7009,700992
D23,70,7010,701010
D23,70,7010,701020
D23,70,7010,701090
D23,70,7011,701110
D23,70,7011,701120
D23,70,7011,701190
D23,70,7013,701310
D23,70,7013,701322
D23,70,7013,701328
D23,70,7013,701333
D23,70,7013,701337
D23,70,7013,701341
D23,70,7013,701342
D23,70,7013,701349
D23,70,7013,701391
D23,70,7013,701399
D23,70,7014,701400
D23,70,7015,701510
D23,70,7015,701590
D23,70,7016,701610
D23,70,7016,701690
D23,70,7017,701710
D23,70,7017,701720
D23,70,7017,701790
D23,70,7018,701810
D23,70,7018,701820
D23,70,7018,701890
D23,70,7019,701911
D23,70,7019,701912
D23,70,7019,701919
D23,70,7019,701931
D23,70,7019,701932
D23,70,7019,701939
D23,70,7019,701990
D23,70,7020,702000
D23,71,7104,710410
D23,71,7104,710420
D23,85,8505,850519
D23,85,8546,854610
D23,85,8546,854620
D23,85,8547,854710
D23,94,9405,940591
D26,85,8525,852580
D27,63,6301,630110
D27,73,7321,732111
D27,73,7321,732112
D27,73,7321,732119
D27,73,7321,732181
D27,73,7321,732182
D27,73,7321,732189
D27,73,7321,732190
D27,73,7322,732290
D27,84,8414,841451
D27,84,8414,841460
D27,84,8418,841810
D27,84,8418,841821
D27,84,8418,841829
D27,84,8418,841830
D27,84,8418,841840
D27,84,8419,841911
D27,84,8419,841919
D27,84,8422,842211
D27,84,8450,845011
D27,84,8450,845012
D27,84,8450,845019
D27,84,8451,845121
D27,85,8501,850110
D27,85,8501,850120
D27,85,8501,850131
D27,85,8501,850132
D27,85,8501,850133
D27,85,8501,850134
D27,85,8501,850140
D27,85,8501,850151
D27,85,8501,850152
D27,85,8501,850153
D27,85,8501,850161
D27,85,8501,850162
D27,85,8501,850163
D27,85,8501,850164
D27,85,8502,850211
D27,85,8502,850212
D27,85,8502,850213
D27,85,8502,850220
D27,85,8502,850231
D27,85,8502,850239
D27,85,8502,850240
D27,85,8503,850300
D27,85,8504,850410
D27,85,8504,850421
D27,85,8504,850422
D27,85,8504,850423
D27,85,8504,850431
D27,85,8504,850432
D27,85,8504,850433
D27,85,8504,850434
D27,85,8504,850440
D27,85,8504,850450
D27,85,8504,850490
D27,85,8505,850520
D27,85,8505,850590
D27,85,8506,850610
D27,85,8506,850630
D27,85,8506,850640
D27,85,8506,850650
D27,85,8506,850660
D27,85,8506,850680
D27,85,8506,850690
D27,85,8507,850710
D27,85,8507,850720
D27,85,8507,850730
D27,85,8507,850740
D27,85,8507,850750
D27,85,8507,850760
D27,85,8507,850780
D27,85,8507,850790
D27,85,8508,850811
D27,85,8508,850870
D27,85,8509,850940
D27,85,8509,850980
D27,85,8509,850990
D27,85,8510,851010
D27,85,8510,851020
D27,85,8510,851030
D27,85,8510,851090
D27,85,8512,851210
D27,85,8512,851220
D27,85,8512,851290
D27,85,8513,851310
D27,85,8513,851390
D27,85,8515,851511
D27,85,8515,851519
D27,85,8515,851521
D27,85,8515,851529
D27,85,8515,851531
D27,85,8515,851539
D27,85,8516,851610
D27,85,8516,851621
D27,85,8516,851629
D27,85,8516,851631
D27,85,8516,851632
D27,85,8516,851633
D27,85,8516,851640
D27,85,8516,851650
D27,85,8516,851660
D27,85,8516,851671
D27,85,8516,851672
D27,85,8516,851679
D27,85,8516,851680
D27,85,8516,851690
D27,85,8530,853010
D27,85,8530,853080
D27,85,8530,853090
D27,85,8531,853120
D27,85,8531,853180
D27,85,8531,853190
D27,85,8535,853510
D27,85,8535,853521
D27,85,8535,853529
D27,85,8535,853530
D27,85,8535,853540
D27,85,8535,853590
D27,85,8536,853610
D27,85,8536,853620
D27,85,8536,853630
D27,85,8536,853641
D27,85,8536,853649
D27,85,8536,853650
D27,85,8536,853661
D27,85,8536,853669
D27,85,8536,853690
D27,85,8537,853710
D27,85,8537,853720
D27,85,8538,853810
D27,85,8538,853890
D27,85,8539,853910
D27,85,8539,853921
D27,85,8539,853922
D27,85,8539,853929
D27,85,8539,853931
D27,85,8539,853932
D27,85,8539,853939
D27,85,8539,853941
D27,85,8539,853949
D27,85,8539,853990
D27,85,8543,854310
D27,85,8543,854320
D27,85,8543,854330
D27,85,8543,854370
D27,85,8543,854390
D27,85,8544,854411
D27,85,8544,854419
D27,85,8544,854420
D27,85,8544,854442
D27,85,8544,854449
D27,85,8544,854460
D27,85,8544,854470
D27,85,8545,854511
D27,85,8545,854519
D27,85,8545,854520
D27,85,8545,854590
D27,85,8546,854690
D27,85,8547,854790
D27,85,8548,854890
D27,90,9001,900110
D27,90,9001,900120
D27,90,9001,900130
D27,90,9001,900140
D27,90,9001,900150
D27,90,9001,900190
D27,90,9002,900219
D27,90,9002,900220
D27,90,9002,900290
D27,94,9405,940510
D27,94,9405,940520
D27,94,9405,940530
D27,94,9405,940540
D27,94,9405,940550
D27,94,9405,940560
D27,94,9405,940599
D28,73,7315,731511
D28,73,7315,731512
D28,73,7315,731519
D28,84,8401,840120
D28,84,8405,840510
D28,84,8405,840590
D28,84,8406,840610
D28,84,8406,840681
D28,84,8406,840682
D28,84,8406,840690
D28,84,8407,840721
D28,84,8407,840729
D28,84,8407,840790
D28,84,8408,840810
D28,84,8408,840890
D28,84,8410,841011
D28,84,8410,841012
D28,84,8410,841013
D28,84,8410,841090
D28,84,8411,841181
D28,84,8411,841182
D28,84,8411,841199
D28,84,8412,841221
D28,84,8412,841229
D28,84,8412,841231
D28,84,8412,841239
D28,84,8412,841280
D28,84,8412,841290
D28,84,8413,841311
D28,84,8413,841319
D28,84,8413,841320
D28,84,8413,841330
D28,84,8413,841340
D28,84,8413,841350
D28,84,8413,841360
D28,84,8413,841370
D28,84,8413,841381
D28,84,8413,841382
D28,84,8413,841391
D28,84,8413,841392
D28,84,8414,841410
D28,84,8414,841420
D28,84,8414,841430
D28,84,8414,841440
D28,84,8414,841459
D28,84,8414,841480
D28,84,8414,841490
D28,84,8415,841510
D28,84,8415,841520
D28,84,8415,841581
D28,84,8415,841582
D28,84,8415,841583
D28,84,8415,841590
D28,84,8416,841610
D28,84,8416,841620
D28,84,8416,841630
D28,84,8416,841690
D28,84,8417,841710
D28,84,8417,841720
D28,84,8417,841780
D28,84,8417,841790
D28,84,8418,841850
D28,84,8418,841861
D28,84,8418,841869
D28,84,8418,841891
D28,84,8418,841899
D28,84,8419,841931
D28,84,8419,841932
D28,84,8419,841939
D28,84,8419,841940
D28,84,8419,841950
D28,84,8419,841960
D28,84,8419,841981
D28,84,8419,841989
D28,84,8419,841990
D28,84,8420,842010
D28,84,8420,842091
D28,84,8420,842099
D28,84,8421,842111
D28,84,8421,842112
D28,84,8421,842119
D28,84,8421,842121
D28,84,8421,842122
D28,84,8421,842123
D28,84,8421,842129
D28,84,8421,842131
D28,84,8421,842139
D28,84,8421,842191
D28,84,8421,842199
D28,84,8422,842219
D28,84,8422,842220
D28,84,8422,842230
D28,84,8422,842240
D28,84,8422,842290
D28,84,8423,842310
D28,84,8423,842320
D28,84,8423,842330
D28,84,8423,842381
D28,84,8423,842382
D28,84,8423,842389
D28,84,8423,842390
D28,84,8424,842410
D28,84,8424,842420
D28,84,8424,842430
D28,84,8424,842481
D28,84,8424,842489
D28,84,8424,842490
D28,84,8425,842511
D28,84,8425,842519
D28,84,8425,842531
D28,84,8425,842539
D28,84,8425,842541
D28,84,8425,842542
D28,84,8425,842549
D28,84,8426,842611
D28,84,8426,842612
D28,84,8426,842619
D28,84,8426,842620
D28,84,8426,842630
D28,84,8426,842641
D28,84,8426,842649
D28,84,8426,842691
D28,84,8426,842699
D28,84,8427,842710
D28,84,8427,842720
D28,84,8427,842790
D28,84,8428,842810
D28,84,8428,842820
D28,84,8428,842831
D28,84,8428,842832
D28,84,8428,842833
D28,84,8428,842839
D28,84,8428,842840
D28,84,8428,842860
D28,84,8428,842890
D28,84,8429,842911
D28,84,8429,842919
D28,84,8429,842920
D28,84,8429,842930
D28,84,8429,842940
D28,84,8429,842951
D28,84,8429,842952
D28,84,8429,842959
D28,84,8430,843010
D28,84,8430,843020
D28,84,8430,843031
D28,84,8430,843039
D28,84,8430,843041
D28,84,8430,843049
D28,84,8430,843050
D28,84,8430,843061
D28,84,8430,843069
D28,84,8431,843110
D28,84,8431,843120
D28,84,8431,843131
D28,84,8431,843139
D28,84,8431,843141
D28,84,8431,843142
D28,84,8431,843143
D28,84,8431,843149
D28,84,8432,843210
D28,84,8432,843221
D28,84,8432,843229
D28,84,8432,843230
D28,84,8432,843240
D28,84,8432,843280
D28,84,8432,843290
D28,84,8433,843311
D28,84,8433,843319
D28,84,8433,843320
D28,84,8433,843330
D28,84,8433,843340
D28,84,8433,843351
D28,84,8433,843352
D28,84,8433,843353
D28,84,8433,843359
D28,84,8433,843360
D28,84,8433,843390
D28,84,8434,843410
D28,84,8434,843420
D28,84,8434,843490
D28,84,8435,843510
D28,84,8435,843590
D28,84,8436,843610
D28,84,8436,843621
D28,84,8436,843629
D28,84,8436,843680
D28,84,8436,843691
D28,84,8436,843699
D28,84,8437,843710
D28,84,8437,843780
D28,84,8437,843790
D28,84,8438,843810
D28,84,8438,843820
D28,84,8438,843830
D28,84,8438,843840
D28,84,8438,843850
D28,84,8438,843860
D28,84,8438,843880
D28,84,8438,843890
D28,84,8439,843910
D28,84,8439,843920
D28,84,8439,843930
D28,84,8439,843991
D28,84,8439,843999
D28,84,8440,844010
D28,84,8440,844090
D28,84,8441,844110
D28,84,8441,844120
D28,84,8441,844130
D28,84,8441,844140
D28,84,8441,844180
D28,84,8441,844190
D28,84,8442,844230
D28,84,8442,844240
D28,84,8443,844311
D28,84,8443,844312
D28,84,8443,844313
D28,84,8443,844314
D28,84,8443,844315
D28,84,8443,844316
D28,84,8443,844317
D28,84,8443,844319
D28,84,8443,844332
D28,84,8443,844339
D28,84,8443,844391
D28,84,8443,844399
D28,84,8444,844400
D28,84,8445,844511
D28,84,8445,844512
D28,84,8445,844513
D28,84,8445,844519
D28,84,8445,844520
D28,84,8445,844530
D28,84,8445,844540
D28,84,8445,844590
D28,84,8446,844610
D28,84,8446,844621
D28,84,8446,844629
D28,84,8446,844630
D28,84,8447,844711
D28,84,8447,844712
D28,84,8447,844720
D28,84,8447,844790
D28,84,8448,844811
D28,84,8448,844819
D28,84,8448,844820
D28,84,8448,844831
D28,84,8448,844832
D28,84,8448,844833
D28,84,8448,844839
D28,84,8448,844842
D28,84,8448,844849
D28,84,8448,844851
D28,84,8448,844859
D28,84,8449,844900
D28,84,8450,845020
D28,84,8450,845090
D28,84,8451,845110
D28,84,8451,845129
D28,84,8451,845130
D28,84,8451,845140
D28,84,8451,845150
D28,84,8451,845180
D28,84,8451,845190
D28,84,8452,845210
D28,84,8452,845221
D28,84,8452,845229
D28,84,8452,845230
D28,84,8452,845290
D28,84,8453,845310
D28,84,8453,845320
D28,84,8453,845380
D28,84,8453,845390
D28,84,8454,845410
D28,84,8454,845420
D28,84,8454,845430
D28,84,8454,845490
D28,84,8455,845510
D28,84,8455,845521
D28,84,8455,845522
D28,84,8455,845530
D28,84,8455,845590
D28,84,8456,845610
D28,84,8456,845620
D28,84,8456,845630
D28,84,8456,845690
D28,84,8457,845710
D28,84,8457,845720
D28,84,8457,845730
D28,84,8458,845811
D28,84,8458,845819
D28,84,8458,845891
D28,84,8458,845899
D28,84,8459,845910
D28,84,8459,845921
D28,84,8459,845929
D28,84,8459,845931
D28,84,8459,845939
D28,84,8459,845940
D28,84,8459,845951
D28,84,8459,845959
D28,84,8459,845961
D28,84,8459,845969
D28,84,8459,845970
D28,84,8460,846011
D28,84,8460,846019
D28,84,8460,846021
D28,84,8460,846029
D28,84,8460,846031
D28,84,8460,846039
D28,84,8460,846040
D28,84,8460,846090
D28,84,8461,846120
D28,84,8461,846130
D28,84,8461,846140
D28,84,8461,846150
D28,84,8461,846190
D28,84,8462,846210
D28,84,8462,846221
D28,84,8462,846229
D28,84,8462,846231
D28,84,8462,846239
D28,84,8462,846241
D28,84,8462,846249
D28,84,8462,846291
D28,84,8462,846299
D28,84,8463,846310
D28,84,8463,846320
D28,84,8463,846330
D28,84,8463,846390
D28,84,8464,846410
D28,84,8464,846420
D28,84,8464,846490
D28,84,8465,846510
D28,84,8465,846591
D28,84,8465,846592
D28,84,8465,846593
D28,84,8465,846594
D28,84,8465,846595
D28,84,8465,846596
D28,84,8465,846599
D28,84,8466,846610
D28,84,8466,846620
D28,84,8466,846630
D28,84,8466,846691
D28,84,8466,846692
D28,84,8466,846693
D28,84,8466,846694
D28,84,8467,846711
D28,84,8467,846719
D28,84,8467,846721
D28,84,8467,846722
D28,84,8467,846729
D28,84,8467,846781
D28,84,8467,846789
D28,84,8467,846791
D28,84,8467,846792
D28,84,8467,846799
D28,84,8468,846810
D28,84,8468,846820
D28,84,8468,846880
D28,84,8468,846890
D28,84,8469,846900
D28,84,8470,847010
D28,84,8470,847021
D28,84,8470,847029
D28,84,8470,847030
D28,84,8470,847050
D28,84,8470,847090
D28,84,8472,847210
D28,84,8472,847230
D28,84,8472,847290
D28,84,8473,847310
D28,84,8473,847321
D28,84,8473,847329
D28,84,8473,847340
D28,84,8474,847410
D28,84,8474,847420
D28,84,8474,847431
D28,84,8474,847432
D28,84,8474,847439
D28,84,8474,847480
D28,84,8474,847490
D28,84,8475,847510
D28,84,8475,847521
D28,84,8475,847529
D28,84,8475,847590
D28,84,8476,847621
D28,84,8476,847629
D28,84,8476,847681
D28,84,8476,847689
D28,84,8476,847690
D28,84,8477,847710
D28,84,8477,847720
D28,84,8477,847730
D28,84,8477,847740
D28,84,8477,847751
D28,84,8477,847759
D28,84,8477,847780
D28,84,8477,847790
D28,84,8478,847810
D28,84,8478,847890
D28,84,8479,847910
D28,84,8479,847920
D28,84,8479,847930
D28,84,8479,847940
D28,84,8479,847950
D28,84,8479,847960
D28,84,8479,847971
D28,84,8479,847979
D28,84,8479,847981
D28,84,8479,847982
D28,84,8479,847989
D28,84,8479,847990
D28,84,8481,848110
D28,84,8481,848120
D28,84,8481,848130
D28,84,8481,848140
D28,84,8481,848180
D28,84,8481,848190
D28,84,8482,848210
D28,84,8482,848220
D28,84,8482,848230
D28,84,8482,848240
D28,84,8482,848250
D28,84,8482,848280
D28,84,8482,848291
D28,84,8482,848299
D28,84,8483,848310
D28,84,8483,848320
D28,84,8483,848330
D28,84,8483,848340
D28,84,8483,848350
D28,84,8483,848360
D28,84,8483,848390
D28,84,8484,848410
D28,84,8484,848420
D28,84,8484,848490
D28,84,8486,848610
D28,84,8486,848620
D28,84,8486,848630
D28,84,8486,848640
D28,84,8486,848690
D28,84,8487,848790
D28,85,8508,850819
D28,85,8508,850860
D28,85,8514,851410
D28,85,8514,851420
D28,85,8514,851430
D28,85,8514,851440
D28,85,8514,851490
D28,85,8515,851580
D28,85,8515,851590
D28,87,8701,870110
D28,87,8701,870130
D28,87,8701,870190
D28,87,8704,870410
D28,87,8709,870911
D28,87,8709,870919
D28,87,8709,870990
D28,87,8716,871620
D28,88,8805,880510
D28,88,8805,880521
D28,88,8805,880529
D28,95,9508,950810
D28,95,9508,950890
D29,84,8407,840731
D29,84,8407,840732
D29,84,8407,840733
D29,84,8407,840734
D29,84,8408,840820
D29,84,8409,840991
D29,84,8409,840999
D29,85,8511,851110
D29,85,8511,851120
D29,85,8511,851130
D29,85,8511,851140
D29,85,8511,851150
D29,85,8511,851180
D29,85,8511,851190
D29,85,8512,851230
D29,85,8512,851240
D29,85,8544,854430
D29,86,8609,860900
D29,87,8701,870120
D29,87,8702,870210
D29,87,8702,870290
D29,87,8703,870310
D29,87,8703,870321
D29,87,8703,870322
D29,87,8703,870323
D29,87,8703,870324
D29,87,8703,870331
D29,87,8703,870332
D29,87,8703,870333
D29,87,8703,870390
D29,87,8704,870421
D29,87,8704,870422
D29,87,8704,870423
D29,87,8704,870431
D29,87,8704,870432
D29,87,8704,870490
D29,87,8705,870510
D29,87,8705,870520
D29,87,8705,870530
D29,87,8705,870540
D29,87,8705,870590
D29,87,8706,870600
D29,87,8707,870710
D29,87,8707,870790
D29,87,8708,870810
D29,87,8708,870821
D29,87,8708,870829
D29,87,8708,870830
D29,87,8708,870840
D29,87,8708,870850
D29,87,8708,870870
D29,87,8708,870880
D29,87,8708,870891
D29,87,8708,870892
D29,87,8708,870893
D29,87,8708,870894
D29,87,8708,870895
D29,87,8708,870899
D29,87,8716,871610
D29,87,8716,871631
D29,87,8716,871639
D29,87,8716,871640
D29,87,8716,871690
D29,94,9401,940120
D31,94,9401,940130
D31,94,9401,940140
D31,94,9401,940151
D31,94,9401,940159
D31,94,9401,940161
D31,94,9401,940169
D31,94,9401,940171
D31,94,9401,940179
D31,94,9401,940180
D31,94,9401,940190
D31,94,9403,940310
D31,94,9403,940320
D31,94,9403,940330
D31,94,9403,940340
D31,94,9403,940350
D31,94,9403,940360
D31,94,9403,940370
D31,94,9403,940381
D31,94,9403,940389
D31,94,9403,940390
D31,94,9404,940410
D31,94,9404,940421
D31,94,9404,940429
D31,96,9610,961000
D35,27,2705,270500
D35,27,2716,271600
D35,28,2844,284450
D38,26,2621,262110
D38,26,2621,262190
D38,40,4003,400300
D38,63,6310,631010
D58,85,8523,852329
D58,85,8523,852341
D58,85,8523,852349
D59,37,3706,370610
D59,37,3706,370690
D59,49,4904,490400
D59,85,8523,852380
