Exp or Imp,Year,Custom,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apl,Quantity2-Apl,Value-Apl,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,1994,605,'440200090',118,,MT,0,3,2687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1994,605,'440710320',106,,CM,0,0,1417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1417
2,1994,605,'440799500',105,,CM,0,1,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1994,605,'440799500',304,,CM,0,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,0,0,0,0,0,0
2,1994,605,'440799500',601,,CM,0,26,7496,0,0,0,0,12,3449,0,14,4047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1994,605,'440920340',304,,CM,0,100,2426,0,72,1029,0,28,1397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1994,605,'441010010',111,,CM,0,1,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,820
2,1994,605,'441010010',213,,CM,0,32,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,670
2,1994,605,'441229010',304,,CM,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0
2,1994,605,'441299010',304,,CM,0,4,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,766
2,1994,605,'441400000',205,,KG,0,2182,2110,0,0,0,0,0,0,0,0,0,0,1210,893,0,0,0,0,0,0,0,805,555,0,167,662,0,0,0,0,0,0,0,0,0,0,0,0
2,1994,605,'441400000',215,,KG,0,175,773,0,0,0,0,175,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1994,605,'441400000',304,,KG,0,270,1459,0,135,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,1115,0,0,0,0,0,0,0,0,0
2,1994,605,'441510000',105,,KG,0,788,1192,0,0,0,0,0,0,0,0,0,0,788,1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1994,605,'441700010',210,,KG,0,80,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,484,0,0,0
2,1994,605,'441700020',111,,KG,0,85,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1994,605,'441700020',220,,KG,0,299,1307,0,0,0,0,159,702,0,0,0,0,77,385,0,0,0,0,0,0,0,63,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
