Exp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apl,Quantity2-Apl,Value-Apl,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2007,'720110010',103,,KG,0,1900000,30018,0,950000,13820,0,0,0,0,0,0,0,0,0,0,0,0,0,950000,16198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2007,'720110010',105,,KG,0,1191500,57866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191500,57866,0,0,0,0,0,0,0,0,0
2,2007,'720110010',410,,KG,0,6881000,373328,0,200000,9156,0,300000,13942,0,300000,13757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,5703,0,5981000,330770,0,0,0,0,0,0
2,2007,'720110010',551,,KG,0,21996139,1079140,0,5000000,245000,0,0,0,0,0,0,0,4996139,226805,0,3000000,145770,0,0,0,0,6000000,307710,0,0,0,0,3000000,153855,0,0,0,0,0,0,0,0,0
2,2007,'720110091',103,,KG,0,45000000,1923686,0,0,0,0,1700000,67490,0,1600000,62720,0,1700000,67490,0,1700000,67490,0,3300000,135010,0,3300000,143310,0,1700000,72590,0,1700000,72590,0,3300000,146710,0,13300000,577778,0,11700000,510508
2,2007,'720110091',105,,KG,0,143319020,6339418,0,59461660,2557509,0,24391000,1066811,0,24323000,1039710,0,9532000,431204,0,5137000,246411,0,0,0,0,9191000,453978,0,5500000,266101,0,5783360,277694,0,0,0,0,0,0,0,0,0
2,2007,'720110091',106,,KG,0,6600000,170477,0,0,0,0,0,0,0,0,0,0,3300000,83364,0,0,0,0,3300000,87113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2007,'720110091',110,,KG,0,2652520,100525,0,514950,18558,0,1002650,37698,0,125000,4808,0,1009920,39461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2007,'720110091',123,,KG,0,373131430,16332398,0,97198930,3986902,0,17794500,768612,0,45915000,1914751,0,65881000,2845301,0,55466000,2481900,0,4269000,185011,0,46897000,2260059,0,21510000,998902,0,0,0,0,18200000,890960,0,0,0,0,0,0
2,2007,'720110091',224,,KG,0,338679534,15872914,0,28882000,1213873,0,20450500,873739,0,9604500,402918,0,4999500,229376,0,15015500,695352,0,53679234,2627936,0,24007500,1176039,0,54269500,2567545,0,54937000,2554064,0,24895500,1179735,0,35317300,1732226,0,12621500,620111
