Exp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apl,Quantity2-Apl,Value-Apl,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2000,'280110000',304,,KG,0,6819,14096,0,0,0,0,0,0,0,0,0,0,920,1488,0,0,0,0,1380,2689,0,3429,7492,0,0,0,0,0,0,0,0,0,0,0,0,0,1090,2427
2,2000,'280120000',304,,KG,0,74114,140034,0,36000,63643,0,0,0,0,18000,33914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,941,0,19914,41536,0,0,0,0,0,0
2,2000,'280120000',409,,KG,0,289250,489910,0,15000,25677,0,55000,98067,0,24000,43181,0,35600,59427,0,51600,85491,0,0,0,0,52000,85998,0,11050,18077,0,2000,3191,0,7000,11227,0,36000,59574,0,0,0
2,2000,'280130000',143,,KG,0,5538700,704437,0,791550,104480,0,306580,40468,0,322100,40582,0,549740,69264,0,359670,45316,0,602320,75888,0,454550,57271,0,280100,35291,0,141580,17839,0,116820,14719,0,872110,109882,0,741580,93437
2,2000,'280130000',205,,KG,0,398590,46412,0,98280,11192,0,76970,8981,0,0,0,0,0,0,0,13830,1612,0,83630,9835,0,69950,8103,0,0,0,0,13870,1614,0,14040,1662,0,0,0,0,28020,3413
2,2000,'280130000',304,,KG,0,37,6808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,6808,0,0,0,0,0,0,0,0,0
2,2000,'280200000',103,,KG,0,1161000,39760,0,96000,3384,0,112000,3928,0,80000,2840,0,131000,3702,0,80000,2800,0,96000,3384,0,112000,3928,0,96000,3424,0,80000,2800,0,107000,3649,0,91000,3193,0,80000,2728
2,2000,'280200000',210,,KG,0,110076,31873,0,14300,4078,0,0,0,0,9134,2528,0,2646,731,0,9152,2576,0,20552,5832,0,5252,1571,0,2636,840,0,17216,5424,0,5048,1720,0,3132,628,0,21008,5945
2,2000,'280200000',213,,KG,0,5250,1639,0,750,234,0,0,0,0,0,0,0,0,0,0,1500,469,0,0,0,0,0,0,0,1500,468,0,0,0,0,750,234,0,750,234,0,0,0
2,2000,'280200000',304,,KG,0,21504,2662,0,0,0,0,0,0,0,0,0,0,0,0,0,2943,231,0,0,0,0,0,0,0,2943,229,0,22,385,0,15596,1537,0,0,280,0,0,0
2,2000,'280300000',103,,KG,0,20807505,1245015,0,1662054,95799,0,1264460,74240,0,1892220,103670,0,2119790,129065,0,2231421,129068,0,1107150,69388,0,2133540,124584,0,2169280,131222,0,1086440,65664,0,2110950,131487,0,1892640,114873,0,1137560,75955
2,2000,'280300000',105,,KG,0,1110440,66330,0,159800,6733,0,33880,4594,0,117760,7160,0,128000,8675,0,72000,3005,0,92000,4458,0,72000,2960,0,78000,4015,0,84000,5014,0,107000,10081,0,82000,4400,0,84000,5235
