Exp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apl,Quantity2-Apl,Value-Apl,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,1992,'160100000',105,,KG,0,11546,6060,0,0,0,0,0,0,0,0,0,0,2288,1569,0,3268,2463,0,0,0,0,0,0,0,3811,708,0,0,0,0,0,0,0,0,0,0,2179,1320
2,1992,'160100000',106,,KG,0,560951,266949,0,56654,25955,0,156000,71914,0,175485,83716,0,117000,56880,0,19305,9394,0,0,0,0,9985,4518,0,6000,3356,0,9000,4999,0,0,0,0,5522,2901,0,6000,3316
2,1992,'160100000',203,,KG,0,1050,521,0,0,0,0,0,0,0,1050,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1992,'160100000',204,,KG,0,700632,343749,0,158225,77707,0,56116,27442,0,43823,21500,0,103205,51326,0,35720,16615,0,45683,20798,0,64371,31113,0,10698,5109,0,14920,6493,0,77195,39752,0,54094,28636,0,36582,17258
2,1992,'160100000',205,,KG,0,11893,7233,0,0,0,0,11893,7233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1992,'160100000',207,,KG,0,127093,106376,0,16864,13540,0,0,0,0,4932,4574,0,10034,9440,0,0,0,0,16560,14681,0,0,0,0,22693,18086,0,477,333,0,15307,14475,0,39515,30398,0,711,849
2,1992,'160100000',210,,KG,0,2364,4592,0,0,0,0,72,201,0,0,0,0,0,0,0,0,0,0,0,0,0,886,1336,0,0,0,0,0,0,0,0,0,0,914,2014,0,492,1041
2,1992,'160100000',213,,KG,0,100319,88105,0,6424,6069,0,263,356,0,22094,16644,0,2779,2702,0,5941,6837,0,468,689,0,18428,11734,0,8519,8534,0,10059,11908,0,11844,10718,0,7161,6430,0,6339,5484
2,1992,'160100000',215,,KG,0,7448,13125,0,0,0,0,2516,3983,0,0,0,0,403,585,0,607,1189,0,190,427,0,0,0,0,507,830,0,463,750,0,2418,4759,0,344,602,0,0,0
2,1992,'160100000',225,,KG,0,90,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,225,0,0,0,0,0,0,0,0,0,0,0,0
2,1992,'160100000',227,,KG,0,925,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,300,455,0,0,0,0,0,0,0,0,0,0,300,422,0,325,447,0,0,0,0,0,0
2,1992,'160100000',302,,KG,0,12078,12788,0,614,951,0,699,982,0,1195,1146,0,1999,1719,0,613,966,0,0,0,0,888,928,0,2036,1900,0,1390,1600,0,1111,959,0,667,842,0,866,795
2,1992,'160100000',304,,KG,0,2689990,1510782,0,221751,114600,0,192344,97537,0,168171,108230,0,237257,139737,0,251063,156003,0,163879,106297,0,181137,125835,0,255953,139192,0,266803,135279,0,269654,151831,0,171666,99739,0,310312,136502
2,1992,'160100000',410,,KG,0,16505,5738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7161,2736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9344,3002
