Exp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apl,Quantity2-Apl,Value-Apl,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2006,'847110000',103,,NO,0,220,1151930,0,1,6341,0,18,791002,0,5,29042,0,8,6856,0,11,67216,0,2,3070,0,8,50728,0,14,36947,0,45,135415,0,7,15315,0,101,9998,0,0,0
2,2006,'847110000',105,,NO,0,1309,83529,0,8,669,0,500,41558,0,1,410,0,500,39370,0,0,0,0,0,0,0,0,0,0,0,0,0,300,1522,0,0,0,0,0,0,0,0,0
2,2006,'847110000',106,,NO,0,74,9832,0,0,0,0,1,304,0,0,0,0,29,4123,0,0,0,0,0,0,0,2,265,0,3,295,0,3,1574,0,1,441,0,0,0,0,35,2830
2,2006,'847110000',111,,NO,0,4,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,327,0,0,0,0,0,0,0,0,0,0,0,0,0,2,312
2,2006,'847110000',203,,NO,0,7,1824,0,5,1232,0,1,318,0,0,0,0,0,0,0,0,0,0,1,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2006,'847110000',204,,NO,0,5,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2006,'847110000',205,,NO,0,5,32874,0,1,561,0,1,31134,0,1,562,0,0,0,0,0,0,0,2,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2006,'847110000',206,,NO,0,8,1520,0,0,0,0,1,221,0,0,0,0,0,0,0,1,207,0,3,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,654
2,2006,'847110000',207,,NO,0,1,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,329,0,0,0,0,0,0
2,2006,'847110000',208,,NO,0,5,2139,0,3,938,0,0,0,0,1,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,515,0,0,0,0,0,0,0,0,0
2,2006,'847110000',210,,NO,0,2,4131,0,0,0,0,1,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3003,0,0,0,0,0,0,0,0,0
2,2006,'847110000',213,,NO,0,1,2126,0,0,0,0,0,0,0,1,2126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2006,'847110000',215,,NO,0,5,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,623,0,0,0
2,2006,'847110000',220,,NO,0,2,2049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,578,0,0,0,0,1,1471,0,0,0,0,0,0,0,0,0,0,0,0
2,2006,'847110000',302,,NO,0,1,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,926,0,0,0,0,0,0
2,2006,'847110000',304,,NO,0,234,770775,0,16,341741,0,20,181902,0,13,58467,0,3,13956,0,6,106191,0,8,3603,0,10,1788,0,24,25354,0,51,14047,0,64,9850,0,13,6667,0,6,7209
2,2006,'847110000',305,,NO,0,1,433,0,0,0,0,0,0,0,0,0,0,0,0,0,1,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2006,'847110000',601,,NO,0,2,1359,0,0,0,0,0,0,0,0,0,0,1,906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,453
2,2006,'847130000',103,,NO,0,3698,244708,0,906,146740,0,251,8254,0,92,6541,0,216,11462,0,1018,10095,0,68,9372,0,112,4617,0,153,5585,0,323,8261,0,241,11303,0,197,11527,0,121,10951
2,2006,'847130000',105,,NO,0,3878131,425856427,0,334507,37766500,0,340037,37402651,0,455155,51317868,0,422188,48358848,0,289102,30528416,0,348480,36149318,0,293246,33917172,0,297184,31932285,0,320990,35278146,0,284282,30616907,0,254793,27323165,0,238167,25265151
2,2006,'847130000',106,,NO,0,107379,6995709,0,20044,1321164,0,8932,523356,0,12785,1008309,0,16357,707841,0,6237,316029,0,4622,292801,0,6646,410960,0,9363,560037,0,7700,611123,0,5901,614548,0,4818,410786,0,3974,218755
2,2006,'847130000',108,,NO,0,2821,86558,0,1147,11907,0,578,16817,0,228,11688,0,71,3724,0,6,2400,0,1,291,0,362,14592,0,110,4656,0,141,3789,0,64,4266,0,62,3896,0,51,8532
2,2006,'847130000',110,,NO,0,3,1796,0,0,0,0,1,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,505,0,0,0,0,0,0,0,0,0
2,2006,'847130000',111,,NO,0,43,4714,0,2,615,0,8,1271,0,0,0,0,1,233,0,8,499,0,0,0,0,6,695,0,1,218,0,15,622,0,1,356,0,1,205,0,0,0
2,2006,'847130000',112,,NO,0,1615,160641,0,317,18302,0,53,2963,0,106,7331,0,257,47203,0,219,12542,0,64,9090,0,143,17108,0,109,13023,0,28,5354,0,131,12941,0,103,7605,0,85,7179
2,2006,'847130000',113,,NO,0,5653,160492,0,823,24092,0,52,13589,0,65,15347,0,80,31583,0,23,4136,0,21,6077,0,753,8132,0,1368,16948,0,2152,15912,0,62,4027,0,126,16019,0,128,4630
