Exp or Imp,Year,Custom,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apl,Quantity2-Apl,Value-Apl,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,1994,502,'160100000',601,,KG,0,1001,607,0,0,0,0,0,0,0,1001,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1994,502,'160250500',302,,KG,0,142,331,0,0,0,0,142,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1994,502,'160250500',304,,KG,0,7688,28764,0,566,2419,0,566,2403,0,0,0,0,566,2265,0,0,0,0,566,2249,0,789,2970,0,1133,4299,0,567,2074,0,0,0,0,566,2112,0,2369,7973
2,1994,502,'160250500',601,,KG,0,1201,3099,0,0,0,0,500,1302,0,0,0,0,0,0,0,401,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,300,769,0,0,0,0,0,0
2,1994,502,'160290290',106,,KG,0,150,1275,0,150,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1994,502,'160416000',105,,KG,0,1000,613,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1994,502,'160419090',103,,KG,0,140,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1994,502,'160420020',410,,KG,0,600,6997,0,0,0,0,300,3757,0,0,0,0,0,0,0,300,3240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1994,502,'160430090',601,,KG,0,5,290,0,0,0,0,0,0,0,5,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1994,502,'160520019',106,,KG,0,500,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,989,0,0,0,0,0,0,0,0,0
2,1994,502,'160590219',103,,KG,0,720,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,723,0,0,0,0,0,0,0,0,0,0,0,0
2,1994,502,'160590299',606,,KG,0,132,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,397
2,1994,502,'170220200',302,,KG,0,450,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1994,502,'170220200',304,,KG,0,282,582,0,0,0,0,0,0,0,0,0,0,0,0,0,282,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1994,502,'170290290',210,,KG,0,248,687,0,0,0,0,152,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,298
2,1994,502,'180631000',304,,KG,0,909,3008,0,0,0,0,202,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,299,0,0,0,0,540,1711,0,82,269,0,0,0
2,1994,502,'180631000',601,,KG,0,494,764,0,255,299,0,0,0,0,239,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1994,502,'180632100',205,,KG,0,96,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,456,0,0,0,0,0,0
2,1994,502,'180632100',210,,KG,0,251,704,0,146,443,0,105,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1994,502,'180632100',601,,KG,0,2725,3625,0,0,0,0,0,0,0,0,0,0,0,0,0,471,519,0,0,0,0,0,0,0,0,0,0,0,0,0,445,864,0,0,0,0,1809,2242
2,1994,502,'180632100',606,,KG,0,705,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,689
2,1994,502,'180690100',304,,KG,0,162,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,529
2,1994,502,'180690100',601,,KG,0,225,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1994,502,'190120110',215,,KG,0,5000,2602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1173,0,3000,1429,0,0,0,0,0,0,0,0,0
2,1994,502,'190190323',601,,KG,0,1250,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1994,502,'190300000',410,,KG,0,21500,10560,0,0,0,0,21500,10560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1994,502,'190590312',123,,KG,0,1089,708,0,0,0,0,0,0,0,0,0,0,1089,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
