Exp or Imp,Year,Custom,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apl,Quantity2-Apl,Value-Apl,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,1988,200,'720110099',105,,MT,0,1534,27286,0,516,9116,0,0,0,0,0,0,0,1018,18170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,200,'720211000',105,,MT,0,380,19024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,19024,0,0,0,0,0,0,0,0,0
2,1988,200,'720211000',205,,MT,0,967,36426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967,36426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,200,'720221000',105,,MT,0,36424,4012947,0,1279,86587,0,1387,103962,0,976,74112,0,1463,119131,0,1096,91473,0,2259,216990,0,2590,275128,0,5910,701004,0,4566,561061,0,2249,274575,0,5652,677701,0,6997,831223
2,1988,200,'720221000',106,,MT,0,212,31233,0,0,0,0,0,0,0,38,5362,0,38,5026,0,38,5284,0,0,0,0,38,5415,0,19,3573,0,0,0,0,0,0,0,27,4477,0,14,2096
2,1988,200,'720221000',117,,MT,0,198,21122,0,0,0,0,0,0,0,0,0,0,0,0,0,144,13856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,7266
2,1988,200,'720221000',202,,MT,0,323,41726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,8252,0,64,8408,0,195,25066,0,0,0
2,1988,200,'720221000',205,,MT,0,435,41807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,41807,0,0,0,0,0,0
2,1988,200,'720221000',210,,MT,0,134,20484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,6217,0,19,3108,0,18,3043,0,58,8116
2,1988,200,'720221000',222,,MT,0,130,16768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,16768,0,0,0,0,0,0,0,0,0
2,1988,200,'720221000',302,,MT,0,384,46386,0,0,0,0,35,3186,0,52,4829,0,35,3163,0,0,0,0,35,4151,0,35,4401,0,70,9331,0,0,0,0,52,7807,0,35,4699,0,35,4819
2,1988,200,'720221000',304,,MT,0,993,141183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,34770,0,529,76043,0,224,30370,0,0,0
2,1988,200,'720221000',409,,MT,0,120,13494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,13494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,200,'720221000',506,,MT,0,400,32237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,15972,0,200,16265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,200,'720229000',105,,MT,0,42,9376,0,0,0,0,0,0,0,0,0,0,22,4943,0,20,4433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,200,'720229000',106,,MT,0,34,3059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2628,0,5,431
2,1988,200,'720229000',213,,MT,0,84,6114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,6114,0,0,0,0,0,0
2,1988,200,'720229000',224,,MT,0,121,7606,0,0,0,0,0,0,0,0,0,0,61,3511,0,0,0,0,0,0,0,60,4095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,200,'720230000',105,,MT,0,7094,462836,0,800,41297,0,0,0,0,0,0,0,300,16071,0,0,0,0,0,0,0,0,0,0,135,9066,0,565,33570,0,1169,75562,0,2513,166674,0,1612,120596
2,1988,200,'720230000',218,,MT,0,60,6944,0,0,0,0,0,0,0,0,0,0,20,2077,0,0,0,0,0,0,0,20,2447,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2420
2,1988,200,'720230000',302,,MT,0,3,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,560,0,0,0,0,0,0
2,1988,200,'720241000',105,,MT,0,3037,292876,0,295,21943,0,200,14417,0,0,0,0,478,42485,0,454,41310,0,1047,109181,0,182,19327,0,0,0,0,49,5616,0,3,624,0,230,27178,0,99,10795
2,1988,200,'720241000',117,,MT,0,1314,136858,0,0,0,0,0,0,0,0,0,0,200,19813,0,0,0,0,0,0,0,0,0,0,1114,117045,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,200,'720241000',218,,MT,0,63,8210,0,21,2468,0,0,0,0,0,0,0,0,0,0,21,2700,0,0,0,0,0,0,0,21,3042,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,200,'720249000',105,,MT,0,50,8082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,8082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,200,'720249000',549,,MT,0,226,37363,0,0,0,0,115,18632,0,7,1196,0,52,8798,0,52,8737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,200,'720249000',551,,MT,0,880,141775,0,216,30599,0,18,2960,0,0,0,0,34,5604,0,180,22915,0,0,0,0,0,0,0,72,9000,0,72,8929,0,72,8965,0,126,30156,0,90,22647
2,1988,200,'720260000',323,,MT,0,1888,1154149,0,248,91229,0,253,94396,0,0,0,0,0,0,0,562,349664,0,0,0,0,261,195470,0,180,191908,0,0,0,0,384,231482,0,0,0,0,0,0
2,1988,200,'720260000',333,,MT,0,467,251727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,120106,0,240,131621
2,1988,200,'720260000',401,,MT,0,1003,526555,0,0,0,0,0,0,0,249,104692,0,0,0,0,240,95311,0,0,0,0,0,0,0,0,0,0,266,193170,0,0,0,0,0,0,0,248,133382
2,1988,200,'720260000',618,,MT,0,4248,1605584,0,733,150003,0,604,144245,0,0,0,0,447,134635,0,611,202938,0,0,0,0,697,405308,0,0,0,0,539,301311,0,0,0,0,617,267144,0,0,0
2,1988,200,'720270000',105,,MT,0,152,105073,0,0,0,0,0,0,0,0,0,0,17,10498,0,0,0,0,0,0,0,17,10904,0,10,6941,0,48,35028,0,0,0,0,60,41702,0,0,0
2,1988,200,'720270000',207,,MT,0,10,7963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7963
2,1988,200,'720270000',208,,MT,0,17,12956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12956,0,0,0,0,0,0
2,1988,200,'720270000',213,,MT,0,2,1408,0,0,0,0,0,0,0,0,0,0,2,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,200,'720270000',225,,MT,0,249,192333,0,20,13717,0,17,12282,0,34,24444,0,0,0,0,51,38433,0,3,2127,0,17,13130,0,17,13443,0,34,30087,0,0,0,0,22,18102,0,34,26568
2,1988,200,'720270000',304,,MT,0,60,46344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7957,0,0,0,0,34,26069,0,0,0,0,0,0,0,0,0,0,17,12318
2,1988,200,'720270000',409,,MT,0,160,108476,0,0,0,0,16,10486,0,0,0,0,118,77770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8379,0,0,0,0,16,11841
2,1988,200,'720280010',105,,MT,0,132,80381,0,22,12964,0,1,690,0,0,0,0,22,11797,0,0,0,0,46,29443,0,5,3120,0,2,1952,0,19,11961,0,5,2908,0,5,2732,0,5,2814
2,1988,200,'720280010',213,,MT,0,2,1508,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,200,'720280010',215,,MT,0,10,5772,0,0,0,0,10,5772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,200,'720280010',225,,MT,0,3,2414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2414,0,0,0,0,0,0,0,0,0
2,1988,200,'720291000',205,,MT,0,118,73297,0,4,1491,0,0,0,0,0,0,0,2,840,0,4,2055,0,18,8676,0,18,12539,0,36,23553,0,18,12436,0,0,0,0,18,11707,0,0,0
2,1988,200,'720291000',220,,MT,0,40,29652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15027,0,20,14625
2,1988,200,'720292000',213,,MT,0,35,57284,0,0,0,0,17,26313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30971,0,0,0
2,1988,200,'720292000',225,,MT,0,97,198847,0,3,4191,0,5,4954,0,4,3984,0,12,22055,0,5,7295,0,0,0,0,0,0,0,0,0,0,39,76771,0,7,17352,0,5,11903,0,17,50342
2,1988,200,'720292000',304,,MT,0,17,28557,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,200,'720293000',213,,MT,0,1,2338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,200,'720293000',410,,MT,0,1137,1076810,0,84,75029,0,146,133104,0,51,50590,0,327,301383,0,60,52798,0,34,30614,0,25,23663,0,1,938,0,88,89942,0,75,78195,0,6,6124,0,240,234430
2,1988,200,'720299010',105,,MT,0,1277,52514,0,50,2101,0,300,10928,0,0,0,0,31,1099,0,35,1227,0,245,10409,0,210,8801,0,0,0,0,347,15280,0,59,2669,0,0,0,0,0,0
2,1988,200,'720299010',205,,MT,0,18,1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1137
2,1988,200,'720299010',209,,MT,0,593,27402,0,0,0,0,0,0,0,0,0,0,0,0,0,193,8276,0,0,0,0,0,0,0,302,14575,0,0,0,0,0,0,0,0,0,0,98,4551
2,1988,200,'720299010',213,,MT,0,147,6701,0,0,0,0,0,0,0,0,0,0,0,0,0,71,3130,0,0,0,0,76,3571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,200,'720299010',304,,MT,0,534,30028,0,337,16942,0,19,2128,0,0,0,0,89,5243,0,17,821,0,53,2472,0,0,0,0,0,0,0,19,2422,0,0,0,0,0,0,0,0,0
2,1988,200,'720299090',105,,MT,0,583,130343,0,109,24099,0,37,8488,0,39,8864,0,0,0,0,42,9320,0,55,12268,0,69,13305,0,22,5225,0,80,19218,0,57,13318,0,65,14511,0,8,1727
2,1988,200,'720299090',106,,MT,0,154,24116,0,0,0,0,19,2988,0,58,8977,0,19,3024,0,39,6049,0,0,0,0,19,3078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,200,'720299090',210,,MT,0,1001,197460,0,86,14566,0,52,13305,0,35,6025,0,122,23881,0,17,3202,0,69,12711,0,124,27476,0,169,32608,0,53,9782,0,130,26151,0,87,16057,0,57,11696
2,1988,200,'720299090',213,,MT,0,349,70720,0,17,2872,0,54,11200,0,0,0,0,17,3078,0,35,6588,0,17,3078,0,20,5831,0,68,12790,0,0,0,0,34,6686,0,35,7627,0,52,10970
2,1988,200,'720299090',220,,MT,0,300,55867,0,0,0,0,0,0,0,20,3588,0,60,10594,0,40,6989,0,0,0,0,60,11384,0,20,3620,0,40,8213,0,20,3996,0,0,0,0,40,7483
2,1988,200,'720299090',304,,MT,0,458,78577,0,0,0,0,16,2742,0,16,2734,0,16,2687,0,16,2655,0,32,5327,0,48,8210,0,48,8921,0,48,9081,0,72,12453,0,73,12050,0,73,11717
2,1988,200,'720299090',410,,MT,0,1404,192955,0,16,2413,0,48,6910,0,0,0,0,649,83298,0,0,0,0,0,0,0,0,0,0,603,83712,0,0,0,0,48,9325,0,0,0,0,40,7297
2,1988,200,'720421000',103,,MT,0,550,24739,0,68,2401,0,13,473,0,65,3742,0,78,3322,0,15,681,0,75,3361,0,26,1172,0,32,1414,0,47,2059,0,45,2064,0,57,2668,0,29,1382
2,1988,200,'720421000',105,,MT,0,33,5958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5958,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,200,'720421000',106,,MT,0,158,26551,0,0,0,0,0,0,0,0,0,0,29,5199,0,35,6241,0,0,0,0,20,2677,0,0,0,0,40,6520,0,0,0,0,34,5914,0,0,0
2,1988,200,'720421000',108,,MT,0,2650,428171,0,369,39913,0,96,10878,0,48,5578,0,235,34603,0,341,52967,0,132,26176,0,88,16045,0,102,18224,0,365,74226,0,259,48482,0,319,54016,0,296,47063
2,1988,200,'720421000',112,,MT,0,419,70261,0,18,2019,0,15,1697,0,0,0,0,46,6693,0,143,24332,0,65,11478,0,0,0,0,0,0,0,51,9446,0,67,12446,0,0,0,0,14,2150
2,1988,200,'720421000',117,,MT,0,13,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,445,0,8,788
2,1988,200,'720421000',118,,MT,0,334,45611,0,0,0,0,0,0,0,29,2071,0,0,0,0,18,1492,0,29,4478,0,12,1502,0,32,4062,0,0,0,0,45,7092,0,65,9395,0,104,15519
2,1988,200,'720421000',125,,MT,0,97,11565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,11565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,200,'720421000',143,,MT,0,33,6738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4400
2,1988,200,'720421000',205,,MT,0,31,3227,0,31,3227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,200,'720421000',207,,MT,0,25,3977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3977
2,1988,200,'720421000',302,,MT,0,147,19259,0,35,3689,0,0,0,0,69,8199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3146,0,16,2502,0,10,1723
2,1988,200,'720421000',304,,MT,0,8775,1505606,0,458,55391,0,379,49932,0,511,58681,0,969,143742,0,1104,202683,0,1302,259308,0,938,177671,0,293,56630,0,359,70132,0,719,146035,0,592,106102,0,1151,179299
2,1988,200,'720421000',305,,MT,0,508,72889,0,0,0,0,0,0,0,98,11142,0,0,0,0,106,10842,0,36,4209,0,35,4205,0,90,15280,0,71,13563,0,72,13648,0,0,0,0,0,0
2,1988,200,'720421000',541,,MT,0,41,3412,0,41,3412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
