Exp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apl,Quantity2-Apl,Value-Apl,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,1991,'720110010',105,,MT,0,5264,112358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5264,112358,0,0,0,0,0,0,0,0,0
2,1991,'720110010',220,,MT,0,1500,27854,0,0,0,0,1500,27854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1991,'720110010',224,,MT,0,12356,226356,0,0,0,0,3604,63091,0,0,0,0,3352,66216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400,97049
2,1991,'720110010',410,,MT,0,61568,1381990,0,38844,808098,0,451,12000,0,7962,185091,0,0,0,0,0,0,0,6981,176517,0,5223,148500,0,0,0,0,0,0,0,0,0,0,2107,51784,0,0,0
2,1991,'720110010',551,,MT,0,21902,525927,0,0,0,0,0,0,0,3992,96000,0,1839,44151,0,2021,48514,0,0,0,0,3999,96020,0,0,0,0,0,0,0,0,0,0,6059,145434,0,3992,95808
2,1991,'720110091',104,,MT,0,6993,131886,0,0,0,0,0,0,0,0,0,0,378,7932,0,1020,18788,0,0,0,0,0,0,0,1029,19100,0,0,0,0,961,17014,0,0,0,0,3605,69052
2,1991,'720110091',105,,MT,0,445640,9414789,0,14794,285733,0,4823,88382,0,4735,88395,0,5038,102125,0,29094,613453,0,46348,1005269,0,89664,1961582,0,80549,1763540,0,54612,1177697,0,78563,1586963,0,33362,656406,0,4058,85244
2,1991,'720110091',223,,MT,0,25414,504913,0,10000,200880,0,15414,304033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1991,'720110091',224,,MT,0,1615195,31611725,0,215018,4309952,0,119419,2270956,0,222843,4138350,0,170379,3242064,0,83706,1603000,0,70922,1442420,0,96343,1973351,0,107236,2204849,0,184985,3766850,0,117166,2340871,0,192008,3678179,0,35170,640883
2,1991,'720110091',410,,MT,0,410381,8080509,0,79987,1589723,0,48806,933766,0,21280,389454,0,0,0,0,36457,693613,0,0,0,0,35541,731150,0,0,0,0,60335,1207392,0,34018,717782,0,27148,535596,0,66809,1282033
