Exp or Imp,Year,Custom,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apl,Quantity2-Apl,Value-Apl,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2003,101,'390110060',220,,KG,0,600,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,594,0,0,0,0,0,0,0,0,0,0,0,0,0,200,231,0,0,0
2,2003,101,'390110090',304,,KG,0,362,649,0,0,0,0,0,0,0,0,0,0,362,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390190010',304,,KG,0,498,238,0,0,0,0,0,0,0,0,0,0,0,0,0,498,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390210010',106,,KG,0,500,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390210010',111,,KG,0,800,265,0,800,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390210010',205,,KG,0,7550,4819,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1395,0,0,0,0,3750,2420,0,0,0,0,300,233,0,0,0,0,1500,771,0,0,0
2,2003,101,'390210010',210,,KG,0,1000,475,0,0,0,0,0,0,0,1000,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390210010',302,,KG,0,1155,497,0,0,0,0,0,0,0,0,0,0,0,0,0,520,209,0,635,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390210010',304,,KG,0,51140,25759,0,12245,5609,0,4595,2130,0,4007,2702,0,5429,2730,0,12087,5711,0,3817,2248,0,4648,2963,0,0,0,0,4312,1666,0,0,0,0,0,0,0,0,0
2,2003,101,'390210090',205,,KG,0,1400,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390210090',304,,KG,0,45,219,0,0,0,0,45,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390230010',205,,KG,0,1000,520,0,0,0,0,0,0,0,0,0,0,1000,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390230010',304,,KG,0,6078,2699,0,908,491,0,0,0,0,1360,246,0,0,0,0,0,0,0,0,0,0,3810,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390319010',111,,KG,0,3449,1590,0,0,0,0,1500,700,0,0,0,0,0,0,0,0,0,0,500,216,0,799,376,0,650,298,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390319010',205,,KG,0,300,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,220,0,0,0,0,0,0,0,0,0
2,2003,101,'390319010',304,,KG,0,453,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390320010',304,,KG,0,1024,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,422,0,199,222,0,349,372,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390320090',304,,KG,0,410,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390330010',105,,KG,0,2100,1798,0,0,0,0,100,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,755,0,1000,698,0,0,0
2,2003,101,'390330010',111,,KG,0,4736,2461,0,500,242,0,600,295,0,0,0,0,344,241,0,1169,635,0,1648,829,0,0,0,0,0,0,0,0,0,0,475,219,0,0,0,0,0,0
2,2003,101,'390330010',113,,KG,0,500,215,0,0,0,0,0,0,0,0,0,0,0,0,0,500,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390330010',205,,KG,0,504,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,237,0,0,0
2,2003,101,'390330010',218,,KG,0,1000,604,0,0,0,0,1000,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390330010',304,,KG,0,1631,884,0,498,291,0,0,0,0,0,0,0,0,0,0,0,0,0,453,277,0,680,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390390010',304,,KG,0,737,12158,0,43,1106,0,10,341,0,42,1911,0,37,3240,0,0,0,0,38,1687,0,18,1056,0,36,1940,0,15,470,0,0,0,0,0,0,0,498,407
2,2003,101,'390410010',210,,KG,0,800,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390410010',304,,KG,0,840,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,409,0,0,0,0,0,0,0,0,0
2,2003,101,'390421090',213,,KG,0,305,828,0,305,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390422090',213,,KG,0,1338,4081,0,0,0,0,276,827,0,398,1176,0,246,746,0,210,656,0,208,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390440010',213,,KG,0,2000,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390440010',304,,KG,0,1202,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1202,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390461010',304,,KG,0,259,364,0,0,0,0,0,0,0,259,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390461020',304,,KG,0,6383,5695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1460,1341,0,4923,4354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390469010',210,,KG,0,3150,6833,0,0,0,0,3000,6486,0,0,0,0,0,0,0,150,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390469010',213,,KG,0,2298,8822,0,0,0,0,1948,6996,0,0,0,0,0,0,0,0,0,0,0,0,0,350,1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390469020',103,,KG,0,130,457,0,0,0,0,0,0,0,130,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390512000',210,,KG,0,800,1574,0,0,0,0,0,0,0,0,0,0,800,1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390591010',304,,KG,0,306,643,0,0,0,0,0,0,0,0,0,0,0,0,0,306,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390591091',213,,KG,0,520,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,420,857,0,0,0,0,0,0,0,100,244,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390599010',105,,KG,0,1240,5988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240,5988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390599010',210,,KG,0,200,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1402,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390599010',213,,KG,0,9240,18375,0,100,400,0,600,1176,0,720,1814,0,700,1768,0,960,2188,0,0,0,0,0,0,0,2460,5509,0,3700,5520,0,0,0,0,0,0,0,0,0
2,2003,101,'390599010',215,,KG,0,210,604,0,0,0,0,0,0,0,0,0,0,0,0,0,210,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390599010',304,,KG,0,600,1072,0,0,0,0,0,0,0,0,0,0,600,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390610010',204,,KG,0,60,845,0,30,421,0,30,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390610010',205,,KG,0,42,1951,0,20,849,0,0,0,0,0,0,0,0,0,0,22,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390610010',210,,KG,0,220,1781,0,0,0,0,25,331,0,25,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,1137,0,0,0
2,2003,101,'390610010',213,,KG,0,1565,8608,0,160,1074,0,90,523,0,130,615,0,0,0,0,0,0,0,320,1498,0,295,1525,0,240,1542,0,0,0,0,180,974,0,0,0,0,150,857
2,2003,101,'390610010',304,,KG,0,680,539,0,0,0,0,0,0,0,0,0,0,0,0,0,680,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390610090',213,,KG,0,80,416,0,80,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,101,'390610090',304,,KG,0,117,2305,0,27,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
