Exp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apl,Quantity2-Apl,Value-Apl,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,1988,'930100000',213,,KG,0,176,6735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,6735,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,'930100000',215,,KG,0,6862,602909,0,0,0,0,0,0,0,0,0,0,5552,411399,0,0,0,0,1310,191510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,'930100000',304,,KG,0,1842,41501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,2769,0,0,0,0,0,0,0,1676,38732,0,0,0,0,0,0
2,1988,'930200000',213,NO,KG,84,97,6849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,97,6849
2,1988,'930200000',304,NO,KG,17,16,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,536
2,1988,'930320000',203,NO,KG,4,16,1484,0,0,0,0,0,0,0,0,0,2,6,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,811,0,0,0
2,1988,'930320000',208,NO,KG,36,144,19613,1,3,1453,0,0,0,21,74,11405,0,0,0,0,0,0,0,0,0,1,3,1025,0,0,0,0,0,0,8,32,4872,0,0,0,5,32,858
2,1988,'930320000',213,NO,KG,7,28,2414,0,0,0,0,0,0,0,0,0,1,8,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,1289,0,0,0
2,1988,'930320000',217,NO,KG,149,492,8430,0,0,0,35,112,2111,0,0,0,12,43,686,48,165,2764,0,0,0,0,0,0,0,0,0,54,172,2869,0,0,0,0,0,0,0,0,0
2,1988,'930320000',220,NO,KG,719,2559,95105,0,0,0,23,79,1948,15,88,2184,19,73,7163,145,518,11525,66,288,13385,104,175,13988,155,669,25689,15,41,584,126,416,12159,25,100,1368,26,112,5112
2,1988,'930320000',304,NO,KG,186,676,9548,0,0,0,0,0,0,30,111,1453,65,232,3022,0,0,0,0,0,0,0,0,0,73,267,3945,5,19,253,0,0,0,10,37,359,3,10,516
2,1988,'930330000',205,NO,KG,6,30,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,'930330000',208,NO,KG,40,148,2474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,52,783,10,34,644,17,62,1047,0,0,0
2,1988,'930330000',213,NO,KG,144,770,19066,21,104,3201,5,45,808,18,120,2700,15,98,1983,4,16,384,28,104,2952,3,12,435,11,39,1012,8,55,1556,8,47,1082,10,51,1238,13,79,1715
2,1988,'930330000',215,NO,KG,18,93,4448,0,0,0,1,7,347,1,9,255,1,5,242,4,20,889,1,6,315,1,3,293,0,0,0,1,7,308,0,0,0,1,3,262,7,33,1537
2,1988,'930330000',217,NO,KG,150,549,9280,0,0,0,0,0,0,0,0,0,30,102,1660,0,0,0,0,0,0,31,109,2961,0,0,0,30,105,1423,0,0,0,58,230,2975,1,3,261
2,1988,'930330000',220,NO,KG,31,130,4405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,130,4405,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,'930330000',222,NO,KG,52,198,3530,0,0,0,0,0,0,0,0,0,0,0,0,22,85,1571,0,0,0,0,0,0,5,17,266,6,24,408,0,0,0,3,12,209,16,60,1076
2,1988,'930330000',225,NO,KG,36,125,4341,0,0,0,0,0,0,5,20,535,0,0,0,0,0,0,0,0,0,26,85,3280,0,0,0,5,20,526,0,0,0,0,0,0,0,0,0
2,1988,'930330000',226,NO,KG,10,32,317,0,0,0,0,0,0,0,0,0,0,0,0,10,32,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,'930330000',304,NO,KG,278,1023,14926,0,0,0,5,26,636,0,0,0,12,38,633,0,0,0,0,0,0,4,15,606,0,0,0,100,366,5271,5,20,236,135,498,5952,17,60,1592
2,1988,'930390000',205,NO,KG,133,449,2607,0,0,0,20,72,691,0,0,0,0,0,0,0,0,0,0,0,0,20,65,361,0,0,0,0,0,0,0,0,0,93,312,1555,0,0,0
2,1988,'930390000',304,NO,KG,59,404,16051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,180,5124,0,0,0,0,0,0,14,224,10927,0,0,0
2,1988,'930400000',106,,KG,0,4014,4758,0,781,610,0,422,635,0,1018,1777,0,466,302,0,0,0,0,0,0,0,331,241,0,194,437,0,124,253,0,0,0,0,678,503,0,0,0
2,1988,'930400000',205,,KG,0,81,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,256,0,0,0,0,0,0,0,0,0
2,1988,'930400000',210,,KG,0,1680,6468,0,0,0,0,0,0,0,0,0,0,968,2816,0,542,2699,0,0,0,0,80,461,0,0,0,0,0,0,0,0,0,0,0,0,0,90,492
2,1988,'930400000',213,,KG,0,3366,51261,0,159,2534,0,102,1664,0,356,5429,0,217,3631,0,166,2600,0,390,6251,0,384,6575,0,239,3996,0,365,5276,0,475,6436,0,268,3286,0,245,3583
2,1988,'930400000',220,,KG,0,156,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,'930400000',304,,KG,0,11506,30472,0,4191,7603,0,0,0,0,330,2857,0,0,0,0,828,2314,0,255,481,0,585,1576,0,3900,8162,0,0,0,0,1267,6564,0,0,0,0,150,915
2,1988,'930510020',213,,KG,0,15,2512,0,0,0,0,0,0,0,9,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1445,0,0,0,0,0,0,0,0,0
