Exp or Imp,Year,Custom,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apl,Quantity2-Apl,Value-Apl,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,1993,500,'000000099',103,,KG,0,271737,714870,0,47345,75181,0,16716,76357,0,15244,14810,0,10145,31736,0,14984,56381,0,41877,110442,0,34928,35266,0,5915,12425,0,25455,132101,0,12405,16549,0,32023,111044,0,14700,42578
2,1993,500,'000000099',105,,KG,0,170101,423564,0,6727,1724,0,2576,6758,0,4700,16660,0,6509,4516,0,5839,13743,0,2653,46361,0,8485,32311,0,8056,4266,0,22082,25323,0,47548,17199,0,1408,1834,0,53518,252869
2,1993,500,'000000099',106,,KG,0,816238,918076,0,132597,177895,0,10756,21884,0,33037,31873,0,19049,20422,0,35230,32663,0,21729,78709,0,28115,28103,0,32893,87491,0,415486,352654,0,51739,39929,0,22389,33189,0,13218,13264
2,1993,500,'000000099',108,,KG,0,349168,1160337,0,19514,52131,0,7431,27440,0,40469,139298,0,39669,157262,0,20575,78348,0,31714,129680,0,70829,157392,0,4493,15368,0,19482,49121,0,38084,164835,0,41307,128895,0,15601,60567
2,1993,500,'000000099',110,,KG,0,465,2338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,2338
2,1993,500,'000000099',111,,KG,0,159701,203618,0,5810,11308,0,8992,13558,0,15267,57902,0,12536,13741,0,3825,21719,0,6924,18356,0,9505,25306,0,1163,1782,0,2590,23899,0,7403,6052,0,445,1349,0,85241,8646
2,1993,500,'000000099',112,,KG,0,219899,684068,0,6885,32630,0,7575,22083,0,10877,37830,0,9621,23114,0,11629,19122,0,6355,21729,0,1825,10530,0,19718,52988,0,20590,269919,0,33774,121523,0,56755,16354,0,34295,56246
2,1993,500,'000000099',113,,KG,0,298971,425720,0,9492,38837,0,4836,3296,0,13671,12666,0,3386,30551,0,6708,3853,0,73067,185812,0,147575,41476,0,3951,53017,0,19910,8347,0,878,6383,0,6205,7703,0,9292,33779
2,1993,500,'000000099',117,,KG,0,77182,199366,0,1954,1871,0,0,0,0,3117,11491,0,9048,18824,0,2576,11793,0,2052,2121,0,1336,8787,0,7609,44183,0,18421,41457,0,28096,48051,0,1945,9667,0,1028,1121
2,1993,500,'000000099',118,,KG,0,58265,88908,0,55,1030,0,125,229,0,0,0,0,20256,40304,0,1331,1427,0,22640,14840,0,2317,1114,0,733,1494,0,8000,2432,0,1315,22424,0,1490,3340,0,3,274
2,1993,500,'000000099',123,,KG,0,12948,5994,0,0,0,0,0,0,0,0,0,0,12860,2000,0,0,0,0,33,1174,0,26,975,0,0,0,0,0,0,0,0,0,0,29,1845,0,0,0
2,1993,500,'000000099',124,,KG,0,930,2044,0,0,0,0,0,0,0,930,2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1993,500,'000000099',129,,KG,0,400,1060,0,0,0,0,0,0,0,0,0,0,400,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1993,500,'000000099',137,,KG,0,32443,7258140,0,7447,1055847,0,480,24170,0,1521,396261,0,1810,639525,0,5080,987557,0,1950,227501,0,284,33778,0,1260,345053,0,6576,1324802,0,2385,1123922,0,3290,1063532,0,360,36192
2,1993,500,'000000099',143,,KG,0,30,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,340,0,0,0,0,0,0
2,1993,500,'000000099',147,,KG,0,468,899,0,0,0,0,0,0,0,0,0,0,0,0,0,258,466,0,90,206,0,0,0,0,0,0,0,120,227,0,0,0,0,0,0,0,0,0
2,1993,500,'000000099',202,,KG,0,44,1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
