Exp or Imp,Year,Custom,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apl,Quantity2-Apl,Value-Apl,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,1988,500,'390110010',106,,KG,0,12000,2539,0,0,0,0,0,0,0,0,0,0,12000,2539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,500,'390110010',112,,KG,0,2250000,333111,0,300000,37009,0,300000,42061,0,300000,42277,0,850000,134210,0,500000,77554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,500,'390110010',137,,KG,0,7438000,758403,0,784000,71901,0,240000,23631,0,418000,40964,0,1238000,134459,0,782000,93361,0,0,0,0,1344000,133295,0,190000,18888,0,108000,10749,0,418000,41528,0,844000,83606,0,1072000,106021
2,1988,500,'390110010',140,,KG,0,60000,8850,0,0,0,0,0,0,0,0,0,0,60000,8850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,500,'390110010',304,,KG,0,228432,28713,0,102482,11572,0,0,0,0,45750,5318,0,0,0,0,6000,2135,0,14000,1700,0,60000,7746,0,0,0,0,200,242,0,0,0,0,0,0,0,0,0
2,1988,500,'390110010',601,,KG,0,625,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,231,0,0,0,0,400,414
2,1988,500,'390110090',304,,KG,0,16200,6004,0,0,0,0,16200,6004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,500,'390120010',106,,KG,0,1500,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,217,0,0,0,0,0,0
2,1988,500,'390120010',137,,KG,0,274350,36339,0,0,0,0,0,0,0,0,0,0,274350,36339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,500,'390120010',203,,KG,0,940,364,0,0,0,0,0,0,0,0,0,0,940,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1988,500,'390120010',213,,KG,0,38060,8105,0,0,0,0,2100,661,0,0,0,0,0,0,0,16600,3280,0,0,0,0,15000,2827,0,1000,267,0,0,0,0,700,261,0,2660,809,0,0,0
2,1988,500,'390120010',215,,KG,0,10000,3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,3062,0,0,0,0,0,0,0,0,0
2,1988,500,'390120010',304,,KG,0,498,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,547,0,0,0,0,0,0,0,0,0
2,1988,500,'390120090',304,,KG,0,453,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,214
2,1988,500,'390130090',106,,KG,0,19400,2075,0,5000,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14400,1592,0,0,0,0,0,0
2,1988,500,'390190010',103,,KG,0,496960,96207,0,5280,992,0,491680,95215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
