Exp or Imp,Year,Custom,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apl,Quantity2-Apl,Value-Apl,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,1996,450,'121300000',104,,MT,0,465,11312,0,0,0,0,0,0,0,0,0,0,245,6171,0,0,0,0,220,5141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1996,450,'270112019',118,,MT,0,446275,2485031,0,63780,306684,0,0,0,0,0,0,0,0,0,0,0,0,0,64692,358122,0,0,0,0,84813,487797,0,0,0,0,84682,494822,0,84897,508603,0,63411,329003
2,1996,450,'270112019',601,,MT,0,63496,332583,0,0,0,0,0,0,0,0,0,0,63496,332583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1996,450,'270112099',304,,MT,0,63240,333994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63240,333994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1996,450,'270112099',551,,MT,0,128335,696443,0,0,0,0,0,0,0,0,0,0,0,0,0,64029,349547,0,0,0,0,64306,346896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1996,450,'270112099',601,,MT,0,320956,1958233,0,0,0,0,85805,525311,0,0,0,0,0,0,0,0,0,0,85157,526490,0,0,0,0,0,0,0,85568,521086,0,0,0,0,64426,385346,0,0,0
2,1996,450,'271112020',118,,MT,0,44662,1201892,0,0,0,0,0,0,0,4742,116841,0,5955,151969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16325,363140,0,0,0,0,17640,569942
2,1996,450,'271112020',135,,MT,0,7776,156622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7776,156622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1996,450,'271112020',137,,MT,0,21499,592230,0,13525,329045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7974,263185,0,0,0
2,1996,450,'271112020',138,,MT,0,73442,1698038,0,0,0,0,13874,356777,0,0,0,0,21868,531786,0,0,0,0,0,0,0,12316,262661,0,0,0,0,17881,373026,0,7503,173788,0,0,0,0,0,0
2,1996,450,'271112020',147,,MT,0,15229,306639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15229,306639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1996,450,'271113020',118,,MT,0,28460,716355,0,0,0,0,0,0,0,4096,95723,0,8075,189106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10670,250401,0,0,0,0,5619,181125
2,1996,450,'271113020',137,,MT,0,9996,274784,0,5991,143192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,131592,0,0,0
2,1996,450,'271113020',138,,MT,0,31548,737590,0,0,0,0,2845,67999,0,0,0,0,5990,143085,0,0,0,0,0,0,0,12819,294695,0,0,0,0,4392,99049,0,5502,132762,0,0,0,0,0,0
2,1996,450,'310390000',105,,MT,0,2801,42296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2801,42296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1996,450,'401693000',205,,KG,0,30,548,0,0,0,0,0,0,0,0,0,0,0,0,0,30,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1996,450,'440320091',224,,CM,0,78803,1065051,0,7144,98465,0,5652,79970,0,21264,289879,0,9887,128935,0,6522,77327,0,2877,35623,0,3758,47969,0,326,4238,0,714,9974,0,16123,222464,0,0,0,0,4536,70207
2,1996,450,'440320091',606,,CM,0,66060,750828,0,0,0,0,4625,54339,0,6078,68077,0,12825,150349,0,6716,76858,0,0,0,0,4380,48933,0,11550,128302,0,0,0,0,5407,60987,0,5618,63773,0,8861,99210
2,1996,450,'440320093',224,,CM,0,90252,964624,0,9863,107283,0,1513,10037,0,9342,99194,0,3157,35937,0,5280,52789,0,329,1970,0,12072,128296,0,14526,150802,0,10494,109932,0,9449,103517,0,4042,41023,0,10185,123844
2,1996,450,'440320094',224,,CM,0,94120,997859,0,8617,91395,0,7422,75982,0,10818,119722,0,7544,84925,0,12621,132704,0,10100,93819,0,11549,127419,0,7037,75645,0,8020,81168,0,2369,25414,0,520,4221,0,7503,85445
2,1996,450,'440320098',304,,CM,0,18256,643576,0,3366,116113,0,0,0,0,0,0,0,0,0,0,3397,118717,0,0,0,0,0,0,0,7156,245516,0,0,0,0,0,0,0,0,0,0,4337,163230
2,1996,450,'440341090',113,,CM,0,17545,461327,0,3442,84037,0,0,0,0,0,0,0,3633,97763,0,0,0,0,2806,72779,0,0,0,0,3387,89459,0,0,0,0,4277,117289,0,0,0,0,0,0
2,1996,450,'440349190',113,,CM,0,319,8399,0,82,2002,0,0,0,0,0,0,0,88,2382,0,0,0,0,14,387,0,0,0,0,93,2465,0,0,0,0,42,1163,0,0,0,0,0,0
2,1996,450,'440349219',113,,CM,0,12932,338777,0,3273,79912,0,0,0,0,0,0,0,2996,80626,0,0,0,0,749,19442,0,0,0,0,3356,88646,0,0,0,0,2558,70151,0,0,0,0,0,0
2,1996,450,'440399290',113,,CM,0,2319,60946,0,480,11735,0,0,0,0,0,0,0,516,13890,0,0,0,0,300,7785,0,0,0,0,535,14149,0,0,0,0,488,13387,0,0,0,0,0,0
2,1996,450,'440399399',113,,CM,0,28,808,0,0,0,0,0,0,0,0,0,0,7,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,594,0,0,0,0,0,0
