wExp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apl,Quantity2-Apl,Value-Apl,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2013,'840120000',304,  ,KG,0,1,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,320,0,0,0,0,0,0,0,0,0
2,2013,'840130000',210,  ,KG,0,13235,18513960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13235,18513960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840130000',304,  ,KG,0,40529,6176733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24313,3693274,0,16216,2483459,0,0,0
2,2013,'840140000',210,  ,KG,0,20,4590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840140000',213,  ,KG,0,1285,131002,0,689,68936,0,0,0,0,0,0,0,59,6690,0,0,0,0,0,0,0,0,0,0,537,55376,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840140000',304,  ,KG,0,3935,130192,0,857,23271,0,201,6061,0,33,1282,0,246,7817,0,205,8273,0,459,15405,0,76,3040,0,303,9924,0,354,16255,0,831,27047,0,166,5293,0,204,6524
2,2013,'840211000',103,NO,KG,3,1740398,803646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,860338,469449,0,0,0,1,880060,334197
2,2013,'840212000',103,NO,KG,1,600,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,600,336,0,0,0,0,0,0
2,2013,'840212000',105,NO,KG,47,933150,309309,4,77200,20854,2,25000,7842,5,112100,31783,2,36600,11929,3,47250,16074,2,34400,11158,4,70100,22238,4,81800,25868,6,151300,47690,4,93100,29121,6,92400,48457,5,111900,36295
2,2013,'840212000',110,NO,KG,1,251541,214817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,251541,214817,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840212000',112,NO,KG,2,15112,8140,0,0,0,0,0,0,0,0,0,0,0,0,2,15112,8140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840212000',117,NO,KG,1,220943,121998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,220943,121998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840212000',203,NO,KG,1,500,9244,1,500,9244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840212000',213,NO,KG,164,2211,10275,23,20,219,32,70,276,0,0,0,40,105,308,0,0,0,0,0,0,0,0,0,0,0,0,35,45,366,31,1854,8556,0,0,0,3,117,550
2,2013,'840212000',215,NO,KG,508,630,4441,45,20,347,79,55,942,0,0,0,123,90,782,0,0,0,66,340,339,114,90,1263,0,0,0,0,0,0,0,0,0,41,15,322,40,20,446
2,2013,'840212000',220,NO,KG,9,47405,48868,0,0,0,0,0,0,1,2700,8591,0,0,0,5,5,210,2,42000,30616,0,0,0,1,2700,9451,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840219000',103,NO,KG,4,2325,4493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,220,638,1,85,513,0,0,0,0,0,0,1,2020,3342
2,2013,'840219000',105,NO,KG,3,48450,13772,0,0,0,3,48450,13772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840219000',113,NO,KG,13,242656,150293,4,121019,65737,0,0,0,0,0,0,0,0,0,1,7,322,1,8,354,1,7,325,1,8,356,1,8,397,3,21,1193,0,0,0,1,121578,81609
2,2013,'840219000',203,NO,KG,44,3095,7377,0,0,0,1,228,557,0,0,0,14,1068,2165,0,0,0,0,0,0,0,0,0,16,635,2171,0,0,0,13,1164,2484,0,0,0,0,0,0
2,2013,'840219000',213,NO,KG,10,119895,62085,1,6000,7558,0,0,0,0,0,0,0,0,0,0,0,0,1,20,484,0,0,0,2,68408,21857,2,17,436,2,32450,14301,2,13000,17449,0,0,0
2,2013,'840219000',220,NO,KG,265,10520,80042,0,0,0,59,1500,6062,21,500,2981,0,0,0,0,0,0,42,1200,5388,44,700,3868,0,0,0,16,250,1366,0,0,0,31,2700,28092,52,3670,32285
2,2013,'840219000',225,NO,KG,1,940,1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,940,1553
2,2013,'840219000',304,NO,KG,3,9900,70600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4953,44370,1,1210,1518,1,3737,24712
2,2013,'840220000',103,NO,KG,2,6080,6402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2610,2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3470,3803
2,2013,'840220000',213,NO,KG,15,662,2873,0,0,0,0,0,0,0,0,0,0,0,0,8,350,798,2,76,408,0,0,0,1,160,833,4,76,834,0,0,0,0,0,0,0,0,0
2,2013,'840220000',225,NO,KG,6,10155,14735,0,0,0,1,6655,8994,0,0,0,0,0,0,0,0,0,0,0,0,5,3500,5741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840220000',304,NO,KG,2,9388,11143,0,0,0,1,6531,5884,0,0,0,0,0,0,1,2857,5259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840290000',103,  ,KG,0,827215,605487,0,150351,110663,0,198935,170834,0,34530,39418,0,74621,46466,0,122222,76992,0,29062,14364,0,64372,38887,0,16174,17776,0,304,857,0,42869,35515,0,31320,15873,0,62455,37842
2,2013,'840290000',105,  ,KG,0,1739185,887607,0,99514,28492,0,181825,112765,0,155835,56618,0,104154,22185,0,82106,19550,0,61883,20776,0,128278,61347,0,194190,110077,0,303570,193142,0,76132,27562,0,275084,208057,0,76614,27036
2,2013,'840290000',106,  ,KG,0,227044,169638,0,14982,7655,0,35003,15663,0,7395,5333,0,21631,10154,0,14659,11058,0,19041,11824,0,7764,6889,0,7660,7561,0,20090,16298,0,50188,51276,0,20879,17359,0,7752,8568
2,2013,'840290000',110,  ,KG,0,4570,1851,0,0,0,0,0,0,0,0,0,0,0,0,0,4570,1851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840290000',111,  ,KG,0,41565,19092,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,9060,0,0,0,0,0,0,0,0,0,0,20000,9060,0,0,0,0,1565,972,0,0,0
2,2013,'840290000',117,  ,KG,0,829741,592974,0,699774,455872,0,0,0,0,0,0,0,0,0,0,0,0,0,120427,114997,0,9540,22105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840290000',203,  ,KG,0,150,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,232,0,0,0,0,0,0
2,2013,'840290000',204,  ,KG,0,150,792,0,0,0,0,0,0,0,0,0,0,6,552,0,0,0,0,0,0,0,144,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840290000',205,  ,KG,0,254,1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,1373,0,0,0,0,0,0,0,0,0
2,2013,'840290000',208,  ,KG,0,50,682,0,0,0,0,0,0,0,0,0,0,0,0,0,50,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840290000',213,  ,KG,0,2901,22932,0,0,0,0,0,0,0,0,0,0,0,0,0,602,1061,0,0,0,0,0,0,0,2150,21255,0,0,0,0,0,0,0,120,403,0,29,213
2,2013,'840290000',215,  ,KG,0,105,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,75,856,0,0,0,0,20,320,0,0,0,0,10,240,0,0,0,0,0,0,0,0,0
2,2013,'840290000',220,  ,KG,0,953,10858,0,0,0,0,70,439,0,43,692,0,40,460,0,305,1934,0,220,1811,0,30,1136,0,0,0,0,75,2869,0,30,204,0,80,746,0,60,567
2,2013,'840290000',222,  ,KG,0,418,3912,0,0,0,0,40,222,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1981,0,0,0,0,300,1482,0,0,0,0,0,0,0,2,227
2,2013,'840290000',225,  ,KG,0,844,2914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,2914
2,2013,'840290000',304,  ,KG,0,783,8720,0,246,4937,0,0,0,0,18,1608,0,0,0,0,390,210,0,0,0,0,0,0,0,80,1226,0,3,381,0,0,0,0,0,0,0,46,358
2,2013,'840290000',410,  ,KG,0,28,1283,0,28,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840310000',103,NO,KG,35,18846,6840,0,0,0,2,540,469,0,0,0,13,6832,2453,12,8364,2564,0,0,0,0,0,0,0,0,0,0,0,0,8,3110,1354,0,0,0,0,0,0
2,2013,'840310000',105,NO,KG,6,226,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,226,664
2,2013,'840310000',203,NO,KG,675,23177,58940,225,7844,17907,0,0,0,0,0,0,225,7637,20134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,7696,20899,0,0,0
2,2013,'840310000',205,NO,KG,4,530,687,0,0,0,4,530,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840310000',213,NO,KG,21,1455,5282,0,0,0,0,0,0,6,134,1086,0,0,0,3,134,876,0,0,0,0,0,0,11,1009,2861,0,0,0,0,0,0,0,0,0,1,178,459
2,2013,'840310000',215,NO,KG,83,255166,336735,7,29331,33417,0,0,0,3,41633,43945,10,21895,30261,6,8510,15602,0,0,0,8,11347,19071,0,0,0,2,9727,12090,31,51017,80648,5,65070,74765,11,16636,26936
2,2013,'840310000',220,NO,KG,4,5650,8421,0,0,0,1,1150,2214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4500,6207,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840310000',225,NO,KG,5,16912,28867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2800,4584,0,0,0,0,0,0,3,13612,22906,1,500,1377,0,0,0
2,2013,'840310000',302,NO,KG,1,7,1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1554,0,0,0
2,2013,'840310000',304,NO,KG,3,1995,2246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,513,298,2,1482,1948,0,0,0
2,2013,'840390000',105,  ,KG,0,424718,92949,0,37506,7710,0,39900,7502,0,0,0,0,656,646,0,39940,7134,0,0,0,0,60010,10656,0,62645,14914,0,1015,899,0,58353,12390,0,61593,14527,0,63100,16571
2,2013,'840390000',106,  ,KG,0,1334,2985,0,0,0,0,465,1333,0,0,0,0,0,0,0,174,348,0,0,0,0,180,239,0,0,0,0,316,665,0,0,0,0,199,400,0,0,0
2,2013,'840390000',203,  ,KG,0,500,4425,0,0,0,0,0,0,0,0,0,0,237,1865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,2560,0,0,0
2,2013,'840390000',204,  ,KG,0,9,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840390000',205,  ,KG,0,50,218,0,0,0,0,0,0,0,0,0,0,0,0,0,50,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840390000',207,  ,KG,0,17895,69287,0,0,0,0,526,5024,0,538,4728,0,3202,13849,0,1073,10132,0,7422,19374,0,1064,9773,0,0,0,0,0,0,0,0,0,0,4066,6136,0,4,271
2,2013,'840390000',210,  ,KG,0,34,297,0,34,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840390000',213,  ,KG,0,88,944,0,0,0,0,0,0,0,0,0,0,70,409,0,0,0,0,0,0,0,0,0,0,7,271,0,11,264,0,0,0,0,0,0,0,0,0
2,2013,'840390000',215,  ,KG,0,595,3711,0,0,0,0,0,0,0,0,0,0,465,748,0,0,0,0,11,332,0,59,306,0,0,0,0,28,942,0,0,0,0,21,686,0,11,697
2,2013,'840390000',220,  ,KG,0,185,296,0,0,0,0,185,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840390000',225,  ,KG,0,50,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,202,0,0,0,0,0,0,0,0,0
2,2013,'840390000',304,  ,KG,0,166,2527,0,0,0,0,94,1395,0,7,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,437,0,52,450,0,0,0
2,2013,'840410000',103,NO,KG,15,87002,111638,0,0,0,1,600,783,6,67372,50471,0,0,0,0,0,0,1,650,817,0,0,0,0,0,0,2,1260,1325,3,15860,56864,2,1260,1378,0,0,0
2,2013,'840410000',105,NO,KG,11,84641,60764,0,0,0,4,62000,41740,0,0,0,0,0,0,1,7950,3356,0,0,0,0,0,0,2,4070,9665,0,0,0,0,0,0,3,8731,2062,1,1890,3941
2,2013,'840410000',106,NO,KG,8,17458,27875,0,0,0,0,0,0,1,600,4312,0,0,0,0,0,0,0,0,0,1,7360,7500,6,9498,16063,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840410000',123,NO,KG,1,2800,12256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2800,12256,0,0,0
2,2013,'840410000',203,NO,KG,2,102,4119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,102,4119,0,0,0,0,0,0
2,2013,'840410000',205,NO,KG,12,18370,26141,0,0,0,0,0,0,0,0,0,12,18370,26141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840410000',207,NO,KG,1,3,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,371,0,0,0
2,2013,'840410000',210,NO,KG,2,13348,63161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6385,49816,0,0,0,0,0,0,0,0,0,1,6963,13345
2,2013,'840410000',213,NO,KG,1,13,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,229
2,2013,'840410000',215,NO,KG,5,24088,89599,0,0,0,0,0,0,1,4800,26018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13400,53983,2,5888,9598,0,0,0
2,2013,'840410000',304,NO,KG,3,65,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,813,1,42,253,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840420000',103,NO,KG,44,325448,572003,2,57080,74236,7,5060,8430,1,1100,10136,1,765,1393,7,120227,309971,4,23436,31583,7,19260,30395,4,2420,10420,3,3300,9323,3,55160,40912,5,37640,45204,0,0,0
2,2013,'840420000',105,NO,KG,11,17192,19476,1,850,1249,1,3895,3427,1,850,1268,4,3400,5782,3,3498,4910,0,0,0,0,0,0,1,4699,2840,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840420000',106,NO,KG,3,309102,164851,0,0,0,0,0,0,0,0,0,1,130328,77804,0,0,0,0,0,0,1,108084,51000,0,0,0,0,0,0,1,70690,36047,0,0,0,0,0,0
2,2013,'840420000',117,NO,KG,1,471,1100,1,471,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840420000',304,NO,KG,4,143,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,143,504,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840490000',103,  ,KG,0,273248,84306,0,193373,29338,0,0,0,0,0,0,0,5712,3087,0,23000,18593,0,50799,31373,0,0,0,0,0,0,0,254,514,0,110,1401,0,0,0,0,0,0
2,2013,'840490000',105,  ,KG,0,1269006,550913,0,149374,55050,0,152090,53329,0,55785,19289,0,47080,40347,0,173029,209793,0,0,0,0,0,0,0,0,0,0,249514,76286,0,442134,96819,0,0,0,0,0,0
2,2013,'840490000',111,  ,KG,0,559,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840490000',113,  ,KG,0,35810,15754,0,0,0,0,0,0,0,0,0,0,0,0,0,35810,15754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840490000',117,  ,KG,0,83917,102898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19890,27710,0,832,1528,0,0,0,0,0,0,0,63195,73660,0,0,0
2,2013,'840490000',118,  ,KG,0,1201596,656952,0,0,0,0,0,0,0,258733,142111,0,882097,486010,0,60766,28831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840490000',205,  ,KG,0,250,4891,0,0,0,0,0,0,0,14,321,0,0,0,0,0,0,0,0,0,0,31,380,0,0,0,0,80,1499,0,13,479,0,95,1915,0,17,297
2,2013,'840490000',210,  ,KG,0,135,2701,0,0,0,0,0,0,0,135,2701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840490000',213,  ,KG,0,2601,15199,0,0,0,0,0,0,0,0,0,0,13,205,0,2588,14994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840490000',215,  ,KG,0,346,5734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,283,0,0,0,0,0,0,0,277,4864,0,39,587,0,0,0
2,2013,'840490000',220,  ,KG,0,146,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,751,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840490000',222,  ,KG,0,14,207,0,0,0,0,0,0,0,14,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840490000',304,  ,KG,0,16806,52395,0,5633,7271,0,32,571,0,5177,13052,0,710,3172,0,1183,5772,0,107,1358,0,1105,4969,0,2092,10639,0,0,0,0,240,1886,0,527,3705,0,0,0
2,2013,'840490000',601,  ,KG,0,364843,211915,0,156800,88578,0,208043,123337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840510000',103,NO,KG,13,19037,71284,0,0,0,1,1917,20004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,306,8,255,647,3,16565,50327,0,0,0,0,0,0
2,2013,'840510000',105,NO,KG,14,5494,17188,0,0,0,2,59,1081,1,45,543,2,80,1137,1,168,238,0,0,0,0,0,0,5,3814,8475,0,0,0,2,158,1323,1,1170,4391,0,0,0
2,2013,'840510000',106,NO,KG,6,29974,25685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29704,24168,1,50,550,0,0,0,0,0,0,4,220,967
2,2013,'840510000',205,NO,KG,34,4604,66345,0,0,0,2,184,1489,2,213,4845,0,0,0,1,127,1009,3,544,5594,8,1409,29856,4,540,3834,2,270,1964,1,49,433,6,730,13652,5,538,3669
2,2013,'840510000',207,NO,KG,6,232696,435121,1,16780,51828,0,0,0,1,52200,75801,0,0,0,0,0,0,1,41760,90325,0,0,0,0,0,0,2,68560,146397,0,0,0,0,0,0,1,53396,70770
2,2013,'840510000',213,NO,KG,2316,1946,104313,163,110,5926,167,95,6667,220,174,9796,219,187,11327,159,142,6219,195,170,10507,59,89,4132,354,298,10556,319,290,16172,82,71,4014,195,192,10688,184,128,8309
2,2013,'840510000',215,NO,KG,18,350,11044,6,100,3964,0,0,0,0,0,0,0,0,0,0,0,0,4,50,2373,0,0,0,0,0,0,8,200,4707,0,0,0,0,0,0,0,0,0
2,2013,'840510000',220,NO,KG,86,5154,31397,20,1750,4349,12,780,3533,5,80,2850,0,0,0,0,0,0,10,939,2574,0,0,0,4,80,2556,0,0,0,14,795,5038,17,650,9061,4,80,1436
2,2013,'840510000',224,NO,KG,2,158,4581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,158,4581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840510000',304,NO,KG,860,3974,102284,10,249,1532,54,244,3735,4,81,927,25,16,4074,338,1015,18634,93,102,15549,57,1213,26234,12,54,3194,194,714,15233,21,154,2881,31,75,8927,21,57,1364
2,2013,'840590000',103,  ,KG,0,17630,10740,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,1818,0,0,0,0,0,0,0,0,0,0,3300,1827,0,6365,3896,0,0,0,0,4665,3199
2,2013,'840590000',105,  ,KG,0,3759,32091,0,0,0,0,0,0,0,0,0,0,3639,25988,0,0,0,0,0,0,0,120,6103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840590000',205,  ,KG,0,3565,2881,0,0,0,0,4,523,0,0,0,0,0,0,0,0,0,0,7,624,0,0,0,0,0,0,0,0,0,0,3554,1734,0,0,0,0,0,0
2,2013,'840590000',207,  ,KG,0,67,1569,0,0,0,0,0,0,0,0,0,0,1,204,0,0,0,0,0,0,0,18,610,0,0,0,0,0,0,0,3,235,0,0,0,0,45,520
2,2013,'840590000',210,  ,KG,0,17,1777,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840590000',213,  ,KG,0,77677,96728,0,0,0,0,0,0,0,0,0,0,0,0,0,3,890,0,11,353,0,0,0,0,0,0,0,0,0,0,25170,24006,0,48193,29153,0,4300,42326
2,2013,'840590000',215,  ,KG,0,15,1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840590000',304,  ,KG,0,178,5749,0,0,0,0,60,506,0,0,0,0,0,0,0,15,1605,0,15,1277,0,60,584,0,8,1475,0,0,0,0,0,0,0,20,302,0,0,0
2,2013,'840681000',304,NO,KG,3,2200,45589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2200,45589
2,2013,'840682000',103,NO,KG,2,4684,18577,0,0,0,1,3484,9526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1200,9051,0,0,0,0,0,0,0,0,0
2,2013,'840682000',210,NO,KG,2,2100,28396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2100,28396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840682000',304,NO,KG,48,92790,1356231,0,0,0,6,8117,84724,3,5524,101960,2,5508,96282,5,5597,94969,11,20640,279171,4,8168,137906,4,5494,86826,2,7718,97840,4,12373,197894,7,13651,178659,0,0,0
2,2013,'840690000',103,  ,KG,0,3847562,3781473,0,195825,222194,0,258788,281537,0,263785,279011,0,198154,244196,0,227858,294648,0,374894,286785,0,459358,391597,0,205924,278232,0,187051,167783,0,499314,364224,0,301322,262868,0,675289,708398
2,2013,'840690000',105,  ,KG,0,5169450,6344038,0,713666,748932,0,301164,282660,0,416814,451738,0,308862,515892,0,278975,323612,0,665372,505130,0,249437,315305,0,557202,813535,0,278610,452325,0,845505,766049,0,383571,621119,0,170272,547741
2,2013,'840690000',106,  ,KG,0,307512,143133,0,0,0,0,0,0,0,0,0,0,65109,35105,0,65945,42065,0,33191,13986,0,30301,10678,0,0,0,0,0,0,0,51634,19982,0,31728,10894,0,29604,10423
2,2013,'840690000',110,  ,KG,0,1982,4160,0,0,0,0,0,0,0,397,662,0,154,257,0,159,276,0,150,471,0,193,254,0,929,2240,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840690000',111,  ,KG,0,35033,221527,0,0,0,0,0,0,0,0,0,0,11359,196921,0,0,0,0,0,0,0,760,7895,0,0,0,0,114,551,0,0,0,0,22800,16160,0,0,0
2,2013,'840690000',113,  ,KG,0,4950,3593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,814,0,4800,2779,0,0,0
2,2013,'840690000',123,  ,KG,0,207442,606599,0,13604,14380,0,658,29676,0,2980,23652,0,23796,29524,0,3661,70422,0,36023,47052,0,0,0,0,9337,116557,0,5647,79349,0,38311,100568,0,28165,69440,0,45260,25979
2,2013,'840690000',135,  ,KG,0,2402,1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2402,1485,0,0,0,0,0,0,0,0,0
2,2013,'840690000',141,  ,KG,0,350,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,2016,0,0,0,0,0,0,0,0,0
2,2013,'840690000',147,  ,KG,0,2880,15396,0,0,0,0,0,0,0,0,0,0,2880,15396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840690000',205,  ,KG,0,43592,198685,0,0,0,0,0,0,0,8144,122661,0,72,342,0,0,0,0,0,0,0,11792,24349,0,5896,11877,0,17688,39456,0,0,0,0,0,0,0,0,0
2,2013,'840690000',207,  ,KG,0,44,3612,0,0,0,0,36,3047,0,0,0,0,8,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'840690000',210,  ,KG,0,1595,40360,0,0,0,0,0,0,0,0,0,0,107,35147,0,0,0,0,0,0,0,1,215,0,0,0,0,0,0,0,0,0,0,1487,4998,0,0,0
