wExp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apl,Quantity2-Apl,Value-Apl,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2013,'842489090',106,NO,KG,2334662,310294,432978,146188,15452,16639,255009,11739,13698,105911,19873,23735,196560,45674,78624,180158,32187,38747,277250,41999,104092,425040,40129,41022,64546,22495,25103,261138,25169,25119,95064,12772,13694,214511,27329,33266,113287,15476,19239
2,2013,'842489090',108,NO,KG,1415,818,1873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,798,1314,0,0,0,815,20,559,0,0,0,0,0,0
2,2013,'842489090',110,NO,KG,671401,10368,16494,86400,1434,2106,0,0,0,0,0,0,54600,906,1390,13800,229,362,0,0,0,0,0,0,100100,1661,2296,31500,522,725,57700,465,1357,168000,2787,3880,159301,2364,4378
2,2013,'842489090',111,NO,KG,2680077,62873,88599,0,0,0,34,338,559,111501,3330,4322,559987,12804,16385,643113,14370,18529,211344,5147,8519,140059,3747,5034,194160,5003,7305,312000,7132,11593,338640,6867,9655,25239,924,1306,144000,3211,5392
2,2013,'842489090',112,NO,KG,27,1806,15758,1,270,1367,0,0,0,0,0,0,2,438,2906,2,410,3931,16,127,991,0,0,0,2,124,2478,0,0,0,2,168,2319,0,0,0,2,269,1766
2,2013,'842489090',113,NO,KG,28471,20185,81339,5688,2513,5483,6,1213,8244,0,0,0,4,1200,8406,4,1200,8406,11376,5324,12958,11380,6322,20789,0,0,0,4,1198,8372,4,1200,8376,5,15,305,0,0,0
2,2013,'842489090',117,NO,KG,67,6437,6893,26,3120,2620,25,1899,2549,0,0,0,16,1418,1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'842489090',118,NO,KG,8,2762,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,353,4,2720,366,0,0,0,0,0,0,0,0,0
2,2013,'842489090',123,NO,KG,7,21,7782,0,0,0,5,19,3369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4413,0,0,0,0,0,0
2,2013,'842489090',143,NO,KG,1077,2972,17130,76,127,674,93,75,468,10,395,2522,93,84,498,0,0,0,215,429,2684,4,220,1065,85,346,2080,92,188,814,129,196,1161,4,180,1094,276,732,4070
2,2013,'842489090',202,NO,KG,13,23127,91075,2,3467,15044,1,15,540,1,25,596,1,3408,14088,0,0,0,1,3410,14984,0,0,0,3,8137,29767,2,671,1064,0,0,0,1,710,582,1,3284,14410
2,2013,'842489090',203,NO,KG,495,34774,97454,40,2535,5200,21,1400,11000,51,6426,25955,32,2011,3800,56,3069,6700,88,5656,14561,24,1377,3050,92,5383,11976,14,1417,3564,31,1884,4284,14,1588,3564,32,2028,3800
2,2013,'842489090',204,NO,KG,58,2097,18917,1,171,1078,54,182,377,0,0,0,0,0,0,1,110,2321,0,0,0,0,0,0,1,134,695,0,0,0,0,0,0,0,0,0,1,1500,14446
2,2013,'842489090',205,NO,KG,1395,3840,36880,30,350,339,1,8,3315,101,850,2771,63,530,5925,75,655,2490,352,741,1850,129,423,2075,634,237,1865,6,16,257,3,22,11994,1,8,3999,0,0,0
2,2013,'842489090',207,NO,KG,30008,1822,5299,1,100,924,0,0,0,0,0,0,0,0,0,0,0,0,1,255,223,0,0,0,30001,1386,3385,2,33,261,0,0,0,0,0,0,3,48,506
2,2013,'842489090',208,NO,KG,475,5548,12767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,247,432,136,508,1,16,289,20,5229,10479,10,4,259,2,159,985,0,0,0
2,2013,'842489090',210,NO,KG,120,37925,862289,1,8,514,0,0,0,0,0,0,1,20,959,0,0,0,10,24047,154399,4,4371,60560,0,0,0,0,0,0,37,2600,192525,17,829,55913,50,6050,397419
2,2013,'842489090',213,NO,KG,7529364,1575060,2312019,661283,55793,87415,689362,163484,341130,517893,129979,201678,931877,181393,233275,847500,85289,135019,938150,79869,168205,61848,78997,103472,11017,70345,103362,10516,74564,93225,1884931,171128,225640,28293,193012,249860,946694,291207,369738
2,2013,'842489090',215,NO,KG,182,17820,62594,0,0,0,24,1451,6542,5,7655,16812,4,50,245,39,2209,8965,1,26,1163,12,50,681,0,0,0,6,5644,22729,12,108,921,17,55,764,62,572,3772
2,2013,'842489090',217,NO,KG,730,97,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,97,469,0,0,0,0,0,0,0,0,0
2,2013,'842489090',218,NO,KG,129484,3685,20084,0,0,0,0,0,0,0,0,0,0,0,0,480,679,1566,60000,178,1526,0,0,0,60000,160,1506,2104,324,2083,0,0,0,900,1710,11718,6000,634,1685
2,2013,'842489090',220,NO,KG,2595,80991,167270,87,7454,5956,9,106,1018,518,7593,8386,313,9819,17629,147,6310,9685,409,5348,6817,176,5379,8218,26,4053,5428,329,15729,53413,58,4638,18894,77,1159,1759,446,13403,30067
2,2013,'842489090',222,NO,KG,2,19,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,575,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'842489090',223,NO,KG,1952,2053,5537,0,0,0,1228,1379,3725,0,0,0,0,0,0,148,74,381,0,0,0,0,0,0,576,600,1431,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'842489090',225,NO,KG,28,44,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,564,0,0,0,8,4,202,0,0,0,0,0,0
2,2013,'842489090',227,NO,KG,248,15346,34616,1,152,326,18,914,2990,12,260,1287,5,405,847,4,412,930,10,122,1059,29,1043,3792,21,3031,4919,107,6435,11605,0,0,0,8,916,1917,33,1656,4944
2,2013,'842489090',245,NO,KG,117,165,645,70,68,378,0,0,0,0,0,0,0,0,0,47,97,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'842489090',302,NO,KG,853,8752,45921,130,7,473,150,4,569,23,3333,19770,0,0,0,489,1099,3731,0,0,0,0,0,0,0,0,0,50,3402,16694,0,0,0,11,907,4684,0,0,0
2,2013,'842489090',304,NO,KG,1269113,109423,545672,157250,9566,48469,256198,8056,30686,1346,3215,13203,269578,16559,64050,82558,4335,17031,350703,9087,35877,54073,9120,77940,20921,7655,64690,40394,13075,44036,12206,8586,29286,16611,10624,64621,7275,9545,55783
2,2013,'842489090',305,NO,KG,69715,6444,32462,0,0,0,1872,2389,15382,358,454,3664,30500,1850,3281,389,248,1188,100,209,1407,0,0,0,0,0,0,300,371,3022,100,73,354,396,626,3512,35700,224,652
2,2013,'842489090',410,NO,KG,30,402,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,134,290,0,0,0,10,134,297,0,0,0,10,134,291,0,0,0,0,0,0
2,2013,'842489090',556,NO,KG,1,9680,27078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9680,27078
2,2013,'842489090',601,NO,KG,706,496,3727,400,220,1018,0,0,0,1,28,1081,0,0,0,100,129,796,0,0,0,0,0,0,155,55,385,0,0,0,0,0,0,0,0,0,50,64,447
2,2013,'842489090',606,NO,KG,201,90,717,200,58,215,0,0,0,0,0,0,0,0,0,1,32,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'842490010',103,  ,KG,0,131731,217201,0,10326,17418,0,12599,19909,0,10087,15789,0,11995,16566,0,13350,24368,0,8621,12585,0,15853,24845,0,9508,16862,0,12708,18263,0,12797,23105,0,4780,8770,0,9107,18721
2,2013,'842490010',105,  ,KG,0,1446997,1208753,0,163289,129942,0,82522,67545,0,167196,109898,0,130241,79715,0,115059,74545,0,125915,92154,0,168633,137430,0,90260,81402,0,108437,115553,0,96120,90350,0,86103,114785,0,113222,115434
2,2013,'842490010',106,  ,KG,0,155197,243474,0,10353,13819,0,9981,14900,0,27045,23589,0,16563,24185,0,6643,21110,0,20441,19346,0,15385,27125,0,12014,19346,0,7042,19700,0,10697,21222,0,14147,21269,0,4886,17863
2,2013,'842490010',108,  ,KG,0,146,6538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,883,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4841,0,68,814
2,2013,'842490010',110,  ,KG,0,240912,285801,0,16609,24353,0,20943,26679,0,15362,18040,0,18957,25309,0,24064,32762,0,16951,23243,0,32774,32606,0,19574,19513,0,5414,7136,0,36403,42477,0,23270,21326,0,10591,12357
2,2013,'842490010',111,  ,KG,0,10261,13624,0,0,0,0,0,0,0,1000,5183,0,87,280,0,0,0,0,0,0,0,205,312,0,1200,1212,0,1202,1431,0,1800,1823,0,0,0,0,4767,3383
2,2013,'842490010',112,  ,KG,0,117,5087,0,64,299,0,1,300,0,12,494,0,18,764,0,6,751,0,0,0,0,0,0,0,0,0,0,0,0,0,8,246,0,8,2233,0,0,0
2,2013,'842490010',113,  ,KG,0,96,269,0,0,0,0,0,0,0,0,0,0,96,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'842490010',117,  ,KG,0,260,6707,0,0,0,0,0,0,0,1,1003,0,0,0,0,0,0,0,0,0,0,3,753,0,12,1698,0,100,1796,0,10,559,0,134,898,0,0,0
2,2013,'842490010',118,  ,KG,0,913,1307,0,0,0,0,0,0,0,900,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,421,0,0,0,0,12,345,0,0,0
2,2013,'842490010',123,  ,KG,0,409,2894,0,50,436,0,5,202,0,29,465,0,0,0,0,240,232,0,20,712,0,10,215,0,0,0,0,42,212,0,0,0,0,0,0,0,13,420
2,2013,'842490010',143,  ,KG,0,189,4915,0,5,498,0,1,264,0,150,610,0,2,375,0,2,229,0,4,292,0,9,900,0,1,417,0,7,385,0,3,289,0,3,204,0,2,452
2,2013,'842490010',202,  ,KG,0,12344,216174,0,6,527,0,0,0,0,15,922,0,1685,1742,0,348,420,0,10,527,0,0,0,0,516,420,0,930,1644,0,6720,48972,0,55,2869,0,2059,158131
2,2013,'842490010',203,  ,KG,0,2988,63235,0,136,3100,0,272,7069,0,127,3762,0,579,4961,0,273,10152,0,51,2305,0,676,9150,0,213,5616,0,226,4062,0,109,3659,0,167,4084,0,159,5315
2,2013,'842490010',204,  ,KG,0,2416,32934,0,122,1497,0,0,283,0,1975,15858,0,100,8104,0,0,239,0,200,4038,0,0,0,0,2,408,0,7,1537,0,4,488,0,6,482,0,0,0
2,2013,'842490010',205,  ,KG,0,7835,54039,0,499,3988,0,436,4573,0,284,6032,0,201,3602,0,864,4837,0,920,3699,0,2387,4973,0,1225,3584,0,145,2481,0,231,4715,0,526,6075,0,117,5480
2,2013,'842490010',207,  ,KG,0,10731,33147,0,666,1562,0,1311,4334,0,113,3213,0,1893,5422,0,1004,3447,0,6,885,0,1193,1015,0,732,4390,0,63,2480,0,2538,3725,0,1207,1895,0,5,779
2,2013,'842490010',208,  ,KG,0,294,5123,0,0,0,0,0,0,0,25,388,0,24,596,0,0,0,0,65,734,0,107,1211,0,32,452,0,7,380,0,23,1107,0,11,255,0,0,0
2,2013,'842490010',210,  ,KG,0,740,134997,0,18,4456,0,97,7874,0,45,2129,0,95,10762,0,13,8163,0,36,6134,0,104,25881,0,25,7885,0,73,15624,0,115,13791,0,15,19871,0,104,12427
2,2013,'842490010',213,  ,KG,0,80649,690627,0,3712,38752,0,3275,51454,0,4188,47616,0,10077,64507,0,8547,60812,0,7453,58162,0,5826,57455,0,15186,108074,0,5309,43725,0,6978,67923,0,8339,58670,0,1759,33477
2,2013,'842490010',215,  ,KG,0,17517,71684,0,3850,8457,0,4757,13158,0,529,4864,0,525,5745,0,1911,3621,0,677,4954,0,1464,4112,0,1604,4784,0,333,3865,0,426,7948,0,1161,5636,0,280,4540
2,2013,'842490010',218,  ,KG,0,1394,15552,0,67,474,0,60,1912,0,103,1179,0,127,1305,0,236,1899,0,53,401,0,49,258,0,137,2364,0,326,3242,0,44,677,0,67,734,0,125,1107
2,2013,'842490010',220,  ,KG,0,56067,158097,0,4498,12892,0,4757,10616,0,1522,4406,0,3572,10726,0,9876,28014,0,1462,5219,0,3970,11850,0,7851,19590,0,8839,23379,0,1447,7223,0,4053,11059,0,4220,13123
2,2013,'842490010',222,  ,KG,0,614,5847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3097,0,0,0,0,85,1357,0,500,1393
2,2013,'842490010',225,  ,KG,0,159,3355,0,23,1206,0,0,0,0,33,382,0,60,556,0,11,359,0,0,0,0,15,215,0,12,215,0,0,0,0,0,0,0,5,422,0,0,0
2,2013,'842490010',227,  ,KG,0,3938,5751,0,0,0,0,0,0,0,0,0,0,317,682,0,0,0,0,95,643,0,0,0,0,337,397,0,0,0,0,3101,3642,0,88,387,0,0,0
2,2013,'842490010',228,  ,KG,0,14,352,0,0,0,0,14,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'842490010',234,  ,KG,0,116,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,39,393,0,77,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'842490010',242,  ,KG,0,2607,7802,0,0,0,0,0,0,0,0,0,0,700,1707,0,395,1513,0,236,671,0,526,1577,0,0,0,0,0,0,0,750,2334,0,0,0,0,0,0
2,2013,'842490010',245,  ,KG,0,7203,19674,0,0,0,0,0,0,0,180,618,0,0,0,0,81,851,0,836,1402,0,1271,5873,0,1848,3563,0,0,0,0,97,277,0,1706,4387,0,1184,2703
2,2013,'842490010',302,  ,KG,0,699,17555,0,17,1146,0,155,1926,0,6,1067,0,13,973,0,1,228,0,188,3812,0,1,674,0,78,2066,0,198,2312,0,0,0,0,32,2432,0,10,919
2,2013,'842490010',304,  ,KG,0,88194,1553680,0,5238,115541,0,5485,100378,0,6294,111775,0,6469,118063,0,5955,107612,0,6318,108583,0,7788,167401,0,4486,108137,0,10659,140591,0,9187,140788,0,13005,190040,0,7310,144771
2,2013,'842490010',305,  ,KG,0,704,3029,0,0,0,0,0,0,0,0,0,0,237,828,0,0,0,0,0,0,0,400,1516,0,0,0,0,0,0,0,50,379,0,17,306,0,0,0
2,2013,'842490010',410,  ,KG,0,4441,19185,0,252,968,0,327,2105,0,364,1076,0,448,2056,0,702,2403,0,448,2426,0,527,2315,0,508,1868,0,131,1230,0,454,1597,0,280,1141,0,0,0
2,2013,'842490010',601,  ,KG,0,4008,6778,0,0,0,0,0,0,0,90,1507,0,1066,1105,0,129,1526,0,1718,1237,0,1005,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'842490090',103,  ,KG,0,199041,211616,0,14716,17962,0,9240,15190,0,16533,23889,0,30093,19002,0,16487,15061,0,34112,25169,0,11951,13663,0,20227,17717,0,7523,11433,0,14703,16689,0,7145,13096,0,16311,22745
2,2013,'842490090',105,  ,KG,0,1088781,999071,0,70972,57018,0,52998,45654,0,89586,67022,0,110650,93789,0,109573,102904,0,68599,78600,0,74023,80541,0,74588,76094,0,73800,59524,0,66196,82692,0,162252,115918,0,135544,139315
2,2013,'842490090',106,  ,KG,0,355030,300123,0,30561,22606,0,17151,13448,0,29220,22569,0,39190,33176,0,32445,31217,0,40818,38026,0,25322,22534,0,13769,13356,0,18603,17281,0,43852,27425,0,30701,25133,0,33398,33352
2,2013,'842490090',108,  ,KG,0,32,718,0,0,0,0,0,0,0,25,306,0,0,0,0,7,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'842490090',110,  ,KG,0,27631,18106,0,4839,3894,0,472,1125,0,1020,2433,0,1357,3059,0,0,0,0,4099,2623,0,0,0,0,11264,2080,0,0,0,0,0,0,0,0,0,0,4580,2892
2,2013,'842490090',111,  ,KG,0,170012,280172,0,17095,26592,0,10092,17466,0,25552,39970,0,14438,26286,0,23307,39182,0,5453,11060,0,11034,17438,0,17024,27611,0,19634,30491,0,6195,10412,0,6600,11387,0,13588,22277
2,2013,'842490090',112,  ,KG,0,222,12470,0,0,0,0,13,1157,0,5,1382,0,45,1544,0,0,0,0,39,1877,0,43,1890,0,0,0,0,27,1619,0,19,836,0,5,1002,0,26,1163
2,2013,'842490090',113,  ,KG,0,25,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,267,0,25,209,0,0,0,0,0,0,0,0,0
2,2013,'842490090',117,  ,KG,0,35207,183632,0,3083,15344,0,3002,14777,0,2429,12420,0,3914,22401,0,1107,5987,0,3164,16221,0,4918,24334,0,1644,8380,0,5076,26980,0,2825,14554,0,1775,10166,0,2270,12068
2,2013,'842490090',118,  ,KG,0,104837,79082,0,10771,6553,0,6749,4301,0,11520,7521,0,7964,5197,0,6364,5677,0,5347,3607,0,8822,8038,0,2763,1875,0,5616,3923,0,6344,6877,0,12807,10058,0,19770,15455
2,2013,'842490090',123,  ,KG,0,13127,5632,0,9242,2383,0,6,264,0,14,226,0,10,203,0,0,0,0,0,0,0,0,0,0,0,0,0,31,239,0,0,0,0,0,0,0,3824,2317
2,2013,'842490090',143,  ,KG,0,76167,80813,0,240,545,0,6700,6938,0,1050,1433,0,1129,3701,0,11731,11790,0,1617,5120,0,3359,5093,0,12881,13807,0,6573,4954,0,383,1741,0,17733,17758,0,12771,7933
2,2013,'842490090',202,  ,KG,0,759,7015,0,0,0,0,163,228,0,1,407,0,16,542,0,0,0,0,1,864,0,0,0,0,558,3063,0,0,0,0,0,0,0,20,1911,0,0,0
2,2013,'842490090',203,  ,KG,0,1390,16402,0,0,0,0,5,492,0,324,5134,0,0,0,0,191,1058,0,0,0,0,20,1021,0,26,1161,0,3,264,0,658,5920,0,161,746,0,2,606
2,2013,'842490090',204,  ,KG,0,2592,23276,0,176,2469,0,712,4336,0,9,1248,0,0,0,0,122,2123,0,154,1614,0,7,1396,0,1153,1159,0,5,1330,0,167,3096,0,82,3676,0,5,829
2,2013,'842490090',205,  ,KG,0,5178,31868,0,399,1011,0,366,1975,0,834,6626,0,929,3033,0,80,4524,0,470,2858,0,27,959,0,447,2413,0,619,2226,0,29,1868,0,496,2943,0,482,1432
2,2013,'842490090',206,  ,KG,0,40,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,292,0,0,0,0,0,0
2,2013,'842490090',207,  ,KG,0,4393,19769,0,259,1791,0,13,628,0,755,2203,0,280,3592,0,0,0,0,111,2251,0,405,3733,0,161,954,0,2254,2780,0,21,446,0,65,719,0,69,672
2,2013,'842490090',208,  ,KG,0,99,2577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2232,0,0,0,0,27,345,0,0,0
2,2013,'842490090',210,  ,KG,0,8434,34545,0,3232,1753,0,216,1470,0,114,3092,0,1020,1875,0,1666,21026,0,16,2262,0,1,244,0,0,0,0,0,0,0,44,756,0,197,1027,0,1928,1040
2,2013,'842490090',213,  ,KG,0,35957,294755,0,1384,11792,0,6080,41878,0,2789,18110,0,3655,30593,0,598,12607,0,1799,18552,0,2362,26905,0,2173,20922,0,2204,18048,0,7517,54137,0,2251,16943,0,3145,24268
2,2013,'842490090',215,  ,KG,0,13239,87837,0,96,2134,0,248,1821,0,807,11204,0,252,3320,0,6224,14536,0,88,6887,0,488,4436,0,231,5510,0,642,8253,0,526,2331,0,1247,12145,0,2390,15260
2,2013,'842490090',218,  ,KG,0,246,3340,0,0,0,0,28,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,832,0,0,0,0,27,303,0,14,901,0,93,1003
2,2013,'842490090',220,  ,KG,0,69456,159675,0,6156,16726,0,2014,6083,0,1473,7566,0,6274,10806,0,9514,18832,0,8982,23222,0,8502,16288,0,4693,6543,0,3339,9302,0,6718,12307,0,10069,23595,0,1722,8405
2,2013,'842490090',223,  ,KG,0,2702,63511,0,0,0,0,0,0,0,156,362,0,6,1496,0,0,0,0,0,0,0,0,0,0,0,0,0,1191,27150,0,688,17510,0,606,14596,0,55,2397
2,2013,'842490090',225,  ,KG,0,2578,9453,0,0,0,0,1805,5466,0,50,1000,0,0,0,0,0,0,0,292,780,0,395,539,0,1,1404,0,0,0,0,35,264,0,0,0,0,0,0
2,2013,'842490090',227,  ,KG,0,1774,4289,0,111,462,0,0,0,0,0,0,0,229,1036,0,0,0,0,166,316,0,110,203,0,748,1268,0,0,0,0,90,283,0,0,0,0,320,721
2,2013,'842490090',231,  ,KG,0,70,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,422
2,2013,'842490090',242,  ,KG,0,128,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,290
2,2013,'842490090',245,  ,KG,0,2573,5758,0,2057,3780,0,150,508,0,10,419,0,356,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'842490090',302,  ,KG,0,398,9912,0,0,0,0,2,267,0,2,355,0,1,208,0,0,201,0,25,804,0,22,5055,0,0,0,0,181,731,0,9,627,0,146,362,0,10,1302
2,2013,'842490090',304,  ,KG,0,28082,282589,0,862,11567,0,2073,21469,0,2029,27394,0,5509,30842,0,5344,54692,0,1607,19535,0,3314,32868,0,1967,17580,0,2647,25064,0,396,10412,0,1377,20098,0,957,11068
2,2013,'842490090',305,  ,KG,0,10514,73019,0,385,2194,0,581,1972,0,963,6886,0,628,3375,0,2598,19316,0,1641,9593,0,1050,10040,0,624,6101,0,760,5885,0,794,3480,0,220,1262,0,270,2915
2,2013,'842490090',501,  ,KG,0,8,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'842490090',601,  ,KG,0,5657,11611,0,69,733,0,0,0,0,0,0,0,102,925,0,680,1741,0,211,1602,0,1788,390,0,0,0,0,0,0,0,1290,2236,0,89,2152,0,1428,1832
2,2013,'842511000',103,NO,KG,449,332930,232523,27,31176,23554,30,26801,14881,34,26779,21686,27,17508,13168,33,30783,21990,40,40727,28115,49,34294,21214,17,24051,14152,32,31070,21795,105,29080,21625,31,22575,18074,24,18086,12269
2,2013,'842511000',105,NO,KG,6047,1315987,756824,416,91028,50433,404,90957,46831,613,134761,72312,1064,140581,76506,299,156740,91439,116,71050,42069,456,111140,57105,236,76957,46822,115,112518,62227,1478,146670,88790,160,77950,53106,690,105635,69184
2,2013,'842511000',106,NO,KG,102,3043,7012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,369,667,0,0,0,4,142,341,84,2429,5676,0,0,0,1,103,328,0,0,0
2,2013,'842511000',112,NO,KG,2,67,1222,0,0,0,0,0,0,1,10,470,0,0,0,0,0,0,0,0,0,1,57,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'842511000',123,NO,KG,1,75,303,0,0,0,0,0,0,0,0,0,1,75,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'842511000',204,NO,KG,5,1163,2905,2,161,353,0,0,0,0,0,0,3,1002,2552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'842511000',205,NO,KG,7,414,48072,1,50,22579,0,0,0,0,0,0,0,0,0,2,120,6192,0,0,0,0,0,0,2,150,12403,0,0,0,1,24,1764,0,0,0,1,70,5134
2,2013,'842511000',207,NO,KG,25,2779,19892,0,0,0,0,0,0,0,0,0,0,0,0,25,2779,19892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'842511000',208,NO,KG,4,550,2128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,198,1111,0,0,0,2,352,1017,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'842511000',210,NO,KG,1,64,289,0,0,0,0,0,0,0,0,0,0,0,0,1,64,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'842511000',213,NO,KG,37,45262,49365,1,6050,4511,0,0,0,1,6900,5024,5,6389,5130,3,336,463,0,0,0,6,626,3078,3,8840,10351,7,1150,3981,10,8721,11416,1,6250,5411,0,0,0
2,2013,'842511000',215,NO,KG,2,61,747,0,0,0,0,0,0,0,0,0,2,61,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'842511000',220,NO,KG,7,332,69743,0,0,0,2,170,55116,0,0,0,0,0,0,0,0,0,0,0,0,1,42,14368,4,120,259,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'842511000',222,NO,KG,407,216686,380354,15,9204,14883,56,29524,51454,5,1237,2373,130,55683,97144,43,26708,45870,33,19954,35546,18,12456,21191,10,7480,12901,14,10472,18055,10,7480,13112,42,20060,37434,31,16428,30391
2,2013,'842511000',304,NO,KG,453,51152,560572,111,7861,25913,6,80,946,8,199,818,214,11435,43725,2,73,1234,9,26386,57854,18,1205,383462,3,514,3587,0,0,0,26,1100,12466,31,1412,5138,25,887,25429
2,2013,'842511000',601,NO,KG,3,40,367,0,0,0,3,40,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'842519000',103,NO,KG,132,21134,31729,0,0,0,15,3467,4411,25,5345,7893,9,1230,1966,3,620,665,18,2047,3477,25,3380,3767,4,530,815,2,580,1044,29,3680,7219,1,125,268,1,130,204
2,2013,'842519000',105,NO,KG,115697,1144161,567606,11101,90937,43588,9342,89016,44097,8897,94517,44262,9726,100269,44701,11967,95957,60072,7990,83978,42451,17590,186638,81579,5682,53016,34996,9229,95636,50555,5121,69482,30875,12528,132292,62394,6524,52423,28036
2,2013,'842519000',106,NO,KG,7256,9399,9139,406,265,664,2000,1583,814,2310,2205,1707,200,93,220,0,0,0,300,2610,2910,20,530,928,0,0,0,0,0,0,0,0,0,2000,1583,936,20,530,960
2,2013,'842519000',112,NO,KG,2,250,699,0,0,0,0,0,0,2,250,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'842519000',117,NO,KG,8060,17796,44938,1380,3088,6443,540,864,2236,0,0,0,970,2052,5439,1420,3152,8570,2330,5488,13980,1420,3152,8270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013,'842519000',202,NO,KG,60,308,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,230,643,0,0,0,0,0,0,40,78,382
2,2013,'842519000',203,NO,KG,2,47,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47,786,0,0,0,0,0,0
