Exp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apl,Quantity2-Apl,Value-Apl,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2016,'930110000',203,NO,KG,24,240,96818,0,0,0,24,240,96818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2016,'930110000',225,NO,KG,6,90,12654,0,0,0,0,0,0,6,90,12654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2016,'930190000',208,NO,KG,2,14,2058,0,0,0,2,14,2058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2016,'930190000',213,NO,KG,2,20,2677,0,0,0,2,20,2677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2016,'930190000',220,NO,KG,10,34,1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,1414,1,3,232
2,2016,'930190000',304,NO,KG,123,750,46631,0,0,0,0,0,0,8,73,8954,7,35,2654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,636,34372,2,6,651
2,2016,'930200000',220,NO,KG,11,16,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,958,3,6,411
2,2016,'930320000',208,NO,KG,80,273,6338,0,0,0,0,0,0,30,97,2416,0,0,0,50,176,3922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2016,'930320000',213,NO,KG,2,23,634,0,0,0,0,0,0,0,0,0,0,0,0,1,8,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,280,0,0,0
2,2016,'930320000',217,NO,KG,94,436,8140,0,0,0,0,0,0,54,265,4772,0,0,0,0,0,0,0,0,0,0,0,0,20,72,1772,0,0,0,0,0,0,0,0,0,20,99,1596
2,2016,'930320000',220,NO,KG,711,2921,157889,12,44,3858,42,167,20744,31,158,7334,31,143,11884,79,346,22108,121,474,19001,46,145,6249,83,373,17289,32,152,10229,58,266,14593,73,250,10180,103,403,14420
2,2016,'930320000',304,NO,KG,478,1663,27786,21,103,2332,78,272,4395,8,34,428,26,67,1403,0,0,0,57,197,2816,31,137,1763,20,24,835,94,340,4656,29,53,2527,114,436,6631,0,0,0
2,2016,'930330000',203,NO,KG,75,204,3811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,204,3811,0,0,0
2,2016,'930330000',205,NO,KG,2,10,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,590,0,0,0,0,0,0
2,2016,'930330000',208,NO,KG,93,365,8381,0,0,0,0,0,0,80,277,7194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,88,1187
2,2016,'930330000',213,NO,KG,85,436,19151,8,48,2535,1,5,249,13,55,2276,12,49,2666,6,32,1885,16,72,3426,9,39,1188,4,19,959,6,21,910,2,20,706,7,70,2071,1,6,280
2,2016,'930330000',215,NO,KG,25,166,13378,5,25,2340,5,20,2999,3,18,1962,1,5,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,70,3417,1,10,541,3,18,1820
2,2016,'930330000',220,NO,KG,4,14,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,377
2,2016,'930330000',222,NO,KG,114,653,15014,24,351,3625,1,5,215,0,0,0,3,12,503,16,57,2270,9,33,1098,0,0,0,29,89,3242,5,17,467,0,0,0,6,24,902,21,65,2692
