Exp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apl,Quantity2-Apl,Value-Apl,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2010,'280120000',409,  ,KG,0,156600,382961,0,0,0,0,7000,17212,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,2457,0,0,0,0,97600,237075,0,20000,50999,0,1000,2222,0,30000,72996
2,2010,'280130000',143,  ,KG,0,2373440,557751,0,106200,24957,0,212380,49908,0,371720,87353,0,328900,77291,0,207400,48738,0,371700,87349,0,0,0,0,0,0,0,283180,66546,0,247820,58237,0,70800,16638,0,173340,40734
2,2010,'280130000',304,  ,KG,0,33,300,0,0,0,0,0,0,0,0,0,0,33,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2010,'280200000',103,  ,KG,0,1757600,63845,0,264000,8112,0,139200,5267,0,128000,4849,0,109600,4181,0,141600,5474,0,157600,5981,0,109600,4121,0,155200,5704,0,128000,4758,0,155200,5548,0,128000,4643,0,141600,5207
2,2010,'280200000',210,  ,KG,0,79181,19798,0,0,0,0,11650,2768,0,0,0,0,12990,3097,0,10578,2553,0,5263,1244,0,0,0,0,14068,3665,0,3412,1006,0,3974,995,0,11960,3148,0,5286,1322
2,2010,'280200000',213,  ,KG,0,7500,2959,0,0,0,0,1500,591,0,0,0,0,1500,592,0,0,0,0,1500,592,0,0,0,0,0,0,0,1500,592,0,0,0,0,0,0,0,1500,592
2,2010,'280300000',103,  ,KG,0,23466715,2752008,0,2496940,290788,0,1777518,234525,0,1961310,224531,0,1987541,237484,0,1306630,167727,0,2518577,299164,0,1618751,190617,0,2443178,280680,0,2190252,246234,0,1539767,175175,0,1771651,200304,0,1854600,204779
2,2010,'280300000',105,  ,KG,0,12410720,1447798,0,839720,83422,0,1269000,130602,0,1814200,186514,0,790322,94660,0,517160,71187,0,917400,110666,0,984120,117120,0,953065,110784,0,1254700,148901,0,1124600,149096,0,1157900,136972,0,788533,107874
2,2010,'280300000',106,  ,KG,0,30400,4546,0,0,0,0,0,0,0,10000,1197,0,0,320,0,0,0,0,0,0,0,400,407,0,10000,1215,0,0,226,0,0,0,0,0,0,0,10000,1181
2,2010,'280300000',111,  ,KG,0,60094585,6730311,0,4226010,464533,0,4702570,509901,0,5805680,612770,0,4411210,482588,0,2736520,360980,0,5548760,620618,0,6335250,739762,0,5044840,528590,0,5781590,649602,0,5633890,611138,0,4890920,565813,0,4977345,584016
2,2010,'280300000',112,  ,KG,0,13650,4659,0,0,0,0,0,0,0,5200,1783,0,0,0,0,0,0,0,0,0,0,4550,1533,0,0,0,0,0,0,0,0,0,0,3900,1343,0,0,0
2,2010,'280300000',113,  ,KG,0,966650,102962,0,87550,9348,0,77700,8188,0,55100,5450,0,76000,8062,0,100950,10994,0,89800,10498,0,76200,8789,0,66100,7617,0,85700,8488,0,86800,9352,0,82950,8105,0,81800,8071
2,2010,'280300000',123,  ,KG,0,18487200,1735560,0,1974500,185597,0,1448700,130173,0,972400,91728,0,3607800,340374,0,313200,30113,0,2999300,288754,0,1165200,110198,0,1096000,106453,0,1587600,149112,0,1237800,116961,0,778600,68636,0,1306100,117461
