Exp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apr,Quantity2-Apr,Value-Apr,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2020,'160100000',103,  ,KG,0,6430,3871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3430,2064,0,0,0,0,3000,1807
2,2020,'160100000',105,  ,KG,0,6524300,3335384,0,888833,477153,0,360323,190838,0,529026,269887,0,653960,343147,0,413170,214946,0,467800,238910,0,556567,281246,0,454829,222192,0,580816,294241,0,583147,290933,0,474449,225970,0,561380,285921
2,2020,'160100000',106,  ,KG,0,117021,88265,0,24356,15962,0,10913,7460,0,12738,8867,0,7511,3890,0,4508,4980,0,14228,10400,0,0,0,0,7984,7266,0,18355,12558,0,6400,5824,0,5104,4645,0,4924,6413
2,2020,'160100000',111,  ,KG,0,6479748,4114764,0,452136,284143,0,641816,391839,0,554616,356983,0,566174,363405,0,630174,395544,0,554863,335206,0,477520,314861,0,424783,263122,0,616629,393669,0,542477,351396,0,520981,331568,0,497579,333028
2,2020,'160100000',113,  ,KG,0,17024,11556,0,3920,1274,0,0,0,0,2016,1612,0,0,0,0,2016,1569,0,2016,1621,0,0,0,0,3024,2332,0,0,0,0,0,0,0,1008,787,0,3024,2361
2,2020,'160100000',204,  ,KG,0,1305362,737905,0,21220,11416,0,51850,28176,0,55006,32684,0,421256,233889,0,80648,44414,0,146408,81179,0,218404,126547,0,83448,47372,0,28884,20380,0,45830,24609,0,99024,57902,0,53384,29337
2,2020,'160100000',210,  ,KG,0,100422,154962,0,3303,5441,0,4648,10728,0,14631,8533,0,1725,2065,0,4100,8209,0,5104,10316,0,6730,14752,0,4564,9696,0,12044,19223,0,15675,30801,0,22652,24069,0,5246,11129
2,2020,'160100000',213,  ,KG,0,792194,437664,0,12130,10034,0,79141,45772,0,62700,29988,0,113424,66664,0,114203,57711,0,158523,85285,0,93935,49625,0,43335,22769,0,78327,48639,0,21813,11434,0,1140,501,0,13523,9242
2,2020,'160100000',218,  ,KG,0,117631,185574,0,10167,14183,0,9346,14933,0,7572,10362,0,10309,14386,0,5488,7682,0,17284,24949,0,7165,11519,0,5530,8908,0,7334,13505,0,13713,23870,0,14401,25131,0,9322,16146
2,2020,'160100000',220,  ,KG,0,721937,914006,0,60957,68258,0,41807,51526,0,75483,82046,0,98761,95249,0,31421,45915,0,67712,92564,0,63600,85831,0,39155,49518,0,49312,69838,0,80256,96578,0,57944,85214,0,55529,91469
2,2020,'160100000',222,  ,KG,0,176,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,247,0,0,0,0,0,0,0,0,0
2,2020,'160100000',224,  ,KG,0,1422,1397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,891,0,706,506,0,0,0
2,2020,'160100000',225,  ,KG,0,261286,203963,0,40853,27927,0,0,0,0,36925,25629,0,6782,5216,0,16927,14165,0,36416,27297,0,38367,29026,0,13435,11569,0,20260,17632,0,20000,17167,0,13371,11532,0,17950,16803
2,2020,'160100000',234,  ,KG,0,7996,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3427,461,0,0,0,0,0,0,0,0,0,0,4569,604,0,0,0,0,0,0
2,2020,'160100000',302,  ,KG,0,220634,153586,0,0,0,0,27000,18974,0,25166,20205,0,18000,11524,0,18000,11395,0,18000,12039,0,18000,11899,0,18000,11833,0,42468,31396,0,0,0,0,18000,12073,0,18000,12248
2,2020,'160100000',304,  ,KG,0,7770711,4799102,0,665272,425348,0,605256,365790,0,909911,548114,0,993552,608825,0,513264,307732,0,701190,401523,0,492987,314679,0,498797,310813,0,513424,330179,0,616926,411400,0,546229,352339,0,713903,422360
2,2020,'160100000',410,  ,KG,0,5017845,1934061,0,560222,223039,0,314106,122664,0,489783,189372,0,639372,236911,0,540953,203714,0,382653,145226,0,504274,200922,0,521655,210313,0,344829,136371,0,237956,88270,0,304684,120070,0,177358,57189
2,2020,'160100000',601,  ,KG,0,43053,25247,0,10724,6502,0,864,738,0,10745,6389,0,9860,5022,0,0,0,0,0,0,0,0,0,0,1000,850,0,0,0,0,9860,5746,0,0,0,0,0,0
2,2020,'160220010',117,  ,KG,0,816,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,480,0,0,0
2,2020,'160220010',210,  ,KG,0,3864,5143,0,439,537,0,396,518,0,0,0,0,424,607,0,428,551,0,0,0,0,251,407,0,0,0,0,280,359,0,1178,1526,0,0,0,0,468,638
2,2020,'160220010',218,  ,KG,0,39839,26380,0,0,0,0,0,0,0,3801,1827,0,0,0,0,15482,10325,0,3767,1828,0,3343,1979,0,1380,735,0,0,0,0,0,0,0,0,0,0,12066,9686
