wwExp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apl,Quantity2-Apl,Value-Apl,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2015,'870829000',234,  ,KG,0,170799,510842,0,6693,14473,0,3828,9166,0,10361,23090,0,8011,15473,0,31033,95849,0,19020,91804,0,11184,36385,0,19093,46151,0,18280,54701,0,19999,47571,0,13718,52077,0,9579,24102
2,2015,'870829000',235,  ,KG,0,181,1773,0,0,0,0,12,531,0,17,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,279,0,0,0,0,0,0,0,37,206
2,2015,'870829000',241,  ,KG,0,110,1362,0,12,244,0,0,0,0,0,0,0,28,630,0,0,0,0,0,0,0,40,244,0,0,0,0,0,0,0,0,0,0,0,0,0,30,244
2,2015,'870829000',242,  ,KG,0,4873,32082,0,2170,5691,0,0,0,0,294,2001,0,1428,3923,0,28,741,0,113,2307,0,51,1066,0,178,3771,0,237,1589,0,282,6385,0,61,3103,0,31,1505
2,2015,'870829000',245,  ,KG,0,30745,150125,0,2343,9036,0,2231,9526,0,2380,11523,0,1545,8263,0,1911,10112,0,1885,10952,0,1461,11042,0,2463,12117,0,2826,13343,0,3384,20360,0,3598,20661,0,4718,13190
2,2015,'870829000',246,  ,KG,0,27924,141223,0,2646,14512,0,2224,9285,0,2506,12669,0,2481,13097,0,1707,7830,0,2508,11678,0,2624,13603,0,2109,9140,0,1963,10056,0,1830,8853,0,2709,16158,0,2617,14342
2,2015,'870829000',302,  ,KG,0,333521,833338,0,23870,108639,0,24322,58763,0,33122,99131,0,24772,56511,0,15113,41085,0,14838,53425,0,11825,26598,0,29000,53535,0,40621,71563,0,42397,93158,0,43409,73069,0,30232,97861
2,2015,'870829000',304,  ,KG,0,2639401,8697587,0,202205,733432,0,189330,623597,0,240582,714187,0,168939,526731,0,170764,441344,0,217600,713307,0,180932,662720,0,230932,906723,0,259827,733912,0,257567,913447,0,295477,947698,0,225246,780489
2,2015,'870829000',305,  ,KG,0,3092578,4609346,0,66938,228545,0,94523,221511,0,81927,198295,0,88191,183067,0,40102,113992,0,66095,159162,0,94297,202675,0,186733,334009,0,614937,761587,0,608480,797524,0,565583,700467,0,584772,708512
2,2015,'870829000',307,  ,KG,0,75,474,0,0,0,0,0,0,0,0,0,0,0,0,0,75,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2015,'870829000',311,  ,KG,0,80,244,0,0,0,0,0,0,0,0,0,0,80,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2015,'870829000',410,  ,KG,0,11797,121082,0,2813,6845,0,282,4714,0,3587,24665,0,218,4831,0,206,3170,0,282,6881,0,1362,27441,0,670,18822,0,1615,7164,0,316,7775,0,367,3903,0,79,4871
2,2015,'870829000',413,  ,KG,0,1742,40925,0,106,3868,0,224,6069,0,0,0,0,0,0,0,18,653,0,531,7160,0,482,9184,0,90,4687,0,81,5946,0,210,3358,0,0,0,0,0,0
2,2015,'870829000',504,  ,KG,0,37,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2015,'870829000',546,  ,KG,0,261,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,275,0,0,0,0,0,0
2,2015,'870829000',551,  ,KG,0,156880,192532,0,19003,21325,0,5909,9390,0,12884,17359,0,12421,14961,0,20381,20286,0,8327,8428,0,17827,20016,0,12368,16965,0,16113,21795,0,12880,18495,0,12228,16141,0,6539,7371
2,2015,'870829000',601,  ,KG,0,9651,51907,0,100,237,0,997,2103,0,586,1527,0,1606,5658,0,180,1646,0,1141,2520,0,106,1236,0,510,2648,0,1228,1751,0,256,4099,0,2070,25595,0,871,2887
2,2015,'870829000',606,  ,KG,0,1075,3912,0,0,0,0,73,313,0,25,233,0,144,540,0,347,707,0,0,0,0,294,947,0,103,504,0,6,390,0,83,278,0,0,0,0,0,0
2,2015,'870830010',103,  ,KG,0,27152,27732,0,0,0,0,266,391,0,645,1153,0,860,1540,0,105,270,0,10859,10459,0,7066,6666,0,7066,6670,0,123,255,0,0,0,0,162,328,0,0,0
2,2015,'870830010',105,  ,KG,0,713616,601865,0,59554,47962,0,52669,35660,0,89381,74698,0,36088,36525,0,83700,41973,0,58386,35054,0,60129,56563,0,70740,53870,0,33678,35660,0,38736,46720,0,52329,61776,0,78226,75404
2,2015,'870830010',106,  ,KG,0,43385,44013,0,3835,4406,0,2353,2566,0,5088,5391,0,2879,2763,0,4668,4230,0,2001,2281,0,4710,4943,0,3601,3239,0,4951,4730,0,2006,2295,0,3538,3571,0,3755,3598
2,2015,'870830010',108,  ,KG,0,992,1432,0,0,0,0,0,0,0,0,0,0,992,1432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2015,'870830010',111,  ,KG,0,119287,142007,0,12191,15152,0,3177,4523,0,8385,9754,0,2482,3271,0,4644,7107,0,9012,16325,0,5178,10117,0,11929,14323,0,18197,16680,0,22654,22448,0,15929,13930,0,5509,8377
2,2015,'870830010',118,  ,KG,0,114,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,255
2,2015,'870830010',123,  ,KG,0,161950,83462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,826,0,0,0,0,57885,29593,0,72029,36845,0,31770,16198
2,2015,'870830010',205,  ,KG,0,209516,191413,0,15736,14887,0,23291,19323,0,9724,9155,0,15905,14065,0,19258,17309,0,4908,5318,0,19182,17817,0,41891,38031,0,676,1444,0,16521,14481,0,25758,23592,0,16666,15991
2,2015,'870830010',207,  ,KG,0,616,2564,0,0,0,0,0,0,0,0,0,0,0,0,0,72,492,0,108,521,0,130,385,0,92,340,0,75,248,0,0,0,0,69,375,0,70,203
2,2015,'870830010',208,  ,KG,0,441,576,0,0,0,0,0,0,0,441,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2015,'870830010',210,  ,KG,0,21370,69131,0,3108,12966,0,2481,8908,0,2618,7466,0,2213,5882,0,4601,14799,0,778,2135,0,954,2264,0,564,2376,0,1068,4087,0,1486,3598,0,945,3102,0,554,1548
2,2015,'870830010',213,  ,KG,0,42856,143605,0,4294,13439,0,3750,14084,0,3437,11882,0,3526,10562,0,5255,14841,0,3914,13192,0,3287,11508,0,5197,17025,0,2368,7221,0,2241,7104,0,3689,15469,0,1898,7278
2,2015,'870830010',218,  ,KG,0,26806,78341,0,4658,12398,0,1652,5484,0,2355,6073,0,1783,5224,0,1889,6275,0,2415,7927,0,1668,4640,0,2985,9396,0,1488,4371,0,1775,5318,0,3073,8492,0,1065,2743
2,2015,'870830010',220,  ,KG,0,127975,247642,0,7539,17277,0,11247,18960,0,9635,20418,0,13997,24121,0,11147,24957,0,6786,17318,0,9568,16928,0,15887,27607,0,12326,21768,0,11763,21869,0,8330,20179,0,9750,16240
2,2015,'870830010',223,  ,KG,0,569,373,0,0,0,0,0,0,0,0,0,0,0,0,0,569,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2015,'870830010',231,  ,KG,0,9590,17545,0,1348,2859,0,0,0,0,527,1175,0,644,1591,0,1209,1886,0,383,881,0,1103,1692,0,1102,1681,0,576,1127,0,1367,1957,0,295,687,0,1036,2009
2,2015,'870830010',245,  ,KG,0,6098,11403,0,156,434,0,0,0,0,0,0,0,956,2246,0,0,0,0,1275,3000,0,44,269,0,2280,3141,0,0,0,0,1277,1942,0,0,0,0,110,371
2,2015,'870830010',304,  ,KG,0,41887,90927,0,4315,9366,0,2171,6195,0,3272,10187,0,3735,8323,0,2459,6983,0,2810,6062,0,2002,3846,0,3265,6946,0,3242,7222,0,5563,9895,0,8287,13188,0,766,2714
2,2015,'870830010',305,  ,KG,0,154,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,691,0,0,0,0,0,0
2,2015,'870830010',410,  ,KG,0,193,921,0,126,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,317,0,0,0,0,0,0,0,0,0
2,2015,'870830010',551,  ,KG,0,675,1569,0,490,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,185,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2015,'870830090',103,  ,KG,0,3286509,2663739,0,296486,238105,0,279221,200455,0,365295,267345,0,257315,203314,0,316226,272209,0,323893,328738,0,284135,233769,0,239504,176776,0,289302,227308,0,277522,219200,0,177602,151064,0,180008,145456
2,2015,'870830090',105,  ,KG,0,39339333,34939904,0,3684412,3345852,0,3418895,2996881,0,3373676,3154596,0,3143958,2655435,0,2958421,2702904,0,2982019,2854680,0,3419390,3140322,0,2921055,2618599,0,3664617,3063422,0,3297833,2801646,0,3348937,2923393,0,3126120,2682174
2,2015,'870830090',106,  ,KG,0,1338341,2011720,0,94604,147290,0,144658,202748,0,116139,165352,0,119769,189136,0,91412,148542,0,145809,204815,0,94640,131456,0,124906,196808,0,100901,145111,0,89491,143474,0,113581,190789,0,102431,146199
2,2015,'870830090',107,  ,KG,0,3074,7662,0,237,540,0,0,0,0,0,0,0,121,393,0,0,0,0,488,1155,0,636,1567,0,0,0,0,0,0,0,782,1953,0,810,2054,0,0,0
2,2015,'870830090',108,  ,KG,0,259,1580,0,0,0,0,0,0,0,0,0,0,0,0,0,100,225,0,33,239,0,0,0,0,0,0,0,38,284,0,47,550,0,41,282,0,0,0
2,2015,'870830090',110,  ,KG,0,496115,468314,0,36086,25645,0,20802,23974,0,24838,22824,0,49518,31040,0,25954,24180,0,52656,63562,0,55866,42776,0,45366,48189,0,33669,34380,0,45451,47358,0,51922,60618,0,53987,43768
2,2015,'870830090',111,  ,KG,0,6579934,7148276,0,656223,616538,0,585621,650770,0,588486,693701,0,497047,572978,0,606675,658972,0,662004,730973,0,629466,701755,0,501783,621058,0,441700,478247,0,488760,519997,0,458790,492754,0,463379,410533
2,2015,'870830090',112,  ,KG,0,75401,138049,0,6957,12554,0,12013,21113,0,11036,19758,0,6537,12083,0,7711,14428,0,13970,26272,0,12638,23635,0,4539,8206,0,0,0,0,0,0,0,0,0,0,0,0
2,2015,'870830090',113,  ,KG,0,270993,245403,0,24514,18593,0,22362,19582,0,26236,24056,0,22558,20311,0,19972,16585,0,22880,21363,0,17876,18424,0,20391,18987,0,26318,22274,0,25890,22112,0,32366,34046,0,9630,9070
2,2015,'870830090',117,  ,KG,0,276322,1015827,0,115764,583031,0,57999,282201,0,115,230,0,5876,12502,0,12625,17621,0,12480,18543,0,11746,16053,0,12321,17344,0,12108,17679,0,12198,17934,0,11674,16313,0,11416,16376
2,2015,'870830090',118,  ,KG,0,758101,422153,0,52225,27490,0,39161,18479,0,79651,33056,0,13921,26687,0,39450,31821,0,36136,40346,0,63714,37332,0,40596,27932,0,124292,58540,0,80631,38664,0,106398,40503,0,81926,41303
2,2015,'870830090',123,  ,KG,0,955007,535308,0,40816,29411,0,48537,27813,0,70334,44001,0,139774,59204,0,194435,68303,0,72905,46115,0,61066,40404,0,30300,25695,0,46134,30361,0,75183,48264,0,115035,77975,0,60488,37762
2,2015,'870830090',147,  ,KG,0,12,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,203,0,0,0,0,0,0,0,0,0,0,0,0
2,2015,'870830090',202,  ,KG,0,6463,30685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632,8168,0,0,0,0,0,0,0,4831,22517
2,2015,'870830090',203,  ,KG,0,212745,413617,0,14314,30876,0,24627,45794,0,8008,16305,0,28993,54045,0,23896,41343,0,36416,70113,0,10244,18413,0,15105,28437,0,10066,25962,0,6556,12690,0,25319,52248,0,9201,17391
2,2015,'870830090',204,  ,KG,0,8490,10992,0,170,470,0,1172,1353,0,85,232,0,130,351,0,1692,1953,0,85,230,0,942,1393,0,0,0,0,2002,2431,0,90,234,0,0,0,0,2122,2345
2,2015,'870830090',205,  ,KG,0,171402,723201,0,13581,47927,0,8397,92493,0,6804,54716,0,14090,49967,0,22680,46016,0,26231,64124,0,18224,109740,0,6545,45867,0,8915,54473,0,7276,37993,0,27802,61900,0,10857,57985
2,2015,'870830090',207,  ,KG,0,1955,5881,0,0,0,0,268,463,0,0,0,0,668,996,0,173,851,0,241,769,0,68,546,0,90,284,0,69,512,0,345,1027,0,0,0,0,33,433
2,2015,'870830090',208,  ,KG,0,87980,322747,0,11124,42839,0,10673,39771,0,10723,38241,0,9414,36505,0,13197,49761,0,9612,36060,0,10777,36685,0,9345,33164,0,3110,9375,0,0,0,0,5,346,0,0,0
2,2015,'870830090',210,  ,KG,0,222074,758952,0,12072,22446,0,14548,27585,0,10008,50403,0,14582,32041,0,17468,97558,0,29231,124975,0,23809,92284,0,23972,92841,0,23366,60312,0,15808,52670,0,15032,55851,0,22178,49986
2,2015,'870830090',213,  ,KG,0,2310278,4443736,0,212041,357237,0,158697,293246,0,159506,271116,0,224095,356570,0,204373,387429,0,191459,351479,0,181849,350413,0,230679,413336,0,142588,379781,0,232120,451920,0,211241,470270,0,161630,360939
2,2015,'870830090',215,  ,KG,0,2837,14181,0,0,0,0,403,1999,0,736,4266,0,13,685,0,345,641,0,161,797,0,0,0,0,847,4199,0,0,0,0,0,0,0,161,810,0,171,784
2,2015,'870830090',217,  ,KG,0,326,4277,0,10,204,0,23,449,0,0,0,0,0,0,0,10,211,0,21,439,0,0,0,0,47,997,0,12,265,0,0,0,0,178,1191,0,25,521
2,2015,'870830090',218,  ,KG,0,502505,758242,0,74562,140010,0,31655,37760,0,47057,72604,0,29181,58241,0,54869,88696,0,42326,58765,0,54758,80140,0,38443,51470,0,26347,35741,0,34981,51648,0,42175,52019,0,26151,31148
2,2015,'870830090',220,  ,KG,0,1697002,3726081,0,135049,358203,0,138353,296601,0,153527,370714,0,125687,239309,0,152320,307220,0,141292,364407,0,136718,293506,0,145247,243518,0,200782,352944,0,72577,230814,0,213212,448982,0,82238,219863
2,2015,'870830090',223,  ,KG,0,2519496,999835,0,319655,107628,0,150188,64395,0,127096,82474,0,159061,60402,0,144629,62666,0,210095,91428,0,236151,91200,0,342581,119811,0,219263,70501,0,219807,84280,0,134535,74037,0,256435,91013
2,2015,'870830090',224,  ,KG,0,25,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,372,0,0,0,0,0,0
2,2015,'870830090',225,  ,KG,0,194,8090,0,38,4929,0,0,0,0,3,1732,0,0,0,0,0,0,0,0,0,0,73,504,0,0,0,0,0,0,0,80,925,0,0,0,0,0,0
2,2015,'870830090',227,  ,KG,0,1228,9598,0,4,276,0,0,0,0,456,1737,0,117,1020,0,390,3487,0,0,0,0,0,0,0,0,0,0,80,848,0,0,0,0,181,2230,0,0,0
2,2015,'870830090',230,  ,KG,0,330,635,0,0,0,0,0,0,0,328,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,353
2,2015,'870830090',231,  ,KG,0,16298,35843,0,1558,3717,0,0,0,0,613,2099,0,2503,5038,0,1890,2803,0,920,3466,0,1729,2360,0,537,1890,0,2546,6141,0,1182,3161,0,2628,4393,0,192,775
2,2015,'870830090',234,  ,KG,0,45085,200525,0,106,1583,0,71,1204,0,4583,7986,0,334,882,0,6465,106793,0,1295,3760,0,5567,13147,0,3920,15854,0,6158,20669,0,2154,6313,0,12927,17074,0,1505,5260
2,2015,'870830090',236,  ,KG,0,40,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2015,'870830090',242,  ,KG,0,49,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,436,0,0,0
2,2015,'870830090',243,  ,KG,0,5650,4154,0,0,0,0,667,458,0,498,372,0,0,0,0,291,213,0,432,338,0,769,544,0,655,490,0,993,721,0,0,0,0,926,711,0,419,307
2,2015,'870830090',245,  ,KG,0,72171,132580,0,2377,8303,0,1622,5778,0,13660,27471,0,6599,12680,0,3580,8512,0,4160,8573,0,11554,17753,0,12021,18942,0,4929,8310,0,2193,3407,0,6284,8091,0,3192,4760
2,2015,'870830090',246,  ,KG,0,594,2231,0,121,964,0,0,0,0,80,230,0,53,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,624
2,2015,'870830090',302,  ,KG,0,54428,48789,0,1437,3849,0,80,209,0,1557,3649,0,90,361,0,1189,2886,0,953,2825,0,741,1689,0,818,2095,0,304,1555,0,575,690,0,27454,17749,0,19230,11232
2,2015,'870830090',304,  ,KG,0,1475132,3542916,0,116561,355051,0,88738,221095,0,99368,268834,0,115792,248649,0,90971,244358,0,103243,193612,0,102840,228899,0,152062,380246,0,103275,260087,0,157131,388516,0,165760,297342,0,179391,456227
2,2015,'870830090',305,  ,KG,0,918410,597764,0,15112,23223,0,11562,17353,0,22887,37244,0,11428,16294,0,13798,20544,0,17307,28009,0,16076,26734,0,104074,52852,0,143483,91135,0,193452,110515,0,119336,64472,0,249895,109389
2,2015,'870830090',401,  ,KG,0,500,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,900,0,0,0,0,0,0,0,0,0
2,2015,'870830090',402,  ,KG,0,26,638,0,0,0,0,0,0,0,0,0,0,0,0,0,26,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2015,'870830090',410,  ,KG,0,266385,449553,0,23681,43803,0,17730,30554,0,14309,24890,0,58236,92149,0,1533,5815,0,21169,39129,0,28926,46629,0,12442,21429,0,25455,42389,0,25842,41500,0,35025,55247,0,2037,6019
2,2015,'870830090',413,  ,KG,0,648,3343,0,0,0,0,0,0,0,0,0,0,220,679,0,80,269,0,0,0,0,40,1415,0,0,0,0,308,980,0,0,0,0,0,0,0,0,0
2,2015,'870830090',506,  ,KG,0,41178,49890,0,4306,5357,0,2513,2766,0,3903,4825,0,4495,5247,0,1960,2349,0,6404,7702,0,2202,2603,0,4716,5621,0,1069,1373,0,3360,4704,0,2435,2729,0,3815,4614
2,2015,'870830090',551,  ,KG,0,4564,13005,0,74,325,0,0,0,0,338,923,0,330,1416,0,163,580,0,608,2151,0,501,1432,0,810,1886,0,237,669,0,234,755,0,402,946,0,867,1922
2,2015,'870830090',601,  ,KG,0,6743,12989,0,675,871,0,0,0,0,18,223,0,270,427,0,500,676,0,435,2273,0,975,2171,0,2610,4361,0,651,347,0,245,530,0,212,510,0,152,600
2,2015,'870840000',103,  ,KG,0,6589769,6888198,0,744483,695001,0,648668,606418,0,560750,589115,0,534293,588094,0,531428,531628,0,576074,598030,0,517853,616447,0,437299,445875,0,559938,552010,0,516846,593893,0,452170,503899,0,509967,567788
2,2015,'870840000',105,  ,KG,0,6814870,8459225,0,452204,536308,0,459191,565808,0,511327,612633,0,515925,600459,0,487055,588483,0,524649,698075,0,719831,800578,0,486390,560648,0,530631,657304,0,536156,635378,0,572403,624584,0,1019108,1578967
2,2015,'870840000',106,  ,KG,0,1659558,1325459,0,158394,114498,0,133104,113059,0,160870,127865,0,150168,119887,0,112891,88020,0,160716,122478,0,183414,139996,0,107388,79963,0,160114,139756,0,93259,92352,0,144592,116777,0,94648,70808
2,2015,'870840000',110,  ,KG,0,4015253,22905269,0,341260,1894998,0,402971,2446838,0,320077,1873014,0,369801,2009329,0,341525,1990256,0,337675,1955228,0,389147,2220362,0,246945,1407522,0,337096,1774224,0,355243,2209540,0,288636,1596794,0,284877,1527164
2,2015,'870840000',111,  ,KG,0,4986196,4138344,0,231025,198890,0,366438,279671,0,424753,349387,0,314503,293776,0,381017,353877,0,379293,364415,0,499066,424339,0,353172,284348,0,462511,361563,0,623566,446880,0,442239,346233,0,508613,434965
2,2015,'870840000',112,  ,KG,0,2218,6596,0,0,0,0,0,0,0,0,0,0,0,0,0,846,2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1372,3716,0,0,0
2,2015,'870840000',113,  ,KG,0,17311,36191,0,1590,1671,0,2737,3718,0,300,777,0,881,1851,0,0,0,0,1814,3959,0,1101,2368,0,1508,3363,0,1144,3324,0,2414,8157,0,2213,4354,0,1609,2649
2,2015,'870840000',117,  ,KG,0,809398,1241649,0,70762,107004,0,73606,109804,0,103277,168697,0,44519,62291,0,68752,112196,0,66180,112974,0,79364,130727,0,59351,83151,0,63516,95442,0,59657,88811,0,62148,88338,0,58266,82214
2,2015,'870840000',118,  ,KG,0,2134023,2098821,0,207934,217418,0,206641,221882,0,212193,230883,0,156690,172919,0,103588,108258,0,244166,162856,0,335146,251205,0,104592,100449,0,132894,156520,0,157390,172968,0,150476,164235,0,122313,139228
2,2015,'870840000',123,  ,KG,0,1375120,1999072,0,102789,119286,0,101084,119901,0,124507,175958,0,137477,217010,0,98625,134384,0,115359,146576,0,175965,288102,0,77706,108425,0,117962,172331,0,96920,120291,0,114058,158452,0,112668,238356
2,2015,'870840000',138,  ,KG,0,105,291,0,0,0,0,0,0,0,0,0,0,0,0,0,105,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2015,'870840000',141,  ,KG,0,1163,6264,0,0,0,0,75,535,0,84,589,0,212,1152,0,0,0,0,357,1869,0,112,568,0,276,1234,0,0,0,0,47,317,0,0,0,0,0,0
2,2015,'870840000',147,  ,KG,0,25000,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,2010,0,0,0
2,2015,'870840000',202,  ,KG,0,849,8475,0,35,319,0,0,0,0,0,0,0,48,428,0,22,214,0,17,213,0,25,262,0,0,0,0,48,376,0,29,461,0,0,0,0,625,6202
2,2015,'870840000',203,  ,KG,0,1366559,3108553,0,119980,257895,0,60632,136156,0,128043,285204,0,119922,264836,0,106518,230576,0,118615,265995,0,103165,330246,0,118911,252927,0,115765,273147,0,46066,136127,0,296623,602418,0,32319,73026
2,2015,'870840000',205,  ,KG,0,51595,713698,0,4868,113065,0,17431,119198,0,2378,101120,0,969,39377,0,1246,16763,0,1125,9864,0,1913,21294,0,2211,53020,0,1049,10882,0,5643,45871,0,8316,129601,0,4446,53643
2,2015,'870840000',207,  ,KG,0,599987,7030443,0,73335,907548,0,54101,992925,0,89767,1035983,0,74929,859335,0,66520,726739,0,37739,389212,0,33309,339914,0,27959,290967,0,45183,471979,0,32438,339964,0,29342,311485,0,35365,364392
2,2015,'870840000',208,  ,KG,0,1757,15032,0,169,999,0,19,207,0,0,0,0,80,816,0,2,289,0,144,1242,0,402,2603,0,21,297,0,327,1537,0,171,975,0,122,1828,0,300,4239
2,2015,'870840000',210,  ,KG,0,1500794,3123565,0,96546,197588,0,206944,401643,0,155892,308117,0,69976,149016,0,153135,312763,0,63378,135442,0,221998,470614,0,152093,316259,0,153769,326173,0,87049,203108,0,92971,199046,0,47043,103796
2,2015,'870840000',213,  ,KG,0,5884522,22595552,0,609250,2573291,0,393879,1837091,0,666648,2490406,0,419304,1689613,0,414517,1494531,0,434027,1873161,0,397149,1563674,0,528210,1712447,0,548715,2011111,0,494310,1782022,0,478242,1746816,0,500271,1821389
2,2015,'870840000',215,  ,KG,0,292,4231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,4231
2,2015,'870840000',218,  ,KG,0,3031992,5963380,0,161237,346087,0,300180,581155,0,161762,315484,0,216473,390974,0,275153,562514,0,251296,450493,0,250063,468962,0,290362,548831,0,223701,424430,0,376060,667924,0,295017,661444,0,230688,545082
2,2015,'870840000',220,  ,KG,0,1180898,7781657,0,63836,736496,0,65982,426415,0,115082,853858,0,103983,621875,0,97269,614326,0,101403,630261,0,117224,730210,0,62848,426490,0,115114,704368,0,125488,761796,0,108705,703317,0,103964,572245
2,2015,'870840000',222,  ,KG,0,40,279,0,40,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2015,'870840000',223,  ,KG,0,1308091,3212432,0,118520,263451,0,96415,218272,0,125383,285494,0,124744,271838,0,88356,193379,0,154677,365441,0,108343,270627,0,72231,184925,0,71982,245455,0,111284,262403,0,155014,447451,0,81142,203696
2,2015,'870840000',224,  ,KG,0,50,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,204,0,0,0,0,0,0
2,2015,'870840000',225,  ,KG,0,3074,21244,0,212,1210,0,48,319,0,73,503,0,101,244,0,217,1018,0,237,1463,0,405,2417,0,343,1971,0,226,1781,0,224,1389,0,534,5518,0,454,3411
2,2015,'870840000',227,  ,KG,0,369826,602125,0,20642,48325,0,20936,50066,0,15783,34770,0,42329,70315,0,25790,46312,0,27132,46118,0,60200,77950,0,48316,55486,0,27533,43975,0,24887,38209,0,23590,43507,0,32688,47092
2,2015,'870840000',234,  ,KG,0,3513,14264,0,0,0,0,0,0,0,0,0,0,21,212,0,95,503,0,1888,6754,0,0,0,0,308,1533,0,760,2527,0,380,2439,0,61,296,0,0,0
2,2015,'870840000',242,  ,KG,0,3,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2015,'870840000',245,  ,KG,0,4524,62126,0,135,1643,0,12,227,0,393,3786,0,512,3348,0,408,2309,0,330,3198,0,390,3787,0,173,23241,0,342,3129,0,783,7453,0,265,2414,0,781,7591
2,2015,'870840000',246,  ,KG,0,114389,310036,0,34428,80088,0,31676,59632,0,20206,46720,0,1620,11695,0,3599,17474,0,807,2622,0,6316,33290,0,2335,7207,0,10842,47033,0,440,603,0,1732,2547,0,388,1125
2,2015,'870840000',302,  ,KG,0,2714,9746,0,2055,3548,0,285,328,0,231,1037,0,143,4833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2015,'870840000',304,  ,KG,0,6455618,13870517,0,780262,1532004,0,609363,1124684,0,1916442,3611195,0,661571,1351372,0,538973,1122536,0,420288,1069939,0,296640,730328,0,196093,620485,0,278922,753301,0,251665,644244,0,313012,842634,0,192387,467795
2,2015,'870840000',305,  ,KG,0,4559225,9387513,0,393175,857320,0,174745,376262,0,503733,1092070,0,251906,512656,0,413528,845048,0,358873,692989,0,371423,756213,0,279192,583996,0,450387,861939,0,455844,944024,0,575333,1172623,0,331086,692373
