Exp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apr,Quantity2-Apr,Value-Apr,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2017,'000000011',103,  ,KG,0,122963,38692,0,12588,3637,0,14375,4094,0,10588,4379,0,13207,4145,0,8319,2316,0,6206,2514,0,10224,2635,0,14386,4076,0,7540,3262,0,5135,1281,0,10521,3209,0,9874,3144
2,2017,'000000011',105,  ,KG,0,22418,7008,0,0,0,0,14721,1738,0,2937,1309,0,106,975,0,0,0,0,50,404,0,571,740,0,0,0,0,3756,1407,0,0,0,0,277,435,0,0,0
2,2017,'000000011',108,  ,KG,0,5744,4756,0,369,704,0,101,277,0,634,732,0,0,0,0,281,340,0,0,0,0,210,269,0,443,836,0,0,0,0,3532,614,0,0,0,0,174,984
2,2017,'000000011',111,  ,KG,0,31651,26471,0,2128,1846,0,2261,1985,0,4335,3686,0,2210,1935,0,2182,1832,0,2570,2100,0,2193,1897,0,4269,3678,0,2237,1832,0,2219,1796,0,2765,2005,0,2282,1879
2,2017,'000000011',113,  ,KG,0,65346,34550,0,5013,2653,0,0,0,0,10066,5195,0,5059,2724,0,5026,2676,0,5038,2681,0,5013,2653,0,4978,2589,0,5023,2748,0,5038,2609,0,5041,2688,0,10051,5334
2,2017,'000000011',147,  ,KG,0,156553,10062,0,14127,1016,0,16826,941,0,14868,987,0,8653,509,0,7526,672,0,0,0,0,16192,882,0,19480,1277,0,20864,1195,0,18342,1400,0,14942,900,0,4733,283
2,2017,'000000011',204,  ,KG,0,7170,6739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411,1293,0,2091,1908,0,3668,3538
2,2017,'000000011',205,  ,KG,0,186071,18876,0,18984,2186,0,9998,1521,0,11510,772,0,25060,2780,0,12297,1449,0,30304,2779,0,14251,2095,0,13510,1666,0,12894,1238,0,10490,1182,0,12780,607,0,13993,601
2,2017,'000000011',207,  ,KG,0,33013,5165,0,0,0,0,1755,203,0,1693,230,0,14561,1615,0,2215,275,0,3589,538,0,995,235,0,1502,544,0,1380,470,0,1443,246,0,1376,232,0,2504,577
2,2017,'000000011',208,  ,KG,0,1450,9460,0,0,0,0,193,1600,0,158,1210,0,156,615,0,89,865,0,144,606,0,0,0,0,0,0,0,0,0,0,568,3949,0,142,615,0,0,0
2,2017,'000000011',210,  ,KG,0,179786,155249,0,7048,6432,0,17827,17047,0,19051,17525,0,10727,4411,0,10261,8145,0,27702,26239,0,10403,6424,0,17127,18608,0,15885,12053,0,10680,10686,0,8200,8811,0,24875,18868
2,2017,'000000011',213,  ,KG,0,307965,22003,0,32239,1534,0,18974,2866,0,34161,2370,0,0,0,0,38941,2190,0,14294,1260,0,31557,1859,0,42328,2971,0,17077,1669,0,20999,1134,0,25157,1806,0,32238,2344
2,2017,'000000011',217,  ,KG,0,162,275,0,162,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2017,'000000011',218,  ,KG,0,48797,26036,0,10757,5100,0,270,536,0,2232,566,0,7644,4082,0,0,0,0,1761,1805,0,7982,3795,0,7490,5067,0,960,488,0,3648,1073,0,6053,3524,0,0,0
2,2017,'000000011',220,  ,KG,0,115183,15540,0,64,213,0,25518,2608,0,4176,577,0,19513,663,0,25795,2829,0,3529,2488,0,402,1026,0,356,666,0,12310,356,0,626,1786,0,22673,1662,0,221,666
2,2017,'000000011',222,  ,KG,0,18150,2141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3150,514,0,2700,297,0,2600,280,0,4300,489,0,2850,288,0,2550,273
2,2017,'000000011',225,  ,KG,0,2202,946,0,0,0,0,0,0,0,207,206,0,0,0,0,0,0,0,0,0,0,0,0,0,478,248,0,0,0,0,436,254,0,1081,238,0,0,0
2,2017,'000000011',230,  ,KG,0,2340,3494,0,0,0,0,2340,3494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2017,'000000011',302,  ,KG,0,256941,17449,0,14925,1006,0,19130,1484,0,13278,706,0,16945,1842,0,54863,3263,0,28509,874,0,26727,2312,0,22949,2242,0,34493,1878,0,11571,973,0,5556,437,0,7995,432
2,2017,'000000011',304,  ,KG,0,1079881,253652,0,120561,25146,0,67280,20198,0,54880,19622,0,108562,25071,0,96921,25958,0,146815,26845,0,37332,17895,0,123416,18938,0,100197,22890,0,45186,16793,0,83124,18228,0,95607,16068
2,2017,'000000011',413,  ,KG,0,1752,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,478,0,0,0,0,360,481,0,0,0,0,0,0,0,0,0,0,942,251
2,2017,'000000011',551,  ,KG,0,1968,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888,211,0,1080,272,0,0,0,0,0,0,0,0,0
2,2017,'000000011',601,  ,KG,0,113045,92145,0,7815,5404,0,15257,10243,0,13248,11189,0,2764,2378,0,4216,2949,0,7785,5847,0,17532,15022,0,13016,10797,0,6818,5746,0,5612,6574,0,8545,7038,0,10437,8958
2,2017,'000000011',606,  ,KG,0,30531,31069,0,216,224,0,3197,3136,0,2167,1876,0,1431,1060,0,1611,1444,0,864,918,0,3339,5985,0,1246,2169,0,4519,4207,0,3735,2349,0,5942,4480,0,2264,3221
2,2017,'000000011',618,  ,KG,0,114,792,0,31,218,0,50,343,0,33,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2017,'000000011',620,  ,KG,0,491,801,0,279,464,0,212,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2017,'000000019',103,  ,KG,0,41664,51083,0,3776,2466,0,3345,2273,0,5427,3503,0,4114,8430,0,2195,2363,0,2039,4810,0,1925,1333,0,6650,9117,0,4754,7109,0,1650,1683,0,1868,2176,0,3921,5820
2,2017,'000000019',105,  ,KG,0,455946,605128,0,32143,31580,0,26068,43093,0,38682,41680,0,19031,31013,0,38473,34194,0,34938,69204,0,34792,30047,0,37702,85394,0,43952,36450,0,38803,70266,0,60664,62072,0,50698,70135
2,2017,'000000019',106,  ,KG,0,39440,137515,0,2149,79962,0,3379,4688,0,3230,6404,0,4738,5832,0,5092,6154,0,2327,5031,0,3573,5865,0,1203,3187,0,4176,4383,0,5407,7496,0,491,3128,0,3675,5385
2,2017,'000000019',108,  ,KG,0,8984,72437,0,2219,2248,0,148,482,0,205,4315,0,609,10386,0,1521,2369,0,285,7341,0,394,8868,0,763,5274,0,983,1608,0,682,13369,0,553,5438,0,622,10739
2,2017,'000000019',110,  ,KG,0,31200,36304,0,5203,5019,0,1360,859,0,2561,3542,0,1723,4969,0,2956,2273,0,1558,1896,0,1875,1550,0,3999,2909,0,2951,2149,0,1603,1028,0,2745,1926,0,2666,8184
2,2017,'000000019',111,  ,KG,0,74919,141133,0,8090,8182,0,6335,12694,0,3949,3320,0,4875,17831,0,4824,7765,0,12112,22976,0,4577,4260,0,5459,12510,0,3924,3219,0,8539,27811,0,5936,10272,0,6299,10293
2,2017,'000000019',112,  ,KG,0,1455,3859,0,707,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,1613,0,199,497,0,0,0,0,0,0,0,0,0,0,168,1016
2,2017,'000000019',113,  ,KG,0,4085,2204,0,656,619,0,0,0,0,1273,478,0,0,0,0,0,0,0,0,0,0,981,853,0,0,0,0,1175,254,0,0,0,0,0,0,0,0,0
2,2017,'000000019',117,  ,KG,0,3637,2412,0,0,0,0,475,421,0,0,0,0,0,0,0,0,0,0,0,0,0,356,642,0,493,315,0,0,0,0,1482,294,0,831,740,0,0,0
2,2017,'000000019',118,  ,KG,0,16692,35831,0,1168,3214,0,1851,3112,0,1257,1935,0,1384,3586,0,1980,3853,0,1735,4830,0,0,0,0,1612,3260,0,1053,1813,0,1224,2011,0,671,1598,0,2757,6619
2,2017,'000000019',123,  ,KG,0,4942,8568,0,0,0,0,0,0,0,0,0,0,0,0,0,224,474,0,576,773,0,768,1048,0,511,907,0,960,1309,0,76,1033,0,1224,1743,0,603,1281
2,2017,'000000019',124,  ,KG,0,1200,2004,0,600,1120,0,0,0,0,0,0,0,0,0,0,600,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2017,'000000019',143,  ,KG,0,8190,14602,0,312,2416,0,0,0,0,400,3245,0,402,2945,0,0,0,0,1754,3005,0,825,454,0,0,0,0,2021,1103,0,0,0,0,1651,961,0,825,473
2,2017,'000000019',147,  ,KG,0,24934,9584,0,1643,454,0,2398,1051,0,2963,1214,0,2857,770,0,2051,1216,0,0,0,0,438,242,0,1670,623,0,2133,538,0,3681,1605,0,3564,1093,0,1536,778
2,2017,'000000019',201,  ,KG,0,62,6511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,6511
2,2017,'000000019',204,  ,KG,0,2973,4012,0,187,440,0,0,0,0,455,564,0,139,485,0,118,279,0,0,0,0,686,561,0,0,0,0,0,0,0,455,547,0,455,559,0,478,577
2,2017,'000000019',205,  ,KG,0,24125,159317,0,2486,6704,0,1216,6119,0,1797,3601,0,3098,6179,0,1601,987,0,4141,2621,0,2066,4540,0,2432,8966,0,1966,41594,0,3073,23445,0,1,42222,0,248,12339
2,2017,'000000019',207,  ,KG,0,50,462,0,0,0,0,0,0,0,0,0,0,50,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2017,'000000019',208,  ,KG,0,76045,35589,0,4042,1736,0,3404,1129,0,5942,2134,0,7244,7319,0,4723,1882,0,9332,4913,0,7370,2859,0,6240,1778,0,6601,2039,0,8021,6137,0,8659,2622,0,4467,1041
2,2017,'000000019',210,  ,KG,0,62023,442859,0,2594,20623,0,4549,54652,0,2921,15527,0,6775,53328,0,3253,12100,0,7928,60743,0,5312,22165,0,5391,43567,0,4226,15409,0,7400,73696,0,5117,15656,0,6557,55393
2,2017,'000000019',213,  ,KG,0,43600,76250,0,4972,2805,0,3018,18901,0,2115,1429,0,0,0,0,4700,3222,0,1369,15054,0,6985,3394,0,5768,13832,0,5055,4012,0,1564,1660,0,4114,4044,0,3940,7897
2,2017,'000000019',215,  ,KG,0,241,20714,0,2,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,20043,0,0,0,0,4,248
2,2017,'000000019',217,  ,KG,0,621,945,0,0,0,0,295,414,0,326,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2017,'000000019',218,  ,KG,0,20,1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,356,0,11,667,0,0,0,0,4,226
2,2017,'000000019',220,  ,KG,0,34776,591044,0,23,1850,0,5587,138601,0,2565,10244,0,630,35471,0,7523,38636,0,6987,25921,0,1602,3824,0,2058,143939,0,4120,62795,0,1219,60434,0,2101,38355,0,361,30974
2,2017,'000000019',222,  ,KG,0,4,278,0,0,0,0,0,0,0,0,0,0,0,0,0,4,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2017,'000000019',223,  ,KG,0,196,3256,0,0,0,0,0,0,0,0,0,0,196,3256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2017,'000000019',224,  ,KG,0,5290,3333,0,887,566,0,0,0,0,380,239,0,571,265,0,0,0,0,1706,1075,0,830,560,0,0,0,0,568,393,0,0,0,0,0,0,0,348,235
2,2017,'000000019',225,  ,KG,0,154,7211,0,0,0,0,0,0,0,0,0,0,154,7211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2017,'000000019',227,  ,KG,0,344,471,0,0,0,0,167,237,0,0,0,0,0,0,0,0,0,0,0,0,0,177,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2017,'000000019',228,  ,KG,0,85,3813,0,0,0,0,0,0,0,0,0,0,85,3813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2017,'000000019',231,  ,KG,0,8,397,0,8,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2017,'000000019',232,  ,KG,0,1192,7754,0,0,0,0,216,7308,0,0,0,0,0,0,0,0,0,0,0,0,0,976,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2017,'000000019',234,  ,KG,0,809,676,0,384,462,0,0,0,0,0,0,0,0,0,0,425,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2017,'000000019',245,  ,KG,0,1119,547,0,0,0,0,721,343,0,398,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2017,'000000019',302,  ,KG,0,3031,26304,0,830,8289,0,0,0,0,59,4164,0,310,564,0,741,2305,0,448,534,0,328,235,0,80,6195,0,9,714,0,0,0,0,186,224,0,40,3080
2,2017,'000000019',304,  ,KG,0,316721,5790892,0,33887,700879,0,36545,449116,0,31246,669504,0,26757,589290,0,24802,386808,0,32112,483573,0,26747,372145,0,21458,500701,0,27635,381103,0,15114,397616,0,19864,386423,0,20554,473734
