aExp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apl,Quantity2-Apl,Value-Apl,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2012,'841690000',205,  ,KG,0,1117,15706,0,0,0,0,233,1158,0,78,3111,0,234,1278,0,13,477,0,6,765,0,199,2342,0,232,1746,0,31,894,0,44,1861,0,29,1081,0,18,993
2,2012,'841690000',207,  ,KG,0,728,11156,0,42,652,0,4,483,0,0,0,0,5,675,0,0,0,0,0,0,0,0,0,0,376,1581,0,147,3339,0,36,1606,0,7,781,0,111,2039
2,2012,'841690000',210,  ,KG,0,140,5372,0,0,0,0,16,1100,0,26,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,648,0,64,2694
2,2012,'841690000',213,  ,KG,0,12124,50866,0,48,611,0,10115,18236,0,184,1099,0,112,2242,0,273,7241,0,403,4285,0,41,1875,0,240,4518,0,38,2898,0,123,3728,0,7,225,0,540,3908
2,2012,'841690000',215,  ,KG,0,277,1781,0,10,218,0,0,0,0,8,271,0,252,496,0,0,0,0,0,0,0,4,418,0,0,0,0,0,0,0,0,0,0,0,0,0,3,378
2,2012,'841690000',220,  ,KG,0,386,2703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,2470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,233
2,2012,'841690000',223,  ,KG,0,83,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841690000',225,  ,KG,0,2486,3266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2486,3266,0,0,0,0,0,0,0,0,0
2,2012,'841690000',302,  ,KG,0,468,6026,0,0,0,0,312,653,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1786,0,50,1759,0,0,0,0,0,0,0,0,0,0,52,1828
2,2012,'841690000',304,  ,KG,0,32559,469927,0,10148,207016,0,5313,73388,0,1013,9701,0,2945,17361,0,762,21589,0,499,6033,0,2908,32457,0,1900,30313,0,215,3571,0,2263,23026,0,1843,21723,0,2750,23749
2,2012,'841690000',410,  ,KG,0,1211,83119,0,453,40232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,41022,0,0,0,0,0,0,0,0,0,0,0,0,0,147,1865
2,2012,'841710000',103,NO,KG,6,44990,52419,1,15080,23886,2,12610,6181,0,0,0,0,0,0,0,0,0,2,8800,12170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8500,10182
2,2012,'841710000',105,NO,KG,5,526926,251460,1,43475,17436,2,93305,124686,0,0,0,0,0,0,0,0,0,0,0,0,1,2785,845,1,387361,108493,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841710000',106,NO,KG,5,38300,70745,0,0,0,0,0,0,0,0,0,1,200,845,0,0,0,0,0,0,2,25200,48711,0,0,0,0,0,0,2,12900,21189,0,0,0,0,0,0
2,2012,'841710000',110,NO,KG,1,3420,1087,0,0,0,0,0,0,0,0,0,1,3420,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841710000',123,NO,KG,1,137,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,137,423,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841710000',143,NO,KG,1,56,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841710000',207,NO,KG,5,5204,11207,1,970,2086,0,0,0,1,1039,2300,0,0,0,1,1035,2230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1080,2278,1,1080,2313
2,2012,'841710000',220,NO,KG,1,7970,11232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7970,11232,0,0,0,0,0,0,0,0,0
2,2012,'841710000',304,NO,KG,8,63522,480415,6,63280,477285,0,0,0,0,0,0,0,0,0,0,0,0,1,106,250,0,0,0,0,0,0,0,0,0,0,0,0,1,136,2880,0,0,0
2,2012,'841720000',105,NO,KG,56,48966,38172,1,5900,1382,0,0,0,15,6482,8012,2,3672,1894,8,1579,3879,0,0,0,4,5870,2002,3,1150,994,15,2596,2281,4,3080,1449,3,18362,15817,1,275,462
2,2012,'841720000',106,NO,KG,4,730,1586,0,0,0,0,0,0,2,376,884,0,0,0,0,0,0,2,354,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841720000',118,NO,KG,1,10703,7064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10703,7064,0,0,0,0,0,0,0,0,0
2,2012,'841720000',123,NO,KG,162,40034,4666,26,5300,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6950,722,52,13958,1448,60,13826,1693,0,0,0,0,0,0,0,0,0
2,2012,'841720000',203,NO,KG,37,53008,78234,0,0,0,0,0,0,4,6668,8976,8,10320,16686,9,13118,18472,0,0,0,0,0,0,11,16452,23616,5,6450,10484,0,0,0,0,0,0,0,0,0
2,2012,'841720000',205,NO,KG,3,140,1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,140,1234,0,0,0,0,0,0,0,0,0
2,2012,'841720000',210,NO,KG,7,1400,3473,0,0,0,0,0,0,1,160,505,0,0,0,0,0,0,2,620,1563,0,0,0,0,0,0,1,130,278,3,490,1127,0,0,0,0,0,0
2,2012,'841720000',213,NO,KG,10,26857,39799,0,0,0,2,1555,2563,1,1760,4488,3,6960,7346,0,0,0,2,3100,4209,0,0,0,0,0,0,0,0,0,0,0,0,2,13482,21193,0,0,0
2,2012,'841720000',218,NO,KG,8,46240,17370,0,0,0,0,0,0,0,0,0,0,0,0,1,6323,2398,0,0,0,5,25623,10214,0,0,0,1,7200,2522,1,7094,2236,0,0,0,0,0,0
2,2012,'841720000',220,NO,KG,33,70939,37496,5,9960,2326,9,9207,6480,1,672,1491,0,0,0,3,5130,1523,1,1710,527,3,7880,2021,1,15430,17438,4,8250,2175,0,0,0,0,0,0,6,12700,3515
2,2012,'841720000',304,NO,KG,63,42397,82223,1,1628,3461,3,2154,2144,0,0,0,1,6803,23971,15,5940,10710,0,0,0,14,5550,10018,3,1664,2144,16,6793,10259,1,1650,2307,7,5318,9815,2,4897,7394
2,2012,'841780000',103,NO,KG,4,84272,76343,1,2290,12372,0,0,0,1,260,274,0,0,0,0,0,0,0,0,0,0,0,0,2,81722,63697,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841780000',105,NO,KG,50,821950,311837,1,56364,33441,0,0,0,0,0,0,1,38080,18382,33,48055,14083,3,55120,36750,0,0,0,0,0,0,5,132800,60526,5,446051,95517,1,6655,3486,1,38825,49652
2,2012,'841780000',106,NO,KG,3,27003,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9158,4000,0,0,0,0,0,0,1,17845,4000,0,0,0,0,0,0
2,2012,'841780000',117,NO,KG,1,143,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,143,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841780000',203,NO,KG,1,2025,32407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2025,32407,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841780000',204,NO,KG,1,10450,17334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10450,17334,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841780000',213,NO,KG,5,84093,246997,0,13155,13936,0,0,0,1,70818,232729,0,0,0,4,120,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841780000',218,NO,KG,4,29,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,277,0,0,0,0,0,0
2,2012,'841780000',220,NO,KG,4,16870,21445,1,16433,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,165,476,0,0,0,0,0,0,2,272,969,0,0,0,0,0,0
2,2012,'841780000',304,NO,KG,17,10395,14924,1,1154,2096,0,0,0,9,6976,10930,0,0,0,1,32,553,0,0,0,0,0,0,0,0,0,2,1198,661,0,0,0,4,1035,684,0,0,0
2,2012,'841790000',103,  ,KG,0,2774274,1932922,0,90755,74212,0,279367,227086,0,332524,573531,0,41321,46368,0,416633,215687,0,208518,71663,0,333697,197544,0,288490,123309,0,231134,99858,0,281820,122205,0,135141,97616,0,134874,83843
2,2012,'841790000',105,  ,KG,0,11300487,3704847,0,2220192,562855,0,1616354,482885,0,724212,181041,0,1032338,320825,0,915618,344818,0,754911,264745,0,886682,363086,0,393262,201635,0,1250813,387002,0,701389,274138,0,527883,201171,0,276833,120646
2,2012,'841790000',106,  ,KG,0,456344,139459,0,253615,68628,0,3378,3900,0,114643,30787,0,4771,1657,0,10632,2923,0,6905,3469,0,3162,2763,0,14533,3273,0,2450,1806,0,20257,8366,0,780,620,0,21218,11267
2,2012,'841790000',110,  ,KG,0,104045,15130,0,104045,15130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841790000',111,  ,KG,0,4139,3518,0,663,621,0,891,606,0,400,267,0,561,532,0,0,0,0,0,0,0,238,685,0,0,0,0,0,0,0,966,557,0,420,250,0,0,0
2,2012,'841790000',113,  ,KG,0,11335,43107,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,11335,42826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841790000',117,  ,KG,0,240,217,0,0,0,0,240,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841790000',118,  ,KG,0,241335,149799,0,31437,14115,0,33359,20925,0,23367,16916,0,8982,6262,0,16689,12413,0,14858,10924,0,15743,11609,0,12631,8928,0,10696,6364,0,11329,6972,0,39037,23417,0,23207,10954
2,2012,'841790000',143,  ,KG,0,392,1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,1144
2,2012,'841790000',202,  ,KG,0,303,1722,0,0,0,0,25,218,0,2,351,0,0,0,0,0,0,0,276,1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841790000',203,  ,KG,0,2127,5681,0,240,495,0,213,525,0,30,201,0,123,1536,0,0,0,0,0,0,0,564,579,0,23,223,0,0,0,0,594,940,0,340,1182,0,0,0
2,2012,'841790000',204,  ,KG,0,159,3624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,490,0,0,0,0,149,3134
2,2012,'841790000',205,  ,KG,0,1708,9747,0,0,0,0,0,0,0,210,6759,0,0,0,0,0,0,0,1099,1902,0,0,0,0,399,1086,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841790000',207,  ,KG,0,17,2431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841790000',208,  ,KG,0,11798,32021,0,0,0,0,0,0,0,10618,31617,0,0,0,0,0,0,0,1180,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841790000',210,  ,KG,0,6573,34768,0,60,284,0,450,5012,0,0,0,0,5400,22645,0,26,752,0,78,2407,0,53,2078,0,67,657,0,0,0,0,29,578,0,410,355,0,0,0
2,2012,'841790000',213,  ,KG,0,142734,184566,0,2320,772,0,3010,4605,0,81157,107948,0,7120,6892,0,2270,3171,0,3345,1003,0,21697,39379,0,2815,812,0,2151,988,0,10821,13390,0,3109,3753,0,2919,1853
2,2012,'841790000',215,  ,KG,0,866,1450,0,0,0,0,228,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,520,0,66,664,0,0,0,0,0,0
2,2012,'841790000',218,  ,KG,0,3371,1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,613,0,0,0,0,3071,926,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841790000',220,  ,KG,0,691,2324,0,360,210,0,0,0,0,11,239,0,0,0,0,0,0,0,135,870,0,144,255,0,0,0,0,8,218,0,33,532,0,0,0,0,0,0
2,2012,'841790000',222,  ,KG,0,94,780,0,0,0,0,0,0,0,15,367,0,0,0,0,0,0,0,0,0,0,40,207,0,0,0,0,0,0,0,0,0,0,39,206,0,0,0
2,2012,'841790000',225,  ,KG,0,15080,37675,0,503,9458,0,14542,27858,0,0,0,0,0,0,0,0,0,0,0,0,0,35,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841790000',302,  ,KG,0,1691,3928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,651,0,0,0,0,1291,3048,0,0,0,0,0,0,0,150,229
2,2012,'841790000',304,  ,KG,0,26388,135260,0,7469,28483,0,49,3597,0,663,5970,0,6126,47116,0,578,8373,0,607,13746,0,6216,5497,0,1199,6538,0,279,5119,0,503,3924,0,2523,3141,0,176,3756
2,2012,'841790000',601,  ,KG,0,2,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,358,0,0,0
2,2012,'841810000',103,NO,KG,12740,685798,263077,403,19587,9550,37,2391,2665,590,30917,12874,1385,65051,24956,564,34782,13849,2482,131350,51055,1954,108286,40312,1026,59534,21689,2074,112496,42466,593,36609,13732,763,38212,14297,869,46583,15632
2,2012,'841810000',105,NO,KG,1712286,86204900,40789791,151096,7353995,3341221,112334,5361858,2326925,182719,8063670,3582865,151476,6850131,3179962,149701,8032024,4006893,143723,7857802,3908463,162936,7965050,3795798,140073,7619402,3740874,127892,6853410,3340984,109807,5506762,2586985,138138,7651700,3723169,142391,7089096,3255652
2,2012,'841810000',106,NO,KG,12,936,326,0,0,0,12,936,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841810000',111,NO,KG,901895,47936200,23448936,73850,3768223,1865306,75307,3507596,1702631,65774,3204184,1570408,56253,2970790,1542002,85935,4575920,2321602,111509,6075309,3099230,109622,6158867,3012986,71262,3777074,1738305,63283,3617282,1726190,68064,3789674,1767450,67308,3573029,1725475,53728,2918252,1377351
2,2012,'841810000',113,NO,KG,3244,103542,31622,0,0,0,1104,33782,10380,0,0,0,2140,69760,21242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841810000',118,NO,KG,18,769,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,769,247
2,2012,'841810000',213,NO,KG,244,25228,24670,67,6497,6365,0,0,0,30,2282,2924,0,0,0,0,0,0,0,0,0,14,2697,1617,10,1657,1943,12,1663,2053,36,3008,2628,27,3412,3742,48,4012,3398
2,2012,'841810000',215,NO,KG,1,50,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,430,0,0,0
2,2012,'841810000',220,NO,KG,127,8101,6195,0,0,0,0,0,0,0,0,0,69,4661,3792,0,0,0,4,200,419,0,0,0,0,0,0,0,0,0,0,0,0,54,3240,1984,0,0,0
2,2012,'841810000',224,NO,KG,2,146,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,146,268,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841810000',225,NO,KG,451,39139,37660,57,4902,4358,0,0,0,114,9804,10458,0,0,0,50,4300,4286,57,4959,4450,0,0,0,59,5256,4851,0,0,0,57,4959,4553,57,4959,4704,0,0,0
2,2012,'841810000',232,NO,KG,230,15184,12406,113,7458,5969,0,0,0,0,0,0,0,0,0,60,3964,3363,0,0,0,0,0,0,0,0,0,57,3762,3074,0,0,0,0,0,0,0,0,0
2,2012,'841810000',234,NO,KG,10,700,359,0,0,0,0,0,0,0,0,0,0,0,0,10,700,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841810000',304,NO,KG,307,40924,45530,12,1693,1715,89,13080,13320,12,3510,4743,51,5639,7543,24,3309,4140,0,0,0,0,0,0,16,2183,2331,29,3330,3237,24,2620,1852,37,3817,4436,13,1743,2213
2,2012,'841810000',305,NO,KG,114,13479,10462,0,0,0,15,2449,2409,0,0,0,18,1653,749,24,4142,5282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1653,674,39,3582,1348
2,2012,'841821000',103,NO,KG,3345,161911,102547,72,4156,3613,90,3870,3906,243,11127,4572,378,18608,9923,173,8021,8701,304,14288,6008,524,25172,12357,379,18385,9317,158,7610,7220,260,12067,9183,236,12387,7053,528,26220,20694
2,2012,'841821000',105,NO,KG,253778,4682196,1787418,15966,285917,106960,8527,156729,58644,16257,324668,129536,18006,336441,134837,24759,442385,175470,31321,574874,227123,42819,797781,296687,31522,580333,211944,20274,364253,131551,16330,289082,108027,14052,258697,99762,13945,271036,106877
2,2012,'841821000',110,NO,KG,4248,75613,51528,0,0,0,0,0,0,5,243,554,6,290,669,12,500,1083,435,8193,5247,743,11898,8443,925,17898,11038,1189,20415,13617,434,7794,5104,499,8382,5773,0,0,0
2,2012,'841821000',111,NO,KG,17088,497244,338238,1116,29516,19489,1580,38416,30744,2208,55951,38534,954,30303,18862,1388,27276,23681,2403,92364,51884,3194,131874,78123,851,17637,14888,1102,23583,19418,742,15206,13545,1047,22527,18685,503,12591,10385
2,2012,'841821000',112,NO,KG,37,1084,1554,0,0,0,0,0,0,5,238,321,8,306,420,0,0,0,0,0,0,0,0,0,0,0,0,24,540,813,0,0,0,0,0,0,0,0,0
2,2012,'841821000',118,NO,KG,27100,543526,223664,1443,39018,17754,1081,18331,7039,1460,53150,26953,1634,37565,17124,2760,44160,20212,0,0,0,4140,78660,29854,3841,70771,26929,690,13110,4960,3795,72105,26924,713,12443,4879,5543,104213,41036
2,2012,'841821000',137,NO,KG,3,288,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,288,220,0,0,0,0,0,0
2,2012,'841821000',202,NO,KG,44,680,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,340,657,0,0,0,22,340,668,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841821000',213,NO,KG,8,252,466,2,144,203,0,0,0,0,0,0,0,0,0,0,0,0,6,108,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841821000',215,NO,KG,153,14789,28032,0,0,0,0,0,0,0,0,0,99,9551,18662,0,0,0,54,5238,9370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841821000',220,NO,KG,19,1136,1641,0,0,0,0,0,0,0,0,0,14,1006,1393,0,0,0,5,130,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841821000',227,NO,KG,162,5454,2715,0,0,0,0,0,0,0,0,0,54,1782,924,54,1890,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1782,919
2,2012,'841821000',234,NO,KG,2,378,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,378,583,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841821000',242,NO,KG,24,1197,2398,0,0,0,0,0,0,0,0,0,24,1197,2398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841821000',302,NO,KG,1,1360,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1360,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841821000',304,NO,KG,26,6644,8313,0,0,0,0,0,0,16,4937,5318,0,0,0,0,0,0,0,0,0,0,0,0,3,372,603,0,0,0,0,0,0,4,832,1094,3,503,1298
2,2012,'841821000',305,NO,KG,12,1534,743,0,0,0,0,0,0,0,0,0,12,1534,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841821000',410,NO,KG,48,3575,4934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1014,1719,24,1758,2010,0,0,0,0,0,0,0,0,0,11,803,1205
2,2012,'841829000',103,NO,KG,2086,122215,46978,132,7600,3265,206,10816,4255,184,10916,4236,206,10816,4071,54,3672,1370,214,11319,4669,216,14688,5480,162,11016,4109,338,18460,7320,76,3572,1349,190,11996,4437,108,7344,2417
2,2012,'841829000',105,NO,KG,93611,1226235,652919,8039,107143,50506,6355,76797,42140,14163,154083,96019,6017,77111,47065,10920,152363,81438,7002,82012,46685,10099,118830,79519,10186,136901,65515,5090,64863,31686,6345,93676,42398,5337,94492,40280,4058,67964,29668
2,2012,'841829000',106,NO,KG,580,7250,2662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,7250,2662,0,0,0,0,0,0,0,0,0
2,2012,'841829000',111,NO,KG,24,2576,1782,0,0,0,5,600,455,19,1976,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841829000',118,NO,KG,1035,18630,7533,0,0,0,345,5520,2429,690,13110,5104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841829000',203,NO,KG,52,2838,4080,52,2838,4080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841829000',210,NO,KG,3,113,470,0,0,0,0,0,0,0,0,0,3,113,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841829000',213,NO,KG,1,80,236,1,80,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841829000',225,NO,KG,6,300,861,6,300,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841829000',234,NO,KG,68,7371,8056,0,0,0,15,1050,488,10,700,358,0,0,0,16,1120,513,0,0,0,0,0,0,6,1042,1372,2,144,521,18,3136,4523,0,0,0,1,179,281
2,2012,'841829000',304,NO,KG,5,711,976,0,0,0,0,0,0,0,0,0,3,285,213,0,0,0,0,0,0,0,0,0,2,426,763,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841830010',103,NO,KG,122,23702,64023,12,2410,7145,19,3620,8906,13,2540,6898,11,2230,6784,7,1510,3826,9,1870,5001,8,1540,3781,3,590,1774,4,820,2618,6,1232,3545,23,3880,9798,7,1460,3947
2,2012,'841830010',105,NO,KG,126102,4527044,1585356,5090,177446,59561,4362,167401,54014,6358,224790,70688,8052,299876,104436,18245,669093,234836,17361,608844,222979,16796,606615,211616,12958,488198,159530,9947,345442,122930,7294,241410,91634,13230,465693,169904,6409,232236,83228
2,2012,'841830010',204,NO,KG,4707,252529,193752,354,23274,21464,60,4319,4441,308,15643,10274,231,14483,13898,252,13327,8796,371,20169,16279,866,39259,28910,595,36675,31293,53,3640,1408,508,25223,15653,580,30565,20461,529,25952,20875
2,2012,'841830010',205,NO,KG,3,90,6416,2,56,4220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,2196,0,0,0,0,0,0
2,2012,'841830010',210,NO,KG,2,83,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,83,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841830010',213,NO,KG,72,3800,7592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,3800,7592
2,2012,'841830010',220,NO,KG,2,94,401,2,94,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841830010',225,NO,KG,99,10124,17549,22,2581,5862,0,0,0,0,0,0,0,0,0,2,198,446,0,0,0,16,1514,2402,23,2233,3446,0,0,0,0,0,0,36,3598,5393,0,0,0
2,2012,'841830010',227,NO,KG,2138,117414,49348,398,21501,8615,50,3050,1133,268,14298,6171,0,0,0,368,20617,9718,150,8616,3363,17,1115,454,0,0,0,0,0,0,218,11740,4698,317,17431,7098,352,19046,8098
2,2012,'841830010',304,NO,KG,35,7931,16055,4,894,1280,0,0,0,8,1925,2682,5,989,2461,5,1339,2350,3,586,1278,3,582,2600,1,300,858,1,272,316,4,878,1733,0,0,0,1,166,497
2,2012,'841830010',606,NO,KG,1745,93910,61145,68,4012,2283,226,12254,7074,65,3835,2317,0,0,0,0,0,0,160,8360,5630,224,11584,8018,474,24726,16420,166,8861,5766,68,4012,2598,136,8024,5318,158,8242,5721
2,2012,'841830090',103,NO,KG,61,14040,32645,3,760,1751,7,1400,3513,1,280,644,5,1160,2608,5,1160,2602,6,1280,3048,5,1160,2653,0,0,0,5,1160,2712,7,1560,3641,12,2720,6272,5,1400,3201
2,2012,'841830090',105,NO,KG,2970,236609,110949,102,7806,3009,213,15747,6102,226,15752,8033,181,13353,6260,398,29387,12946,404,35917,15512,377,30835,13912,165,15136,6199,287,22977,12941,36,2772,783,429,33702,16321,152,13225,8931
2,2012,'841830090',106,NO,KG,4,400,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,400,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841830090',204,NO,KG,879,62198,43462,24,1384,1089,40,3800,3712,68,5017,2636,84,5405,3598,69,5848,5679,63,4054,2446,22,1642,1774,141,9357,5068,0,0,0,127,9546,7753,229,15348,8976,12,797,731
2,2012,'841830090',225,NO,KG,28,3685,7074,0,0,0,0,0,0,0,0,0,0,0,0,15,1824,4121,0,0,0,13,1861,2953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'841830090',227,NO,KG,1001,63640,25239,126,8025,3143,0,0,0,126,8077,3288,0,0,0,168,10768,4236,176,10948,4184,27,1592,649,0,0,0,0,0,0,84,5384,2080,42,2692,1049,252,16154,6610
2,2012,'841830090',304,NO,KG,17,6099,10063,7,2458,3506,0,0,0,5,2035,2835,3,963,2459,2,643,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
