aExp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apl,Quantity2-Apl,Value-Apl,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2012,'840130000',210,  ,KG,0,374,809108,0,0,0,0,0,0,0,374,809108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840130000',304,  ,KG,0,48577,7087890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24316,3557495,0,24261,3530395,0,0,0,0,0,0,0,0,0
2,2012,'840140000',210,  ,KG,0,3260,174759,0,0,0,0,0,0,0,0,0,0,2000,15719,0,360,8706,0,240,7919,0,0,0,0,380,119587,0,0,0,0,0,0,0,220,12793,0,60,10035
2,2012,'840140000',213,  ,KG,0,783,52667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,52667,0,0,0,0,0,0,0,0,0
2,2012,'840140000',304,  ,KG,0,8251,146824,0,413,17246,0,651,7848,0,307,5684,0,259,6563,0,1163,25111,0,4825,62055,0,110,3563,0,0,0,0,249,7301,0,41,3347,0,31,2799,0,202,5307
2,2012,'840211000',203,NO,KG,1,3100,35832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3100,35832,0,0,0,0,0,0
2,2012,'840212000',103,NO,KG,4,428246,229044,0,0,0,1,857,959,1,881,962,1,805,956,0,0,0,0,0,0,0,0,0,1,425703,226167,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840212000',105,NO,KG,61,1859467,848507,5,124200,36271,3,286381,168606,4,114800,38310,6,118800,29588,4,69130,46375,4,114500,35057,10,31456,7651,5,110100,44025,5,135200,42749,5,96600,23256,6,553630,343389,4,104670,33230
2,2012,'840212000',106,NO,KG,1,28956,6039,0,0,0,0,0,0,0,0,0,0,0,0,1,28956,6039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840212000',203,NO,KG,5,18660,173320,0,0,0,0,0,0,0,0,0,0,0,0,1,3000,32508,0,0,0,2,6740,71435,0,0,0,0,0,0,1,2920,27666,0,0,0,1,6000,41711
2,2012,'840212000',213,NO,KG,176,1958,10103,2,1478,7811,0,0,0,0,0,0,60,137,824,0,0,0,0,0,0,0,0,0,2,80,245,0,0,0,13,13,433,0,0,0,99,250,790
2,2012,'840212000',215,NO,KG,150,65,1044,0,0,0,0,0,0,0,0,0,0,0,0,80,15,238,0,0,0,15,10,219,31,10,216,0,0,0,24,30,371,0,0,0,0,0,0
2,2012,'840212000',220,NO,KG,2,10700,16497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10700,16497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840219000',105,NO,KG,2,36590,7680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18090,3817,1,18500,3863,0,0,0,0,0,0,0,0,0
2,2012,'840219000',113,NO,KG,1,7,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,259
2,2012,'840219000',203,NO,KG,13,273,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,273,1150
2,2012,'840219000',213,NO,KG,3,30800,27132,0,0,0,2,14800,19323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16000,7809
2,2012,'840219000',220,NO,KG,572,20045,67788,60,1200,4022,35,500,2337,33,5620,13335,40,700,2977,12,480,1530,66,1442,4987,43,1502,4495,66,1250,4301,60,2350,7264,75,2370,14450,60,2131,6436,22,500,1654
2,2012,'840219000',225,NO,KG,2,16465,15737,1,5200,7448,1,11265,8289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840219000',304,NO,KG,2,410,813,0,0,0,2,410,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840219000',601,NO,KG,8,78,2598,3,20,1025,0,0,0,2,23,750,0,0,0,0,0,0,2,25,563,1,10,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840220000',103,NO,KG,21,26519,25849,0,0,0,1,3100,2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,370,501,0,0,0,14,11309,13042,2,6540,5899,1,5200,4219
2,2012,'840220000',213,NO,KG,1,20,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840220000',304,NO,KG,4,2909,4570,0,0,0,1,5,790,0,0,0,0,0,0,1,727,908,0,0,0,0,0,0,2,2177,2872,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840290000',103,  ,KG,0,1393176,868929,0,98038,57923,0,12026,24259,0,55,232,0,7168,7711,0,409,521,0,71754,44920,0,149967,48710,0,46482,27299,0,260402,162381,0,207299,115772,0,230751,163672,0,308825,215529
2,2012,'840290000',105,  ,KG,0,2175176,676552,0,957880,256916,0,72194,11571,0,2085,6012,0,10323,5577,0,128401,73865,0,50604,20283,0,43039,18580,0,214941,69538,0,33030,10463,0,358733,69858,0,171549,52196,0,132397,81693
2,2012,'840290000',106,  ,KG,0,345951,211647,0,34192,15455,0,523,4683,0,7954,7416,0,7251,4350,0,11462,10961,0,9072,7926,0,72331,30322,0,122688,89488,0,22799,9905,0,22351,11527,0,7792,4746,0,27536,14868
2,2012,'840290000',110,  ,KG,0,1099820,350679,0,0,0,0,0,0,0,0,0,0,0,0,0,334422,96452,0,313091,89691,0,353072,124782,0,0,0,0,99235,39754,0,0,0,0,0,0,0,0,0
2,2012,'840290000',111,  ,KG,0,40773,21228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,9060,0,773,3108,0,0,0,0,0,0,0,0,0,0,20000,9060
2,2012,'840290000',112,  ,KG,0,1157,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,324,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840290000',117,  ,KG,0,5829988,1942821,0,0,0,0,752346,112264,0,0,0,0,56164,25950,0,3755118,1180745,0,0,0,0,844240,414623,0,0,0,0,422120,209239,0,0,0,0,0,0,0,0,0
2,2012,'840290000',118,  ,KG,0,2710642,1300346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937424,434509,0,474682,217931,0,703194,381796,0,595342,266110,0,0,0,0,0,0
2,2012,'840290000',137,  ,KG,0,20,216,0,0,0,0,0,0,0,0,0,0,20,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840290000',202,  ,KG,0,415,2834,0,0,0,0,120,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,1214,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840290000',203,  ,KG,0,1,299,0,1,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840290000',204,  ,KG,0,55,869,0,0,0,0,0,0,0,2,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,278,0,5,347,0,0,0,0,0,0
2,2012,'840290000',205,  ,KG,0,890,5879,0,66,346,0,0,0,0,0,0,0,50,549,0,750,4694,0,0,0,0,0,0,0,0,0,0,24,290,0,0,0,0,0,0,0,0,0
2,2012,'840290000',210,  ,KG,0,5711,143761,0,0,0,0,0,0,0,0,0,0,2850,74873,0,0,0,0,0,0,0,11,1167,0,0,0,0,2850,67721,0,0,0,0,0,0,0,0,0
2,2012,'840290000',213,  ,KG,0,28139,22211,0,0,0,0,0,0,0,0,0,0,0,0,0,28126,21716,0,0,0,0,0,0,0,0,0,0,3,224,0,0,0,0,0,0,0,10,271
2,2012,'840290000',215,  ,KG,0,465,3348,0,0,0,0,0,0,0,0,0,0,3,676,0,0,0,0,122,1032,0,50,321,0,0,0,0,260,1011,0,30,308,0,0,0,0,0,0
2,2012,'840290000',220,  ,KG,0,15239,57414,0,100,623,0,750,2545,0,1170,5840,0,161,1136,0,720,2189,0,450,2354,0,800,4295,0,900,2938,0,3163,12647,0,5655,17846,0,600,3180,0,770,1821
2,2012,'840290000',222,  ,KG,0,7218,35337,0,0,0,0,844,21228,0,1255,3486,0,0,0,0,461,1099,0,0,0,0,0,0,0,130,455,0,310,1043,0,1322,3827,0,0,0,0,2896,4199
2,2012,'840290000',223,  ,KG,0,3240,6065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3240,6065,0,0,0
2,2012,'840290000',225,  ,KG,0,3228,10555,0,0,0,0,228,5730,0,3000,4825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840290000',304,  ,KG,0,977,2560,0,0,0,0,140,359,0,0,0,0,66,269,0,0,0,0,0,0,0,268,874,0,503,1058,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840290000',410,  ,KG,0,119,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840310000',103,NO,KG,137,93511,27252,14,9290,1904,4,5960,3137,13,11610,2893,5,3280,717,16,9520,2283,3,2100,434,11,8500,4215,0,0,0,9,5820,1240,53,32507,7186,7,4734,2742,2,190,501
2,2012,'840310000',106,NO,KG,1,14540,5482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14540,5482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840310000',203,NO,KG,225,7670,15380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,7670,15380,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840310000',205,NO,KG,22,2020,2749,0,0,0,0,0,0,16,1200,1838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,560,604,2,260,307
2,2012,'840310000',210,NO,KG,421,17024,28768,140,5600,8966,0,0,0,0,0,0,0,0,0,140,5000,9358,0,0,0,0,0,0,0,0,0,0,0,0,1,264,412,0,0,0,140,6160,10032
2,2012,'840310000',213,NO,KG,19,2172,5984,0,0,0,5,285,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1733,3747,0,0,0,0,0,0,9,154,1705
2,2012,'840310000',215,NO,KG,89,159911,197255,18,56851,55846,2,14877,16478,0,0,0,0,0,0,7,9843,15020,6,10038,12404,0,0,0,10,11649,15948,16,20189,28514,6,5535,7850,12,14492,21254,12,16437,23941
2,2012,'840310000',220,NO,KG,2,2550,3119,0,0,0,2,2550,3119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840310000',222,NO,KG,2,120,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,120,326,0,0,0
2,2012,'840310000',225,NO,KG,2,1500,1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1500,1686
2,2012,'840310000',231,NO,KG,1,380,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,380,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840310000',241,NO,KG,15,375,802,15,375,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840310000',302,NO,KG,1,2956,1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2956,1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840310000',304,NO,KG,5,1686,3290,0,0,0,0,0,0,0,0,0,0,0,0,2,559,699,2,580,1970,0,0,0,0,0,0,1,547,621,0,0,0,0,0,0,0,0,0
2,2012,'840390000',105,  ,KG,0,252739,51283,0,61050,9882,0,0,0,0,0,0,0,0,0,0,968,727,0,61518,12714,0,2972,1523,0,41250,7519,0,2224,2232,0,41200,7504,0,41557,9182,0,0,0
2,2012,'840390000',106,  ,KG,0,1242,2414,0,200,382,0,100,202,0,0,0,0,206,413,0,0,0,0,0,0,0,200,382,0,0,0,0,100,202,0,200,382,0,236,451,0,0,0
2,2012,'840390000',203,  ,KG,0,1004,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,456,0,0,0,0,800,875,0,0,0,0,0,0
2,2012,'840390000',204,  ,KG,0,14,1678,0,0,0,0,0,0,0,4,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,572,0,0,0,0,0,0
2,2012,'840390000',207,  ,KG,0,872,4630,0,0,0,0,0,0,0,412,1124,0,0,0,0,0,0,0,0,0,0,3,259,0,0,0,0,10,256,0,0,0,0,170,426,0,277,2565
2,2012,'840390000',210,  ,KG,0,138,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840390000',213,  ,KG,0,110,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,693,0,0,0,0,0,0
2,2012,'840390000',215,  ,KG,0,25,1714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,792,0,5,922,0,0,0
2,2012,'840390000',220,  ,KG,0,276,280,0,0,0,0,276,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840390000',304,  ,KG,0,647,4620,0,0,0,0,0,0,0,280,4161,0,0,0,0,367,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840410000',103,NO,KG,14,8500,9228,1,630,532,2,1460,1087,0,0,0,1,550,544,1,550,517,0,0,0,2,1500,2274,0,0,0,3,1820,1573,1,600,553,0,0,0,3,1390,2148
2,2012,'840410000',105,NO,KG,15,117175,38387,2,3272,589,1,3250,680,1,10500,4273,0,0,0,2,10321,2140,1,8000,2632,0,0,0,0,0,0,4,19320,4819,2,49786,19994,0,0,0,2,12726,3260
2,2012,'840410000',205,NO,KG,4,3822,12020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3822,12020,0,0,0,0,0,0
2,2012,'840410000',213,NO,KG,4,2720,2153,0,0,0,0,0,0,0,0,0,0,0,0,4,2720,2153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840410000',215,NO,KG,2,5650,15788,0,0,0,0,0,0,0,0,0,0,0,0,1,3800,6492,1,1850,9296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840410000',304,NO,KG,1,347,1991,0,0,0,0,0,0,0,0,0,0,0,0,1,347,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840420000',103,NO,KG,26,231858,200773,0,0,0,2,40575,54346,1,1440,3600,0,0,0,5,99252,53209,4,9020,13257,1,2281,6256,2,2422,4580,1,53433,30482,4,18185,25638,4,2400,3577,2,2850,5828
2,2012,'840420000',105,NO,KG,7,172340,225277,0,0,0,1,800,870,0,0,0,1,167300,217877,0,0,0,0,0,0,5,4240,6530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840420000',106,NO,KG,1,72615,41160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72615,41160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840420000',304,NO,KG,20,24114,103529,9,255,838,10,230,871,0,0,0,0,0,0,0,0,0,1,23629,101820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840490000',103,  ,KG,0,909675,155935,0,229920,36004,0,179337,23972,0,1040,419,0,21744,6020,0,36160,25234,0,580,209,0,0,0,0,0,0,0,0,0,0,215,213,0,202274,28768,0,238405,35096
2,2012,'840490000',105,  ,KG,0,1048233,238759,0,39000,34075,0,723351,121662,0,41987,6882,0,0,0,0,110328,49834,0,0,0,0,842,854,0,304,473,0,40274,6890,0,90284,16130,0,1863,1959,0,0,0
2,2012,'840490000',106,  ,KG,0,8037,1263,0,0,0,0,79,338,0,0,0,0,0,0,0,0,0,0,0,0,0,7958,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840490000',117,  ,KG,0,81077,30357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13440,4780,0,40220,15590,0,27417,9987,0,0,0,0,0,0,0,0,0
2,2012,'840490000',123,  ,KG,0,59197,16885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37732,9945,0,21465,6940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840490000',203,  ,KG,0,49,230,0,0,0,0,0,0,0,0,0,0,49,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840490000',205,  ,KG,0,759,11289,0,0,0,0,0,0,0,249,5310,0,0,0,0,330,4837,0,180,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840490000',213,  ,KG,0,88,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,934,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840490000',222,  ,KG,0,1665,3811,0,0,0,0,0,0,0,0,0,0,87,246,0,46,699,0,0,0,0,0,0,0,0,0,0,1460,2585,0,0,0,0,72,281,0,0,0
2,2012,'840490000',236,  ,KG,0,16,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,257,0,0,0
2,2012,'840490000',304,  ,KG,0,6943,40095,0,555,2622,0,586,3896,0,609,2654,0,264,1411,0,844,2825,0,2235,17854,0,631,2458,0,385,2029,0,119,1369,0,376,2501,0,0,0,0,339,476
2,2012,'840490000',601,  ,KG,0,281600,189065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281600,189065,0,0,0
2,2012,'840510000',103,NO,KG,2,2110,7139,0,0,0,0,0,0,1,2000,6861,0,0,0,0,0,0,0,0,0,1,110,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840510000',105,NO,KG,1,487,440,0,0,0,0,0,0,0,0,0,0,0,0,1,487,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840510000',106,NO,KG,22,12221,41189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12221,41189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840510000',112,NO,KG,1,20,1350,0,0,0,1,20,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840510000',205,NO,KG,17,1947,38909,0,0,0,1,67,257,0,0,0,3,673,14479,1,120,1024,0,0,0,2,267,6810,0,0,0,1,51,261,4,189,4215,3,270,7703,2,310,4160
2,2012,'840510000',207,NO,KG,6,150066,313720,1,22350,53678,1,11160,27762,0,0,0,0,0,0,0,0,0,0,0,0,1,11160,28092,1,47168,121210,1,54500,67666,0,0,0,1,3728,15312,0,0,0
2,2012,'840510000',213,NO,KG,581,850,18183,0,0,0,106,459,5009,0,0,0,95,63,3303,150,100,4191,5,8,322,7,36,712,148,96,4054,0,0,0,70,88,592,0,0,0,0,0,0
2,2012,'840510000',215,NO,KG,45,965,20568,10,225,4545,14,325,6464,5,70,1864,4,65,1952,8,200,3846,0,0,0,4,80,1897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840510000',220,NO,KG,93,6172,22953,0,0,0,0,0,0,0,0,0,15,1200,3120,0,0,0,30,2292,5738,0,0,0,30,2300,5577,0,0,0,11,190,5255,0,0,0,7,190,3263
2,2012,'840510000',304,NO,KG,1440,4761,74320,1,9,257,85,410,5503,91,347,5144,195,731,11393,326,568,12062,13,573,4396,22,491,4136,244,510,9655,158,237,5795,280,590,11025,23,103,3667,2,192,1287
2,2012,'840590000',103,  ,KG,0,15,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840590000',105,  ,KG,0,1790,5953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550,531,0,0,0,0,0,0,0,120,2741,0,0,0,0,120,2681
2,2012,'840590000',205,  ,KG,0,371,4028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,1178,0,10,503,0,91,2347,0,0,0
2,2012,'840590000',207,  ,KG,0,34,1396,0,3,307,0,23,807,0,0,0,0,0,0,0,8,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840590000',215,  ,KG,0,7,596,0,0,0,0,0,0,0,0,0,0,5,211,0,2,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840590000',220,  ,KG,0,15,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,236
2,2012,'840590000',225,  ,KG,0,110,2426,0,0,0,0,0,0,0,0,0,0,0,0,0,110,2426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840590000',304,  ,KG,0,1799,13177,0,45,423,0,90,537,0,85,572,0,0,0,0,117,1191,0,0,0,0,350,5656,0,14,267,0,0,0,0,0,0,0,63,3417,0,1035,1114
2,2012,'840590000',410,  ,KG,0,1,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,297,0,0,0,0,0,0,0,0,0
2,2012,'840590000',606,  ,KG,0,2927,23236,0,0,0,0,2927,23236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840682000',304,NO,KG,35,40461,491664,2,1025,17031,1,460,8929,3,4479,54478,5,5018,72446,5,4340,42393,7,8004,88912,0,0,0,1,8000,76538,5,6587,87987,6,2548,42950,0,0,0,0,0,0
2,2012,'840690000',103,  ,KG,0,2931633,2629487,0,121691,125381,0,349445,225128,0,237541,199558,0,119689,155888,0,271545,252318,0,214221,206273,0,296180,224612,0,295407,292681,0,300161,251724,0,278876,268891,0,152139,162962,0,294738,264071
2,2012,'840690000',105,  ,KG,0,4048612,3594099,0,202229,306697,0,135500,156774,0,229140,285329,0,485019,310839,0,293857,277960,0,264528,299918,0,817887,635447,0,487228,338980,0,349019,338197,0,247710,272798,0,376187,184083,0,160308,187077
2,2012,'840690000',106,  ,KG,0,920,8584,0,0,0,0,0,0,0,0,0,0,0,0,0,117,1104,0,98,1417,0,204,1761,0,391,3596,0,110,706,0,0,0,0,0,0,0,0,0
2,2012,'840690000',110,  ,KG,0,434,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,340,0,250,347
2,2012,'840690000',111,  ,KG,0,149,738,0,0,0,0,0,0,0,149,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840690000',113,  ,KG,0,22857,29431,0,2050,1684,0,1105,1266,0,972,1445,0,3940,2073,0,2340,1674,0,900,12985,0,0,0,0,2700,1292,0,8850,7012,0,0,0,0,0,0,0,0,0
2,2012,'840690000',123,  ,KG,0,220514,434510,0,0,0,0,2100,49466,0,12445,18135,0,2518,19060,0,64435,53152,0,2398,21292,0,36340,25542,0,23493,77566,0,6096,16145,0,26650,17219,0,14634,55026,0,29405,81907
2,2012,'840690000',203,  ,KG,0,6535,7133,0,0,0,0,6530,6753,0,5,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840690000',205,  ,KG,0,5106,66664,0,904,1805,0,341,1102,0,352,2871,0,0,0,0,404,3714,0,0,0,0,0,0,0,3105,57172,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840690000',210,  ,KG,0,470,18715,0,18,248,0,0,0,0,18,843,0,434,17624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2012,'840690000',213,  ,KG,0,98777,804923,0,12545,150404,0,79,32795,0,8206,127145,0,11030,172539,0,6027,62284,0,43061,91451,0,707,10929,0,6641,47462,0,4020,35959,0,999,15007,0,1553,24676,0,3909,34272
2,2012,'840690000',215,  ,KG,0,4439,49460,0,4,518,0,0,0,0,53,1249,0,920,7489,0,0,0,0,924,7283,0,0,0,0,1613,23218,0,925,9703,0,0,0,0,0,0,0,0,0
2,2012,'840690000',220,  ,KG,0,20039,121010,0,2545,26223,0,0,0,0,378,4167,0,3939,26968,0,0,0,0,3259,26545,0,0,0,0,0,0,0,0,0,0,5468,18701,0,0,0,0,4450,18406
2,2012,'840690000',225,  ,KG,0,55569,466990,0,3762,47812,0,9376,84581,0,3019,37617,0,0,0,0,1255,3821,0,730,9105,0,8112,15414,0,4232,38713,0,4700,13726,0,9833,106804,0,10248,105927,0,302,3470
2,2012,'840690000',227,  ,KG,0,105,3170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,3170,0,0,0,0,0,0,0,0,0
2,2012,'840690000',238,  ,KG,0,46200,44599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46200,44599,0,0,0,0,0,0
2,2012,'840690000',302,  ,KG,0,6891,88077,0,0,0,0,0,0,0,664,12333,0,0,0,0,3000,2450,0,2,888,0,0,0,0,1029,17909,0,1128,14390,0,991,15838,0,30,20236,0,47,4033
2,2012,'840690000',304,  ,KG,0,128931,1026501,0,9773,40328,0,34257,73141,0,4912,27956,0,22321,456836,0,7171,21375,0,797,7281,0,1338,53876,0,20743,64983,0,10986,50509,0,1468,26958,0,4027,45889,0,11138,157369
2,2012,'840690000',305,  ,KG,0,19781,518301,0,1079,24178,0,2394,37984,0,1912,28029,0,2506,89963,0,2576,81468,0,2445,71923,0,1215,36424,0,0,0,0,942,47234,0,1783,35364,0,0,0,0,2929,65734
