Exp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apr,Quantity2-Apr,Value-Apr,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2018,'160100000',103,  ,KG,0,53644,29394,0,0,0,0,4214,2415,0,8880,5079,0,8016,4588,0,7968,4561,0,8496,4437,0,16070,8314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2018,'160100000',105,  ,KG,0,8324446,4232043,0,475898,233712,0,647086,320994,0,449939,229321,0,777386,380171,0,592232,303148,0,772366,390451,0,859404,436710,0,606051,321727,0,763620,393294,0,756324,391349,0,679641,342648,0,944499,488518
2,2018,'160100000',106,  ,KG,0,169605,107137,0,17538,10793,0,6644,3927,0,17252,12070,0,6450,3826,0,16807,10098,0,39530,25123,0,25266,15443,0,0,0,0,15010,8955,0,18016,12728,0,4860,2856,0,2232,1318
2,2018,'160100000',111,  ,KG,0,5427486,3063024,0,372145,209178,0,406824,230038,0,454608,260912,0,452874,248176,0,456398,256750,0,451907,246886,0,622142,326573,0,424597,244437,0,409767,241488,0,461320,268146,0,490997,277866,0,423907,252574
2,2018,'160100000',113,  ,KG,0,23393,10804,0,11346,4085,0,0,0,0,1008,839,0,1008,847,0,0,0,0,1008,885,0,7007,2378,0,2016,1770,0,0,0,0,0,0,0,0,0,0,0,0
2,2018,'160100000',117,  ,KG,0,2207,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214,532,0,0,0,0,993,435,0,0,0
2,2018,'160100000',204,  ,KG,0,1620270,832434,0,150982,80968,0,94718,45300,0,164116,79974,0,190588,100987,0,127385,63229,0,136012,70723,0,168813,84403,0,104974,57457,0,90220,47313,0,149058,75647,0,205956,105954,0,37448,20479
2,2018,'160100000',208,  ,KG,0,71864,26968,0,30240,10253,0,0,0,0,11040,3751,0,11040,3679,0,0,0,0,7610,3495,0,0,0,0,11934,5790,0,0,0,0,0,0,0,0,0,0,0,0
2,2018,'160100000',210,  ,KG,0,46823,88191,0,2691,5574,0,2934,6155,0,4310,8673,0,941,2992,0,4558,8650,0,1427,2397,0,4065,7929,0,4056,7743,0,5158,8873,0,4671,7886,0,3932,5905,0,8080,15414
2,2018,'160100000',213,  ,KG,0,984558,562727,0,44134,30366,0,85126,47527,0,77403,44228,0,80154,47632,0,76515,43667,0,59415,37492,0,99555,57261,0,104866,56295,0,96850,53425,0,75939,41323,0,49643,29946,0,134958,73565
2,2018,'160100000',218,  ,KG,0,116930,187400,0,6363,10337,0,10356,16901,0,7528,12139,0,11197,17164,0,8063,13778,0,10084,18342,0,13248,21291,0,6040,8083,0,11080,19111,0,13191,18202,0,9109,13666,0,10671,18386
2,2018,'160100000',220,  ,KG,0,811059,988792,0,71190,85626,0,43854,57404,0,62091,75551,0,60578,80164,0,81625,92485,0,55356,69277,0,46448,55747,0,95144,110026,0,56757,70184,0,101875,119802,0,71448,93076,0,64693,79450
2,2018,'160100000',224,  ,KG,0,237,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,208
2,2018,'160100000',225,  ,KG,0,44120,25461,0,0,0,0,0,0,0,14160,8119,0,199,231,0,0,0,0,21120,10761,0,0,0,0,0,0,0,8641,6350,0,0,0,0,0,0,0,0,0
