Exp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apl,Quantity2-Apl,Value-Apl,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2012,'160100000',103,  ,KG,0,26590,11468,0,8456,3347,0,0,0,0,1088,561,0,1347,689,0,3129,1610,0,1231,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11339,4618
2,2012,'160100000',105,  ,KG,0,24252687,11031454,0,2362956,1057694,0,913541,374217,0,2083804,974180,0,2228568,1031181,0,2225759,998784,0,2167572,975139,0,2460042,1113224,0,2034110,922636,0,1448064,643213,0,1975260,908235,0,2409324,1132343,0,1943687,900608
2,2012,'160100000',106,  ,KG,0,260800,136026,0,17794,8663,0,3680,3017,0,14568,8801,0,14500,7178,0,39149,20476,0,33079,18136,0,58582,27498,0,0,0,0,14560,8551,0,29500,14113,0,32188,16969,0,3200,2624
2,2012,'160100000',111,  ,KG,0,8935312,3911851,0,796251,333500,0,664602,287605,0,587152,250833,0,650519,284665,0,729161,321029,0,788886,344383,0,695857,306822,0,784442,356280,0,797586,344288,0,777752,346207,0,776079,344646,0,887025,391593
2,2012,'160100000',117,  ,KG,0,11592,4284,0,0,0,0,0,0,0,0,0,0,3312,1170,0,0,0,0,6072,2332,0,0,0,0,0,0,0,0,0,0,2208,782,0,0,0,0,0,0
2,2012,'160100000',204,  ,KG,0,1518790,703692,0,114300,51834,0,146370,68716,0,69000,32271,0,82420,38091,0,130890,62244,0,117770,54720,0,134040,62608,0,161000,73065,0,92130,42774,0,189390,88764,0,111770,52200,0,169710,76405
2,2012,'160100000',205,  ,KG,0,1056,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056,883,0,0,0,0,0,0
2,2012,'160100000',210,  ,KG,0,2730,6580,0,0,0,0,143,343,0,98,301,0,601,1590,0,220,579,0,255,611,0,83,202,0,0,0,0,364,785,0,132,335,0,477,1064,0,357,770
2,2012,'160100000',213,  ,KG,0,348762,240728,0,12867,8807,0,12152,8398,0,540,700,0,37076,25943,0,39263,27557,0,28221,18839,0,30312,17457,0,59657,41349,0,25008,16958,0,25421,15452,0,37151,26004,0,41094,33264
2,2012,'160100000',218,  ,KG,0,99599,121460,0,4354,5450,0,6444,7515,0,9792,12667,0,7774,10565,0,6653,8999,0,5992,6470,0,10174,13491,0,5512,6802,0,5856,6627,0,8540,10797,0,14134,16249,0,14374,15828
2,2012,'160100000',220,  ,KG,0,489462,513415,0,24405,26972,0,43214,40755,0,29907,35801,0,51930,52407,0,44654,44638,0,37841,39315,0,42640,41530,0,38799,39328,0,37981,42736,0,43389,51246,0,47150,47428,0,47552,51259
2,2012,'160100000',223,  ,KG,0,550647,193754,0,43704,13815,0,35210,12420,0,51316,18814,0,35067,12531,0,52520,18635,0,55514,19446,0,55223,19399,0,55547,19740,0,55580,19375,0,55447,19271,0,0,0,0,55519,20308
2,2012,'160100000',225,  ,KG,0,10140,10035,0,0,0,0,2135,1654,0,0,0,0,0,0,0,604,774,0,3159,3065,0,0,0,0,1387,1149,0,0,0,0,302,375,0,1967,2186,0,586,832
