Exp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apl,Quantity2-Apl,Value-Apl,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2016,'680100000',105,  ,MT,0,78418,2923937,0,10262,412483,0,5681,208012,0,5767,219386,0,7059,267227,0,6842,265773,0,5770,207445,0,5636,216018,0,6034,216667,0,5412,189080,0,6006,223340,0,6700,239237,0,7249,259269
2,2016,'680100000',110,  ,MT,0,16703,407636,0,1290,34975,0,1498,38715,0,610,14391,0,1438,34972,0,1416,35447,0,1748,43769,0,1380,40396,0,1250,27303,0,1824,40619,0,1368,30926,0,1677,37534,0,1204,28589
2,2016,'680100000',117,  ,MT,0,593,11828,0,0,0,0,82,2247,0,0,0,0,66,978,0,64,944,0,39,1438,0,44,583,0,22,273,0,43,563,0,18,916,0,87,1227,0,128,2659
2,2016,'680100000',118,  ,MT,0,1741,63233,0,281,10261,0,66,3468,0,173,7109,0,139,4855,0,128,5635,0,88,3161,0,248,8901,0,101,2939,0,134,4076,0,153,5261,0,97,2998,0,133,4569
2,2016,'680100000',123,  ,MT,0,5620,157669,0,500,15147,0,600,17823,0,633,19102,0,347,10442,0,379,10829,0,362,10510,0,504,12881,0,490,13257,0,472,11617,0,543,14418,0,432,11673,0,358,9970
2,2016,'680100000',203,  ,MT,0,11,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,569,0,0,0
2,2016,'680100000',205,  ,MT,0,538,16461,0,97,3333,0,24,678,0,23,905,0,32,1173,0,0,0,0,87,2293,0,64,1681,0,47,1227,0,96,3055,0,23,783,0,0,0,0,45,1333
2,2016,'680100000',206,  ,MT,0,129,5329,0,12,505,0,18,847,0,18,844,0,19,410,0,0,0,0,26,1226,0,0,0,0,0,0,0,18,756,0,0,0,0,18,741,0,0,0
2,2016,'680100000',207,  ,MT,0,153,5299,0,0,0,0,0,0,0,50,1531,0,42,1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2042,0,0,0,0,0,0
2,2016,'680100000',208,  ,MT,0,440,28927,0,104,5496,0,0,0,0,17,1480,0,18,1396,0,38,2028,0,68,4286,0,6,280,0,42,3808,0,37,2664,0,23,2026,0,60,3657,0,27,1806
2,2016,'680100000',210,  ,MT,0,9,879,0,9,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2016,'680100000',213,  ,MT,0,576,25482,0,63,3004,0,33,1898,0,81,3591,0,0,0,0,60,2515,0,80,3552,0,7,477,0,90,3718,0,6,462,0,76,2982,0,61,2472,0,19,811
2,2016,'680100000',218,  ,MT,0,91,3396,0,0,0,0,0,0,0,19,574,0,0,0,0,17,931,0,36,1415,0,0,0,0,0,0,0,19,476,0,0,0,0,0,0,0,0,0
2,2016,'680100000',220,  ,MT,0,907,37872,0,137,5953,0,40,1665,0,136,4608,0,101,4833,0,30,1220,0,99,3450,0,105,4324,0,60,2227,0,58,3326,0,0,0,0,71,2571,0,70,3695
2,2016,'680100000',230,  ,MT,0,309,11188,0,58,2100,0,21,706,0,42,1313,0,38,1319,0,43,2084,0,19,617,0,19,648,0,37,1095,0,20,939,0,0,0,0,0,0,0,12,367
2,2016,'680100000',232,  ,MT,0,191,6714,0,19,535,0,55,1992,0,0,0,0,0,0,0,20,472,0,42,1718,0,19,785,0,16,512,0,0,0,0,0,0,0,0,0,0,20,700
