Exp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apr,Quantity2-Apr,Value-Apr,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2017,'160100000',103,  ,KG,0,43849,22205,0,0,0,0,0,0,0,0,0,0,8488,4209,0,9202,4573,0,0,0,0,0,0,0,0,0,0,8996,4653,0,0,0,0,8694,4497,0,8469,4273
2,2017,'160100000',105,  ,KG,0,8639907,4482545,0,666346,349071,0,477352,248638,0,758338,402709,0,579581,301848,0,613473,303562,0,871485,447556,0,815322,420204,0,788974,404801,0,685663,347671,0,720620,364874,0,834089,452746,0,828664,438865
2,2017,'160100000',106,  ,KG,0,192858,121444,0,11619,7321,0,5600,4676,0,16638,10100,0,10659,6477,0,23088,14067,0,13050,7753,0,34849,21115,0,16248,11167,0,16582,10236,0,6589,3939,0,11065,6953,0,26871,17640
2,2017,'160100000',111,  ,KG,0,5998595,3249821,0,408369,222726,0,437648,235910,0,742488,389203,0,611884,314122,0,522670,286699,0,457209,249276,0,630115,343320,0,458029,245554,0,434454,240037,0,393574,212685,0,487690,270105,0,414465,240184
2,2017,'160100000',113,  ,KG,0,7133,4879,0,0,0,0,3101,1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4032,3322
2,2017,'160100000',117,  ,KG,0,11252,5456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051,742,0,0,0,0,761,308,0,9440,4406,0,0,0
2,2017,'160100000',204,  ,KG,0,1596103,786981,0,105648,54728,0,114628,59677,0,156660,73995,0,67220,33388,0,181758,90637,0,152380,72240,0,125949,59676,0,146496,69066,0,88366,41826,0,144440,73992,0,178400,92199,0,134158,65557
2,2017,'160100000',208,  ,KG,0,65220,22509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15720,5360,0,0,0,0,0,0,0,0,0,0,11100,3993,0,19200,6520,0,19200,6636
2,2017,'160100000',210,  ,KG,0,36919,67018,0,3487,7175,0,385,986,0,6403,13999,0,1361,2873,0,2064,4410,0,3923,3475,0,3302,4168,0,597,1257,0,5625,10344,0,2637,6624,0,5523,8003,0,1612,3704
2,2017,'160100000',213,  ,KG,0,897305,510047,0,87622,43808,0,21811,10282,0,77962,41600,0,80952,44898,0,59507,34779,0,56852,27050,0,61394,33289,0,100703,59646,0,66350,38290,0,96897,58796,0,127288,79206,0,59967,38403
2,2017,'160100000',218,  ,KG,0,108710,163306,0,4507,6979,0,4814,6803,0,9037,11845,0,10055,15102,0,15546,21479,0,6693,9533,0,11655,18285,0,9453,14302,0,6716,10194,0,10560,18063,0,7631,12212,0,12043,18509
2,2017,'160100000',220,  ,KG,0,817953,980355,0,54014,56115,0,72687,83335,0,56849,68271,0,54373,68568,0,60504,63941,0,69287,72435,0,74603,95750,0,88177,112218,0,71488,79980,0,76217,97275,0,78813,94431,0,60941,88036
2,2017,'160100000',225,  ,KG,0,31121,16826,0,0,0,0,112,217,0,0,0,0,0,0,0,24800,9776,0,5829,6252,0,0,0,0,0,0,0,0,0,0,380,581,0,0,0,0,0,0
2,2017,'160100000',227,  ,KG,0,407313,203618,0,43755,21208,0,11975,7233,0,52973,22181,0,50370,23927,0,7063,6103,0,38739,17473,0,14709,7779,0,62528,33392,0,37161,17666,0,13080,8004,0,45248,22935,0,29712,15717
2,2017,'160100000',302,  ,KG,0,76504,80004,0,0,0,0,17632,19045,0,0,0,0,7264,7012,0,17904,18944,0,0,0,0,7200,7347,0,7489,7381,0,0,0,0,7425,7685,0,4390,5323,0,7200,7267
2,2017,'160100000',304,  ,KG,0,9408578,5585222,0,663801,406893,0,720278,437655,0,702125,424141,0,583484,334676,0,905471,523422,0,838377,474470,0,924078,496414,0,773594,464959,0,774615,449643,0,748642,472716,0,865212,563724,0,908901,536509
2,2017,'160100000',410,  ,KG,0,4398682,1665275,0,371465,143649,0,359067,136378,0,411425,150306,0,349301,129246,0,307988,119014,0,425749,164435,0,248642,91737,0,479443,184057,0,285783,103185,0,361966,142607,0,357992,136827,0,439861,163834
2,2017,'160100000',601,  ,KG,0,2855,2290,0,0,0,0,0,0,0,0,0,0,616,578,0,0,0,0,0,0,0,199,222,0,2040,1490,0,0,0,0,0,0,0,0,0,0,0,0
2,2017,'160220010',117,  ,KG,0,6302,4026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,413,0,0,0,0,2162,1501,0,0,0,0,1705,1092,0,0,0,0,1619,1020
2,2017,'160220010',210,  ,KG,0,3460,3870,0,0,0,0,187,213,0,411,502,0,0,0,0,262,290,0,187,222,0,0,0,0,0,0,0,1731,1798,0,0,0,0,402,495,0,280,350
2,2017,'160220010',218,  ,KG,0,36056,24372,0,0,0,0,0,0,0,0,0,0,756,425,0,0,0,0,4620,2203,0,0,0,0,0,0,0,14729,10927,0,8751,7133,0,0,0,0,7200,3684
2,2017,'160220010',304,  ,KG,0,1457,1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457,1628,0,0,0,0,0,0,0,0,0
2,2017,'160220091',210,  ,KG,0,3714,17069,0,238,1120,0,57,349,0,0,0,0,927,3653,0,615,1901,0,72,530,0,0,0,0,183,785,0,722,4717,0,413,1898,0,414,1772,0,73,344
2,2017,'160220091',218,  ,KG,0,841,3596,0,0,0,0,0,0,0,0,0,0,288,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,2812
2,2017,'160220091',227,  ,KG,0,302,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,804,0,0,0
2,2017,'160220091',232,  ,KG,0,93,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,269,0,0,0,0,0,0,0,0,0,0,0,0
2,2017,'160220099',105,  ,KG,0,1615492,874390,0,92425,54503,0,95520,51031,0,165672,91191,0,109924,61210,0,122243,64534,0,155467,80894,0,143010,78500,0,127838,67523,0,148532,78919,0,161527,86285,0,142219,79829,0,151115,79971
2,2017,'160220099',111,  ,KG,0,221805,220432,0,9811,9662,0,22245,22754,0,22812,23504,0,19843,19889,0,6004,5731,0,25741,26150,0,21932,20696,0,31110,29763,0,13908,13007,0,13653,14308,0,16825,16784,0,17921,18184
2,2017,'160220099',208,  ,KG,0,731,2831,0,0,0,0,145,504,0,0,0,0,272,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,927,0,0,0,0,101,442
2,2017,'160220099',210,  ,KG,0,60,546,0,0,0,0,0,0,0,0,0,0,0,0,0,60,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2017,'160220099',218,  ,KG,0,1759,8586,0,174,813,0,180,907,0,0,0,0,0,0,0,0,0,0,194,895,0,0,0,0,0,0,0,264,1204,0,132,438,0,180,954,0,635,3375
2,2017,'160231290',213,  ,KG,0,1770,999,0,0,0,0,726,399,0,0,0,0,0,0,0,400,213,0,0,0,0,0,0,0,0,0,0,0,0,0,644,387,0,0,0,0,0,0
2,2017,'160231290',223,  ,KG,0,6730,2896,0,0,0,0,0,0,0,0,0,0,6730,2896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2017,'160231290',227,  ,KG,0,27724,12386,0,19108,8080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8616,4306,0,0,0
2,2017,'160231290',304,  ,KG,0,70301,27288,0,2611,2097,0,0,0,0,643,741,0,0,0,0,0,0,0,1469,464,0,0,0,0,734,233,0,34042,12040,0,29954,10805,0,97,226,0,751,682
2,2017,'160232100',105,  ,KG,0,17430,13521,0,0,0,0,2310,1831,0,2835,2229,0,0,0,0,0,0,0,1575,1210,0,2310,1777,0,1050,798,0,1050,791,0,1050,809,0,1050,822,0,4200,3254
2,2017,'160232100',111,  ,KG,0,27280,26259,0,21224,20314,0,6056,5945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2017,'160232210',105,  ,KG,0,51933,22003,0,7800,3175,0,1800,850,0,2400,1135,0,12528,4977,0,0,0,0,3519,1473,0,0,0,0,9147,3874,0,0,0,0,900,333,0,5139,2292,0,8700,3894
2,2017,'160232290',103,  ,KG,0,955668,462918,0,154092,74610,0,46350,23147,0,48596,24860,0,45766,21674,0,45261,21365,0,41811,23498,0,49784,25972,0,35873,16880,0,83254,39508,0,67099,33292,0,106901,52082,0,230881,106030
2,2017,'160232290',105,  ,KG,0,189631611,92638457,0,13741820,6901321,0,7992301,3807240,0,14836000,7294327,0,14213978,6780280,0,15923642,7845332,0,17498632,8617339,0,17845852,8751849,0,17359226,8612908,0,15379630,7422169,0,16385969,7882981,0,19046578,9299381,0,19407983,9423330
2,2017,'160232290',110,  ,KG,0,92488,55542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6664,3855,0,14664,8746,0,14000,8491,0,57160,34450
