Exp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apr,Quantity2-Apr,Value-Apr,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2018,'970110000',103,NO,KG,2092,3109,348729,196,222,28035,84,255,76199,167,158,4952,234,229,3359,94,645,92502,196,250,6902,250,480,25960,256,103,7292,71,388,11657,98,147,1742,240,135,3215,206,97,86914
2,2018,'970110000',105,NO,KG,7853,16650,1046579,465,492,42528,1601,1701,111923,184,477,5394,1392,2468,28884,106,185,42648,442,732,56421,31,246,85887,406,1210,66734,221,348,866,1242,2921,14388,695,2985,375007,1068,2885,215899
2,2018,'970110000',106,NO,KG,371,2238,54375,0,0,0,51,181,468,195,347,6186,0,0,0,23,209,10469,0,0,0,31,1123,34881,0,0,0,0,0,0,3,14,400,0,0,0,68,364,1971
2,2018,'970110000',108,NO,KG,34,457,52633,0,0,0,0,0,0,13,121,14246,1,22,307,1,32,524,3,68,3987,0,0,0,4,55,19418,3,34,4170,0,0,0,7,8,346,2,117,9635
2,2018,'970110000',110,NO,KG,1397,2776,3529,0,0,0,0,0,0,12,122,269,0,0,0,0,0,0,1170,1965,319,0,0,0,0,0,0,0,0,0,1,29,201,0,0,0,214,660,2740
2,2018,'970110000',111,NO,KG,192,162,12705,0,0,0,1,8,10271,0,0,0,0,0,0,1,35,301,180,60,892,2,6,318,0,0,0,0,0,0,0,0,0,2,23,396,6,30,527
2,2018,'970110000',112,NO,KG,16,108,15689,0,0,0,5,36,830,3,24,9825,3,21,1273,0,0,0,5,27,3761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2018,'970110000',117,NO,KG,26,319,15705,1,20,10072,0,0,0,0,0,0,1,4,308,6,41,2779,0,0,0,0,0,0,0,0,0,2,5,1070,1,68,918,0,0,0,15,181,558
2,2018,'970110000',118,NO,KG,2741,7031,28415,558,1138,829,32,238,202,437,1972,1043,78,390,989,443,999,465,149,237,1063,0,0,0,916,1235,525,120,587,416,0,0,0,6,180,2504,2,55,20379
2,2018,'970110000',120,NO,KG,3,123,2511,0,0,0,0,0,0,0,0,0,2,80,648,1,43,1863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2018,'970110000',123,NO,KG,7,12,29535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,17834,0,0,0,0,0,0,0,0,0,6,5,11701
2,2018,'970110000',131,NO,KG,174,19,831,0,0,0,0,0,0,0,0,0,174,19,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2018,'970110000',133,NO,KG,15,150,9322,0,0,0,0,0,0,0,0,0,0,0,0,14,80,992,0,0,0,0,0,0,0,0,0,1,70,8330,0,0,0,0,0,0,0,0,0
2,2018,'970110000',143,NO,KG,7,156,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,208,0,0,0,0,0,0,4,32,1368,0,0,0,1,98,1448
2,2018,'970110000',147,NO,KG,86,109,3895,0,0,0,0,0,0,0,0,0,0,0,0,53,20,688,1,45,1453,0,0,0,0,0,0,9,12,508,8,12,436,0,0,0,15,20,810
2,2018,'970110000',202,NO,KG,7,110,1037,0,0,0,0,0,0,0,0,0,0,0,0,6,97,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,671,0,0,0
2,2018,'970110000',203,NO,KG,42,98,49472,0,0,0,0,0,0,1,0,2110,0,0,0,1,4,2088,0,0,0,12,18,9243,26,26,3484,1,17,11499,1,33,21048,0,0,0,0,0,0
