Exp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apl,Quantity2-Apl,Value-Apl,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2010,'680100000',103,  ,MT,0,84,1576,0,84,1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2010,'680100000',105,  ,MT,0,112489,2409109,0,11250,239565,0,11408,240671,0,9234,191666,0,10910,224585,0,9699,206412,0,9631,228580,0,8866,198547,0,7175,155149,0,7213,154088,0,7901,161974,0,9706,205713,0,9496,202159
2,2010,'680100000',110,  ,MT,0,1770,28440,0,145,2162,0,125,2197,0,39,492,0,161,2630,0,222,3278,0,248,3304,0,72,1474,0,173,3401,0,292,4635,0,120,2017,0,120,1910,0,53,940
2,2010,'680100000',111,  ,MT,0,22,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,248,0,15,342,0,0,0,0,0,0
2,2010,'680100000',113,  ,MT,0,14,260,0,0,0,0,0,0,0,14,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2010,'680100000',117,  ,MT,0,454,8080,0,41,817,0,80,965,0,21,267,0,55,1141,0,75,1660,0,20,210,0,20,467,0,62,736,0,20,437,0,0,0,0,40,659,0,20,721
2,2010,'680100000',118,  ,MT,0,1859,45383,0,170,3835,0,90,3820,0,142,3240,0,202,6202,0,136,2872,0,115,2501,0,197,5055,0,186,4481,0,128,3062,0,133,2307,0,267,5973,0,93,2035
2,2010,'680100000',123,  ,MT,0,3746,82135,0,424,8569,0,207,4300,0,302,6836,0,404,9729,0,427,10087,0,180,4188,0,197,4218,0,381,8587,0,308,6885,0,237,5248,0,300,6155,0,379,7333
2,2010,'680100000',133,  ,MT,0,21,912,0,0,0,0,0,0,0,21,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2010,'680100000',203,  ,MT,0,6,412,0,0,0,0,6,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
