Exp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apr,Quantity2-Apr,Value-Apr,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2019,'160100000',105,  ,KG,0,10619573,5521148,0,750413,374345,0,591733,294645,0,665150,339079,0,1145170,579652,0,743772,376661,0,741172,362465,0,975639,490151,0,1054224,529992,0,951212,505212,0,789724,438579,0,1066521,579669,0,1144843,650698
2,2019,'160100000',106,  ,KG,0,193508,110352,0,13020,8631,0,28810,14221,0,13244,9312,0,10933,6160,0,39573,18128,0,33638,18815,0,18252,10946,0,1927,1242,0,11300,8104,0,10851,6691,0,0,0,0,11960,8102
2,2019,'160100000',111,  ,KG,0,6189163,3975686,0,393972,237959,0,473023,291026,0,612013,382299,0,470073,288732,0,381536,244413,0,529895,324355,0,660427,419155,0,529745,354335,0,451350,309099,0,599744,405284,0,579448,388695,0,507937,330334
2,2019,'160100000',113,  ,KG,0,11088,8920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1607,0,0,0,0,1008,794,0,0,0,0,8064,6519,0,0,0
2,2019,'160100000',117,  ,KG,0,2748,1175,0,2196,951,0,0,0,0,0,0,0,0,0,0,552,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,'160100000',204,  ,KG,0,1734293,900212,0,50310,22264,0,154219,73683,0,56468,29047,0,273924,137603,0,168970,85907,0,103848,53801,0,122698,63603,0,227742,120258,0,100552,54592,0,158668,85919,0,140516,78441,0,176378,95094
2,2019,'160100000',210,  ,KG,0,55165,76846,0,1901,4120,0,3846,5296,0,4368,9204,0,2506,3574,0,622,1824,0,995,1631,0,4279,7584,0,7160,12210,0,3896,6941,0,20265,15208,0,4406,7949,0,921,1305
2,2019,'160100000',213,  ,KG,0,1062363,565470,0,95866,48205,0,43288,24984,0,121297,63126,0,125460,65783,0,76981,42537,0,37137,22899,0,56606,31539,0,103668,51667,0,112320,59452,0,104027,56326,0,115059,62040,0,70654,36912
2,2019,'160100000',218,  ,KG,0,135791,195053,0,9896,14101,0,8962,13497,0,9520,14358,0,8609,13224,0,7721,11527,0,6686,9515,0,16949,22858,0,12972,17838,0,6571,9929,0,13459,19600,0,21665,30452,0,12781,18154
2,2019,'160100000',220,  ,KG,0,826975,949076,0,56516,76227,0,49446,58537,0,58767,60578,0,93665,119067,0,71629,73756,0,53929,64196,0,71950,84275,0,87259,92909,0,73307,75807,0,47036,53711,0,98738,109998,0,64733,80015
2,2019,'160100000',224,  ,KG,0,338,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,277,0,0,0,0,0,0,0,0,0
2,2019,'160100000',225,  ,KG,0,250855,154388,0,30606,16447,0,21315,10755,0,0,0,0,270,570,0,21090,12480,0,10304,7611,0,20893,12239,0,21030,12274,0,28380,17867,0,13269,10091,0,23311,15391,0,60387,38663
2,2019,'160100000',234,  ,KG,0,11096,1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1958,265,0,0,0,0,0,0,0,0,0,0,4569,639,0,0,0,0,4569,622
2,2019,'160100000',302,  ,KG,0,69875,60110,0,9273,6851,0,0,0,0,7384,8253,0,0,0,0,0,0,0,9739,11087,0,0,0,0,0,0,0,0,0,0,18000,12232,0,6479,7717,0,19000,13970
2,2019,'160100000',304,  ,KG,0,9299154,5854354,0,747869,470483,0,581598,392002,0,607640,397740,0,848601,537723,0,869202,532394,0,736114,496505,0,1009394,648922,0,878945,545056,0,636326,405518,0,870863,517903,0,699034,453336,0,813568,456772
2,2019,'160100000',410,  ,KG,0,6062779,2272771,0,494489,188897,0,465181,175403,0,531289,202928,0,440762,165649,0,529112,204736,0,428471,154536,0,536383,193600,0,547287,206615,0,536748,191370,0,446613,168109,0,639322,242381,0,467122,178547
2,2019,'160100000',601,  ,KG,0,41180,23939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9860,5747,0,0,0,0,9860,5464,0,9872,5604,0,0,0,0,11588,7124
2,2019,'160220010',117,  ,KG,0,4718,3023,0,758,526,0,0,0,0,0,0,0,816,499,0,1321,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415,905,0,408,246
2,2019,'160220010',210,  ,KG,0,3053,3977,0,256,338,0,0,0,0,504,664,0,327,411,0,224,268,0,224,278,0,224,270,0,224,257,0,0,0,0,0,0,0,1070,1491,0,0,0
2,2019,'160220010',218,  ,KG,0,31603,17832,0,1132,647,0,0,0,0,0,0,0,3996,1907,0,0,0,0,8426,4210,0,3978,1862,0,0,0,0,0,0,0,10099,7366,0,0,0,0,3972,1840
2,2019,'160220091',210,  ,KG,0,3317,15510,0,382,3098,0,109,535,0,352,1172,0,414,1657,0,307,1259,0,67,445,0,414,1639,0,0,0,0,16,296,0,823,3261,0,323,1629,0,110,519
2,2019,'160220091',218,  ,KG,0,471,2118,0,0,0,0,0,0,0,0,0,0,327,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,250,0,0,0
2,2019,'160220091',227,  ,KG,0,216,666,0,216,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,'160220099',105,  ,KG,0,1930012,1028801,0,145727,80756,0,142103,73327,0,138568,78323,0,217356,120016,0,149718,81916,0,159949,84096,0,233159,118208,0,172793,90528,0,116192,60019,0,140990,72507,0,170727,95392,0,142730,73713
2,2019,'160220099',111,  ,KG,0,196934,173228,0,9276,9101,0,6167,5350,0,10546,9981,0,25093,24787,0,16056,16371,0,19093,16693,0,32245,24983,0,23145,15806,0,20338,17077,0,20373,16206,0,8396,9507,0,6206,7366
2,2019,'160220099',208,  ,KG,0,1584,6471,0,148,615,0,0,0,0,0,0,0,151,641,0,162,689,0,61,249,0,247,1001,0,223,890,0,0,0,0,0,0,0,439,1773,0,153,613
2,2019,'160220099',210,  ,KG,0,5892,39220,0,392,3331,0,80,548,0,103,466,0,88,554,0,768,4869,0,241,2053,0,288,1085,0,205,1140,0,468,3053,0,565,2751,0,1113,8115,0,1581,11255
2,2019,'160220099',218,  ,KG,0,2455,10258,0,49,249,0,460,2432,0,0,0,0,291,1223,0,344,1100,0,48,241,0,198,749,0,198,691,0,150,445,0,48,231,0,152,548,0,517,2349
2,2019,'160231290',213,  ,KG,0,1903,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,227,0,0,0,0,895,484,0,0,0,0,596,333,0,0,0
2,2019,'160231290',227,  ,KG,0,102299,41409,0,0,0,0,0,0,0,0,0,0,20322,8414,0,19586,8046,0,0,0,0,21069,8512,0,0,0,0,20682,8132,0,0,0,0,20640,8305,0,0,0
