Exp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apl,Quantity2-Apl,Value-Apl,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2009,'390110020',103,  ,KG,0,285721,30000,0,0,0,0,109620,10694,0,19930,1874,0,54120,5315,0,24000,2929,0,17050,1764,0,18061,2109,0,3500,473,0,0,0,0,0,0,0,11000,1258,0,28440,3584
2,2009,'390110020',105,  ,KG,0,26400,13186,0,3000,1688,0,0,0,0,0,0,0,0,0,0,8000,3601,0,0,0,0,0,0,0,5000,2406,0,5000,2698,0,400,221,0,5000,2572,0,0,0
2,2009,'390110020',106,  ,KG,0,1263900,132634,0,223150,19875,0,250500,24284,0,275750,26567,0,38000,1820,0,72700,12494,0,18000,3470,0,36700,4345,0,0,0,0,24700,2973,0,72700,8138,0,195700,21724,0,56000,6944
2,2009,'390110020',111,  ,KG,0,1098600,128955,0,21500,2323,0,115500,11717,0,108000,12396,0,98000,10768,0,78500,8916,0,123500,13829,0,119600,12620,0,51500,6648,0,67000,8885,0,115000,15116,0,99000,12692,0,101500,13045
2,2009,'390110020',113,  ,KG,0,2931800,382140,0,381000,57596,0,17000,1490,0,277000,42729,0,182000,21333,0,419900,49246,0,247000,28457,0,98800,12590,0,0,0,0,172900,22492,0,666900,86225,0,247000,31795,0,222300,28187
2,2009,'390110020',123,  ,KG,0,600,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2009,'390110020',137,  ,KG,0,625050,66609,0,102250,9677,0,24750,2128,0,77500,6777,0,81550,7823,0,24750,2768,0,52750,5730,0,43750,5145,0,16500,2072,0,52750,6615,0,49500,6384,0,49500,5931,0,49500,5559
2,2009,'390110020',208,  ,KG,0,1325,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2009,'390110020',210,  ,KG,0,1325,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325,236,0,0,0,0,0,0,0,0,0,0,0,0
2,2009,'390110020',213,  ,KG,0,166700,31552,0,24750,4927,0,24750,4794,0,0,0,0,0,0,0,24750,5954,0,0,0,0,11000,1897,0,24750,4175,0,30750,5915,0,25950,3890,0,0,0,0,0,0
2,2009,'390110020',215,  ,KG,0,18560,5624,0,0,0,0,0,0,0,6000,1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4060,1291,0,8500,2656
2,2009,'390110020',220,  ,KG,0,1500,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,565,0,0,0,0,0,0
2,2009,'390110020',302,  ,KG,0,624000,78093,0,22000,3617,0,22000,2549,0,76000,13813,0,44000,8074,0,44000,6456,0,22000,2521,0,32000,3612,0,132000,14737,0,54000,5670,0,66000,6268,0,44000,4186,0,66000,6590
2,2009,'390110020',304,  ,KG,0,176102,20152,0,53978,5425,0,35339,3651,0,0,0,0,22500,2376,0,5000,564,0,7500,937,0,635,392,0,20000,2636,0,0,0,0,15000,1955,0,16150,2216,0,0,0
2,2009,'390110020',410,  ,KG,0,13325,910,0,0,0,0,0,0,0,0,0,0,0,0,0,5700,554,0,0,0,0,0,0,0,0,0,0,7625,356,0,0,0,0,0,0,0,0,0
2,2009,'390110060',103,  ,KG,0,2213282,270780,0,214000,24558,0,375500,39791,0,238000,29312,0,287000,35216,0,233860,26487,0,155270,20181,0,115330,14093,0,71000,10863,0,136000,17330,0,177322,24485,0,118000,16062,0,92000,12402
2,2009,'390110060',105,  ,KG,0,1057490,222486,0,25000,5132,0,40000,8181,0,4450,2741,0,20000,4090,0,14500,1315,0,29085,2638,0,115000,26124,0,43120,9499,0,182000,36517,0,130730,29679,0,227455,48432,0,226150,48138
