Exp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apr,Quantity2-Apr,Value-Apr,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2019,'940110000',105,NO,KG,4,226,2006,0,0,0,0,0,0,4,226,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,'940110000',112,NO,KG,1,48,4788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,4788,0,0,0
2,2019,'940110000',205,NO,KG,190,6592,608833,2,120,12195,10,673,56523,7,337,27131,12,481,40883,14,808,65156,75,888,136064,14,747,63477,10,424,23844,20,811,83028,6,346,29631,8,353,28195,12,604,42706
2,2019,'940110000',210,NO,KG,52,5372,175477,2,160,9077,3,135,21269,13,1384,18121,1,90,4799,7,1337,27976,4,472,15857,1,100,4424,8,544,30604,2,148,5292,4,488,8197,2,150,6533,5,364,23328
2,2019,'940110000',213,NO,KG,433,22711,616196,73,4041,85157,5,340,14627,74,4176,88027,39,1777,40911,54,2958,69639,0,0,0,0,0,0,2,59,3801,44,2862,96380,132,6068,215183,10,430,2471,0,0,0
2,2019,'940110000',218,NO,KG,14,664,2486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,134,1116,0,0,0,12,530,1370,0,0,0
2,2019,'940110000',220,NO,KG,2,28,4639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2291,0,0,0,1,14,2348
2,2019,'940110000',223,NO,KG,8,307,16581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,307,16581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,'940110000',304,NO,KG,293,15010,375053,170,3565,4947,2,91,8656,34,3355,11168,17,1081,47856,9,547,15931,3,135,5624,15,1946,15350,6,237,21541,14,2099,97687,1,38,5302,20,1864,135728,2,52,5263
2,2019,'940120000',103,NO,KG,21293,426871,359474,1780,35778,30579,1064,22122,18176,1638,32718,28443,2629,49748,41156,1882,36283,31369,1389,26573,23506,2254,48529,39853,1544,33940,26967,1830,37648,31229,1990,38628,33056,1717,31236,27129,1576,33668,28011
2,2019,'940120000',105,NO,KG,225796,3042843,2641729,21245,303907,263105,14732,188382,162253,21459,268188,217655,20716,223629,181703,21324,300418,245349,20072,286427,235186,20260,308391,249156,21913,311347,273803,18014,259629,245647,19970,271896,268347,13145,175193,163011,12946,145436,136514
2,2019,'940120000',106,NO,KG,8683,145706,208153,1161,13546,16172,700,13296,17980,592,10309,16654,333,6344,8424,866,20539,36979,768,9691,10978,551,9113,14106,526,12004,14174,1367,19979,27856,720,13078,18717,843,9827,11414,256,7980,14699
2,2019,'940120000',110,NO,KG,2,62,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,62,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,'940120000',111,NO,KG,5086,175142,325102,637,19058,25866,281,13460,19601,331,11655,22986,446,13211,26542,614,18431,36675,493,19598,27204,512,17217,32814,310,8618,20157,434,18866,40694,404,17937,40591,465,12800,23504,159,4291,8468
2,2019,'940120000',112,NO,KG,122,3830,7279,50,2000,3286,0,0,0,0,0,0,0,0,0,5,110,333,9,300,625,45,1070,2343,0,0,0,13,350,692,0,0,0,0,0,0,0,0,0
2,2019,'940120000',113,NO,KG,513,8718,22475,19,570,891,1,40,1406,48,656,1111,14,657,548,0,0,0,3,84,228,43,705,983,100,2068,5457,98,1776,3542,80,720,2009,0,0,0,107,1442,6300
2,2019,'940120000',117,NO,KG,73,1916,3339,0,0,0,70,1645,3111,3,271,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,'940120000',118,NO,KG,914,23802,31781,18,326,444,54,1381,2107,79,1848,2397,5,106,480,15,792,517,19,288,321,47,2418,1500,71,1870,2957,265,4979,8962,270,7274,7906,37,834,1757,34,1686,2433
2,2019,'940120000',123,NO,KG,385,9753,21967,5,100,218,2,36,246,13,560,3074,22,455,799,14,293,760,33,733,1961,42,1565,6090,60,1340,3185,86,2436,2709,22,885,815,10,200,542,76,1150,1568
2,2019,'940120000',124,NO,KG,11,176,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,176,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,'940120000',203,NO,KG,31,356,1977,0,0,0,0,0,0,10,88,454,1,10,243,10,100,452,1,43,243,0,0,0,9,115,585,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,'940120000',205,NO,KG,22144,564870,640209,2702,64434,69140,1415,32642,42388,2949,75892,83998,1491,36134,39811,2097,54316,61996,1360,31976,35500,2865,77956,86328,1560,41196,47543,1254,32647,33477,1919,54062,59040,1308,30368,39000,1224,33247,41988
2,2019,'940120000',207,NO,KG,3,89,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,89,453
2,2019,'940120000',208,NO,KG,64,812,1973,0,0,0,0,0,0,3,60,301,8,60,306,0,0,0,12,100,419,12,80,379,21,462,309,8,50,259,0,0,0,0,0,0,0,0,0
2,2019,'940120000',210,NO,KG,3580,123927,166478,192,7664,7749,293,11265,12053,248,9361,11027,197,7442,10390,0,0,0,192,7392,8812,468,17555,21168,553,11419,15629,384,14784,15941,529,20564,22061,333,11814,15679,191,4667,25969
2,2019,'940120000',213,NO,KG,7763,248023,396013,470,4276,16932,462,19896,25539,987,40231,55031,1708,63648,91804,876,33637,49285,667,15072,31829,453,13727,19124,315,8463,13104,323,13347,19497,750,17885,30738,103,3029,6071,649,14812,37059
2,2019,'940120000',217,NO,KG,501,9196,16274,50,810,1276,200,4022,6261,35,852,2406,0,0,0,0,0,0,0,0,0,6,84,334,0,0,0,30,654,802,0,0,0,95,1485,2717,85,1289,2478
2,2019,'940120000',218,NO,KG,8460,366001,800961,720,31290,60928,568,25513,55836,620,27392,58768,762,33583,72911,576,25511,57885,717,31982,60077,861,37101,69341,720,30420,58496,786,32982,79321,570,24026,71538,665,27784,77161,895,38417,78699
2,2019,'940120000',220,NO,KG,7556,126057,113980,567,9798,8490,181,2981,4932,1205,20495,16591,630,8271,9104,972,14732,15052,600,9612,8589,457,7303,5923,775,14039,10178,403,9269,6654,660,8477,9766,264,5046,6734,842,16034,11967
2,2019,'940120000',223,NO,KG,1,45,212,0,0,0,0,0,0,1,45,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,'940120000',224,NO,KG,12,375,1245,0,0,0,6,164,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,211,729,0,0,0
2,2019,'940120000',227,NO,KG,94,2247,4934,0,0,0,0,0,0,4,77,201,2,62,382,0,0,0,0,0,0,11,235,785,77,1873,3566,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,'940120000',234,NO,KG,742,12187,40821,143,4749,27095,20,333,4881,324,3197,2659,67,933,835,0,0,0,8,231,2513,154,2314,1966,20,293,256,0,0,0,4,89,347,2,48,269,0,0,0
2,2019,'940120000',302,NO,KG,27,560,1609,17,350,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,211,0,0,0,4,80,241,5,100,270,0,0,0,0,0,0
2,2019,'940120000',304,NO,KG,25244,274702,1309836,2028,24986,62251,2326,25462,53723,2280,24234,65035,1796,12712,25438,2657,31870,58293,1350,13881,38476,633,17838,53888,2574,38882,73122,2076,17694,196927,3694,22101,178818,1885,22399,291248,1945,22643,212617
2,2019,'940120000',305,NO,KG,1186,26618,154375,39,1054,4598,151,2951,17449,325,8106,37617,64,1383,9820,92,1777,29376,69,1984,6631,101,1911,14028,117,2597,13199,51,968,4377,60,1243,5620,52,1452,5343,65,1192,6317
2,2019,'940120000',401,NO,KG,18,450,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,450,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,'940120000',410,NO,KG,37,637,8549,0,0,0,6,91,893,0,0,0,0,0,0,2,37,796,1,17,371,8,142,1298,20,350,5191,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,'940120000',413,NO,KG,46,806,8242,2,41,301,0,0,0,0,0,0,0,0,0,0,0,0,5,100,786,15,229,2177,16,304,3928,1,19,206,6,96,567,0,0,0,1,17,277
2,2019,'940120000',504,NO,KG,225,1420,5425,21,68,582,0,0,0,0,0,0,32,196,782,102,680,2384,0,0,0,0,0,0,10,144,262,14,109,300,32,188,857,14,35,258,0,0,0
2,2019,'940120000',551,NO,KG,66,2227,6073,0,0,0,0,0,0,17,549,1561,0,0,0,6,180,511,10,306,993,6,200,551,5,134,350,15,551,1340,7,307,767,0,0,0,0,0,0
2,2019,'940120000',601,NO,KG,58,350,2222,0,0,0,58,350,2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,'940120000',606,NO,KG,12,108,680,0,0,0,6,60,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,48,280,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,'940130010',103,NO,KG,357,7954,14078,45,1170,2233,20,475,749,48,1209,2220,42,797,1335,27,534,929,55,1204,2062,23,497,707,10,260,482,39,814,1637,0,0,0,10,188,314,38,806,1410
2,2019,'940130010',105,NO,KG,35968,656992,394311,5485,95955,64338,2251,41096,28755,4877,77432,39518,3028,56159,33843,3203,60669,37613,3978,74195,43624,2348,45172,26247,2578,52876,24502,2892,55557,33467,2302,45492,30392,2007,33184,21179,1019,19205,10833
2,2019,'940130010',106,NO,KG,763,9515,4272,0,0,0,160,3200,1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,5080,1987,95,1235,508,0,0,0,0,0,0,0,0,0
2,2019,'940130010',110,NO,KG,3,129,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,129,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,'940130010',113,NO,KG,415,10934,10286,0,0,0,55,883,1533,22,954,632,12,193,704,0,0,0,87,2746,2277,129,2644,2258,38,1213,1075,49,1478,1214,0,0,0,23,823,593,0,0,0
2,2019,'940130010',202,NO,KG,26,594,3591,0,0,0,6,93,311,0,0,0,2,160,682,2,80,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,261,1857,0,0,0
2,2019,'940130010',204,NO,KG,8,129,2207,1,15,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,923,0,0,0,0,0,0,0,0,0,0,0,0,6,102,437
2,2019,'940130010',205,NO,KG,1,20,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,'940130010',210,NO,KG,1,20,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,'940130010',213,NO,KG,1020,24790,121896,134,3081,15718,57,1308,8251,140,3352,21119,69,1235,7234,75,1632,8088,27,503,3309,168,4629,19673,76,1952,8327,81,2330,10039,52,1030,5733,120,3101,11071,21,637,3334
2,2019,'940130010',215,NO,KG,6,182,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,144,564,0,0,0,0,0,0,0,0,0,1,38,327,0,0,0
2,2019,'940130010',218,NO,KG,145,2891,12030,16,264,1285,0,0,0,0,0,0,21,420,2011,0,0,0,76,1561,4626,0,0,0,0,0,0,0,0,0,0,0,0,23,487,3592,9,159,516
2,2019,'940130010',220,NO,KG,958,18600,108573,34,736,3459,68,1162,4693,69,1726,19115,250,4904,24451,236,3393,25257,52,1212,5118,7,120,1024,35,491,2931,35,919,6080,22,584,2992,57,1063,5015,93,2290,8438
2,2019,'940130010',223,NO,KG,88,841,7978,6,56,600,0,0,0,67,606,5146,4,50,490,0,0,0,1,18,281,4,35,430,0,0,0,0,0,0,1,16,215,3,34,478,2,26,338
2,2019,'940130010',225,NO,KG,1,38,266,0,0,0,0,0,0,0,0,0,0,0,0,1,38,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,'940130010',227,NO,KG,100,4075,24291,8,328,1865,16,589,3749,20,736,4709,1,36,250,7,251,1746,12,441,2994,14,514,3543,9,330,2238,7,547,1748,1,43,247,0,0,0,5,260,1202
2,2019,'940130010',302,NO,KG,368,9216,46020,23,627,3305,17,440,2754,44,1154,7165,21,499,2529,41,1070,4905,10,290,1572,0,0,0,58,1552,7036,113,2668,11698,1,25,207,40,891,4849,0,0,0
2,2019,'940130010',304,NO,KG,994,21045,78155,33,626,3035,39,974,3835,107,2449,9374,65,1508,5495,32,701,3001,5,106,402,91,1588,9598,59,1258,4091,22,465,1736,391,8098,24523,123,2665,10775,27,607,2290
2,2019,'940130010',305,NO,KG,19,459,1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,209,642,10,250,912,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,'940130090',103,NO,KG,24144,400389,292002,3322,57757,48627,2702,42590,29715,2889,44975,35134,2122,35930,28844,2108,32970,22496,1742,30380,20042,1095,17681,13434,1356,23517,15503,1529,25689,18731,2195,36990,26684,1835,32300,20040,1249,19610,12752
2,2019,'940130090',105,NO,KG,3137146,34661355,13411165,368344,3935691,1470715,222235,2376268,1004933,256492,2757789,1134616,269738,2911570,1102055,279842,3045703,1120416,235866,2676282,1070758,241388,2679285,1130137,265788,2975860,1170604,228049,2520007,942260,250539,2896131,1075068,267525,3028209,1129370,251340,2858560,1060233
2,2019,'940130090',106,NO,KG,923410,8929625,3709396,118743,1199704,499887,105899,1038790,413821,98833,999870,425878,71878,690312,300844,71129,688263,283152,47979,463475,189950,69993,665449,284223,55949,505538,209160,65640,596888,240287,69575,690359,284028,65614,612370,263491,82178,778607,314675
2,2019,'940130090',108,NO,KG,20,400,1009,20,400,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,'940130090',110,NO,KG,1168,4380,3132,120,430,272,0,0,0,90,322,209,102,365,243,0,0,0,0,0,0,0,0,0,336,1321,996,192,720,524,150,537,323,116,446,355,62,239,210
2,2019,'940130090',111,NO,KG,21067,310267,139484,2391,35674,14895,1927,28097,12709,1257,18695,8168,1659,23159,11377,1980,30139,13461,1474,21965,10589,1841,26589,12007,1973,30201,12983,1892,28892,12045,1142,15670,7542,1772,26452,11931,1759,24734,11777
2,2019,'940130090',113,NO,KG,8718,132867,204313,1040,15887,29010,500,6783,8198,840,13842,20810,1012,16006,28888,548,8216,14498,913,12476,12899,855,17842,27317,619,8626,13199,730,10196,16763,336,3684,6345,1101,16312,19686,224,2997,6700
2,2019,'940130090',118,NO,KG,1295,18873,10378,0,0,0,355,4677,2688,0,0,0,290,4418,2385,0,0,0,180,2351,1426,115,2237,896,0,0,0,15,356,332,0,0,0,340,4834,2651,0,0,0
2,2019,'940130090',202,NO,KG,161,3218,9060,0,0,0,16,222,813,0,0,0,52,1549,3414,0,0,0,0,0,0,0,0,0,0,0,0,90,1404,4594,0,0,0,0,0,0,3,43,239
2,2019,'940130090',203,NO,KG,1214,22836,27251,1180,22141,24668,0,0,0,0,0,0,24,615,2254,0,0,0,10,80,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,'940130090',204,NO,KG,253,5346,18144,0,0,0,96,1739,2947,14,164,871,34,933,4586,0,0,0,4,80,335,23,130,756,3,96,214,0,0,0,70,2092,7680,3,51,322,6,61,433
2,2019,'940130090',205,NO,KG,24,640,2988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,640,2988,0,0,0,0,0,0,0,0,0
2,2019,'940130090',207,NO,KG,152,1999,6648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,123,610,0,0,0,0,0,0,0,0,0,36,900,2363,102,976,3675,0,0,0
2,2019,'940130090',210,NO,KG,31,392,2230,0,0,0,0,0,0,11,121,630,0,0,0,0,0,0,10,117,800,0,0,0,10,154,800,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,'940130090',213,NO,KG,4613,54907,165211,324,4276,12304,243,3449,9510,630,8596,31291,370,5439,13841,129,1907,7626,189,2501,7748,884,8427,23983,544,6459,15546,411,4483,13752,402,4440,13732,390,3709,12123,97,1221,3755
2,2019,'940130090',215,NO,KG,10,155,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,53,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,102,335
2,2019,'940130090',218,NO,KG,918,9439,27314,28,332,1220,0,0,0,199,2613,9550,0,0,0,489,4002,8721,10,150,505,27,243,1010,25,505,1211,13,196,527,42,413,1018,11,130,756,74,855,2796
2,2019,'940130090',220,NO,KG,5001,51430,112479,1198,10685,21600,664,7746,12620,173,2019,8709,70,1049,8918,502,5125,11056,157,1754,5359,1122,10653,15255,369,4400,7365,257,2903,10109,200,2345,5021,117,1069,3564,172,1682,2903
2,2019,'940130090',222,NO,KG,147,1885,5930,58,696,2314,0,0,0,35,379,1464,54,810,2152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,'940130090',223,NO,KG,1178,9957,25242,22,196,1601,384,2926,4136,32,246,323,277,2104,3353,63,1140,9933,31,467,1026,24,184,252,32,246,333,42,368,1176,152,1113,1457,71,608,1169,48,359,483
2,2019,'940130090',227,NO,KG,22,1027,4267,0,0,0,0,0,0,0,0,0,2,77,346,0,0,0,0,0,0,0,0,0,4,156,685,0,0,0,0,0,0,9,475,1755,7,319,1481
2,2019,'940130090',237,NO,KG,697,4450,4213,216,1040,428,5,136,308,20,543,1250,432,2080,807,0,0,0,0,0,0,18,488,1067,0,0,0,0,0,0,0,0,0,0,0,0,6,163,353
2,2019,'940130090',302,NO,KG,167,2976,11167,0,0,0,2,44,218,76,1399,4805,0,0,0,0,0,0,0,0,0,13,211,1172,16,362,1339,0,0,0,0,0,0,0,0,0,60,960,3633
2,2019,'940130090',304,NO,KG,5940,117889,271198,349,5188,15161,943,13876,31678,727,15387,36844,399,8650,18598,520,10647,24992,320,6761,16870,584,11979,22816,622,13653,31169,157,3296,8712,752,16971,38342,229,3996,10569,338,7485,15447
2,2019,'940130090',305,NO,KG,403,8585,27166,72,1246,6499,28,597,1887,15,350,1161,69,1495,3406,15,352,1198,61,1259,3452,17,238,975,35,808,1881,22,518,1613,0,0,0,12,302,964,57,1420,4130
2,2019,'940130090',606,NO,KG,27,567,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,356,407,10,211,212,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,'940140010',105,NO,KG,1144,50475,32172,205,8490,2726,0,0,0,69,2589,1003,187,7270,2924,144,6088,1857,0,0,0,70,2380,807,170,7850,2126,73,2996,1038,66,3381,860,149,9046,18597,11,385,234
2,2019,'940140010',110,NO,KG,205,14555,8495,25,1775,1063,0,0,0,0,0,0,0,0,0,60,4260,2526,60,4260,2471,0,0,0,60,4260,2435,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,'940140010',204,NO,KG,24,1325,19519,0,0,0,14,808,11613,3,135,2479,1,40,360,2,114,1689,1,57,789,0,0,0,1,57,900,1,57,900,0,0,0,0,0,0,1,57,789
2,2019,'940140010',207,NO,KG,1,52,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,806,0,0,0,0,0,0,0,0,0
2,2019,'940140010',213,NO,KG,18,1053,3383,0,0,0,3,132,369,4,190,546,0,0,0,0,0,0,2,121,245,2,119,294,0,0,0,0,0,0,0,0,0,2,104,261,5,387,1668
2,2019,'940140010',220,NO,KG,14,1197,5115,1,47,672,3,302,801,4,271,1712,0,0,0,1,73,226,1,80,387,0,0,0,0,0,0,2,197,939,0,0,0,2,227,378,0,0,0
2,2019,'940140010',223,NO,KG,1,57,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,789,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,'940140010',304,NO,KG,8,751,5059,6,479,4018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,272,1041,0,0,0,0,0,0,0,0,0,0,0,0
2,2019,'940140090',103,NO,KG,121,2681,1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,2681,1610,0,0,0,0,0,0,0,0,0
