Exp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apl,Quantity2-Apl,Value-Apl,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2009,'280110000',103,  ,KG,0,3650,4741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3650,4741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2009,'280120000',409,  ,KG,0,4000,11468,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,8994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,2474,0,0,0
2,2009,'280130000',143,  ,KG,0,2012520,483232,0,531000,130095,0,106200,26019,0,106200,26019,0,0,0,0,240400,58898,0,45700,11196,0,240320,56474,0,106220,24961,0,106220,24961,0,155600,36565,0,134240,31546,0,240420,56498
2,2009,'280130000',213,  ,KG,0,1,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2009,'280130000',304,  ,KG,0,29,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2009,'280200000',103,  ,KG,0,1373600,52781,0,141600,6617,0,64000,2716,0,77600,3291,0,16000,680,0,61600,2488,0,125600,5038,0,125600,4935,0,109600,4268,0,125600,4841,0,125600,4739,0,109600,4165,0,291200,9003
2,2009,'280200000',105,  ,KG,0,13600,573,0,0,0,0,13600,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2009,'280200000',210,  ,KG,0,29640,7360,0,3924,1095,0,5250,1462,0,0,0,0,0,0,0,5250,1443,0,0,0,0,0,0,0,0,0,0,2072,253,0,0,0,0,0,0,0,13144,3107
2,2009,'280200000',213,  ,KG,0,4350,1778,0,1350,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,592,0,0,0,0,0,0,0,1500,592
2,2009,'280300000',103,  ,KG,0,20137159,2151598,0,1780650,241033,0,1407600,150887,0,1103849,128305,0,1176770,131955,0,1547540,156537,0,1238324,120401,0,1921030,189938,0,2099713,212327,0,2613600,259748,0,2771221,282230,0,1339830,149026,0,1137032,129211
2,2009,'280300000',105,  ,KG,0,8725517,1033125,0,653070,100932,0,751005,104833,0,505000,81518,0,485997,80630,0,561725,89607,0,633000,89727,0,670500,95136,0,483500,66311,0,753020,97504,0,505500,59848,0,553550,69181,0,2169650,97898
2,2009,'280300000',106,  ,KG,0,41284,8392,0,0,0,0,10120,1108,0,0,0,0,804,3335,0,10000,974,0,360,648,0,0,0,0,10000,1182,0,0,0,0,0,0,0,0,0,0,10000,1145
